agi,agiint,agistr,agistrint,arcres,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,frores,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,splcritstrkrtng,splpwr,sta,str,versatility
,,,,,,,,18.0,,91.0,54.0,,20.2,120.0,,,,,,18.0,91.0,54.0,20.2,3.6,Tyrannical Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,42.0,30.0,,10.12,100.0,,,19.0,119.0,,15.0,42.0,30.0,10.12,3.6,Amber Scythe of Klaxxi'vess,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,39.0,28.0,,9.39,120.0,,,,110.0,,,39.0,28.0,9.39,3.6,Ruthless Gladiator's Energy Staff,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,16.0
,,,,,,,,16.0,,76.0,58.0,,18.75,120.0,,,,,,,76.0,58.0,18.75,3.6,Ruthless Gladiator's Bonegrinder,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
,,,,,,,,16.0,,76.0,58.0,,18.75,120.0,,,,,,16.0,76.0,58.0,18.75,3.6,Akirus the Worm-Breaker,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,,,,,,,,,,,,,,,,,,Pyrium Weapon Chain,,,,,Uncommon,81.0,,,,,,,,,,
,,,,,,,,25.0,,44.0,32.0,,10.6,,,,,124.0,,,44.0,32.0,10.6,3.6,Scholarly Headmaster's Charge,,,,,Heirloom,,17.0,,,,3.6,,,42.0,,
27.0,,,,,,,,18.0,,84.0,61.0,,20.24,120.0,,,,,,17.0,84.0,61.0,20.24,3.6,"Gao-Rei, Staff of the Legendary Protector",,1.0,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,91.0,54.0,,20.2,120.0,,,,,,18.0,91.0,54.0,20.2,3.6,Tyrannical Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
23.0,,,,,,,,11.0,,80.0,59.0,,19.37,120.0,,,,,,19.0,80.0,59.0,19.37,3.6,Spire of Coagulated Globules,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,39.0,,
26.0,,,,,,,,17.0,,78.0,60.0,,19.26,,,,17.0,,,,78.0,60.0,19.26,3.6,Re-Engineered Lava Dredger,,,,,Heirloom,1.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,15.0,,91.0,43.0,,18.72,100.0,,,18.0,,,,91.0,43.0,18.72,3.6,Axe of the Tauren Chieftains,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,114.0,,723.0,562.0,,178.5,,,,,,,96.0,723.0,562.0,178.5,3.6,"Sulfuras, the Extinguished Hand",,,,,Epic,85.0,17.0,,,,3.6,,,356.0,237.0,
,,,,,,,,17.0,,97.0,58.0,,21.55,120.0,,,18.0,,,,97.0,58.0,21.55,3.6,Greatsword of Frozen Hells,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,25.0,
,,,,,,,,18.0,,98.0,47.0,,20.17,120.0,,,,,,18.0,98.0,47.0,20.17,3.6,Tyrannical Gladiator's Decapitator,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,17.0,,91.0,54.0,,20.2,100.0,,,18.0,,,,91.0,54.0,20.2,3.6,Satay's Stabbing Sword,,,,,Rare,,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,41.0,30.0,,9.9,100.0,,,18.0,117.0,,18.0,41.0,30.0,9.9,3.6,Rain Poppy Staff,,,,,Rare,85.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,16.0,,76.0,58.0,,18.75,120.0,,,,,,16.0,76.0,58.0,18.75,3.6,Akirus the Worm-Breaker,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,13.0,,92.0,71.0,,22.74,120.0,,,,,,22.0,92.0,71.0,22.74,3.6,"Gar'tok, Strength of the Faithful",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,28.0,
,,,,,,,,20.0,,46.0,33.0,,11.09,120.0,,,15.0,127.0,,,46.0,33.0,11.09,3.6,Lever of the Megantholithic Apparatus,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
27.0,,,,,,,,18.0,,84.0,61.0,,20.24,120.0,,,,,,17.0,84.0,61.0,20.24,3.6,"Gao-Rei, Staff of the Legendary Protector",,1.0,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
27.0,,,,,,,,,,84.0,61.0,,20.24,120.0,,,18.0,,,17.0,84.0,61.0,20.24,3.6,Contemplation of Shaohao,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,42.0,30.0,,10.12,100.0,,,,119.0,,17.0,42.0,30.0,10.12,3.6,Staff of Broken Hopes,,,,,Rare,84.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,15.0,,42.0,30.0,,10.12,100.0,,,19.0,119.0,,,42.0,30.0,10.12,3.6,Staff of Trembling Will,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,41.0,30.0,,9.94,85.0,,,,117.0,,,41.0,30.0,9.94,3.6,Sky-Shaper Staff,,,,,Uncommon,90.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,,,39.0,29.0,,9.47,120.0,,,,112.0,,,39.0,29.0,9.47,3.6,"Ti'tahk, the Steps of Time",,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,
25.0,,,,,,,,,,89.0,48.0,,19.04,120.0,,,,,,,89.0,48.0,19.04,3.6,"Kiril, Fury of Beasts",,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,34.0
25.0,,,,,,,,16.0,,78.0,57.0,,18.79,100.0,,,16.0,,,,78.0,57.0,18.79,3.6,Staff of Old Woes,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,16.0,,84.0,50.0,,18.69,100.0,,,16.0,,,,84.0,50.0,18.69,3.6,Blade of the Fearless,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,25.0,
25.0,,,,,,,,13.0,,88.0,47.0,,18.77,100.0,,,,,,19.0,88.0,47.0,18.77,3.6,Seliza's Spear,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,,
25.0,,,,,,,,16.0,,88.0,47.0,,18.77,120.0,,,,,,,88.0,47.0,18.77,3.6,Ruthless Gladiator's Pike,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,16.0
,,,,,,,,16.0,,83.0,49.0,,18.42,100.0,,,,,,16.0,83.0,49.0,18.42,3.6,Obsidium Executioner,,,,,Rare,81.0,17.0,,,,3.6,,,36.0,24.0,
,,,,,,,,18.0,,48.0,35.0,,11.55,120.0,,,,133.0,,20.0,48.0,35.0,11.55,3.6,Gaze of Arrogance,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,,
,,,,,,,,20.0,,102.0,60.0,,22.63,120.0,,,,,,20.0,102.0,60.0,22.63,3.6,Prideful Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,45.0,30.0,
,,,,,,,,,,106.0,56.0,,22.62,,,,,,,,106.0,56.0,22.62,3.6,Prideful Gladiator's Pike,,,,,Epic,90.0,17.0,,,,3.6,,,,,
26.0,,,,,,,,,,104.0,55.0,,22.19,120.0,,,18.0,,,19.0,104.0,55.0,22.19,3.6,Halberd of Inner Shadows,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
,,,,,,,,17.0,,100.0,59.0,,22.19,120.0,,,19.0,,,,100.0,59.0,22.19,3.6,Greatsword of Pride's Fall,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
,,,,,,,,20.0,,105.0,50.0,,21.58,120.0,,,,,,13.0,105.0,50.0,21.58,3.6,"Uroe, Harbinger of Terror",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,25.0,
,,,,,,,,17.0,,43.0,32.0,,10.42,120.0,,,19.0,124.0,,,43.0,32.0,10.42,3.6,"Jin'ya, Orb of the Waterspeaker",,1.0,,,Epic,90.0,17.0,,,,3.6,,,42.0,,
27.0,,,,,,,,,,85.0,62.0,,20.54,100.0,,,20.0,,,16.0,85.0,62.0,20.54,3.6,Iron Horde Bramblestaff,,,,,Rare,,17.0,,,,3.6,,,41.0,,
,,,,,,,,,,82.0,63.0,,20.21,100.0,,,14.0,,,20.0,82.0,63.0,20.21,3.6,Mograine's Immaculate Might,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,15.0,,91.0,54.0,,20.2,120.0,,,19.0,,,,91.0,54.0,20.2,3.6,"Mogu'Dar, Blade of the Thousand Slaves",,,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,42.0,30.0,,10.12,120.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Inscribed Crane Staff,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,19.0,,42.0,30.0,,10.12,100.0,,,,119.0,,16.0,42.0,30.0,10.12,3.6,Gustwalker Staff,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,42.0,30.0,,10.12,120.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Malevolent Gladiator's Energy Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,42.0,30.0,,10.12,120.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Tyrannical Gladiator's Battle Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,15.0,,98.0,47.0,,20.17,100.0,,,20.0,,,,98.0,47.0,20.17,3.6,The Gleaming Ravager,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,17.0,,87.0,52.0,,19.37,120.0,,,,,,,87.0,52.0,19.37,3.6,Cataclysmic Gladiator's Greatsword,,,,,Epic,85.0,17.0,,,,3.6,,,39.0,26.0,17.0
,,,,,,,,16.0,,40.0,29.0,,9.68,120.0,,,15.0,112.0,,,40.0,29.0,9.68,3.6,Lightning Rod,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,39.0,,
22.0,,,,,,,,11.0,,79.0,58.0,,19.08,120.0,,,,,,18.0,79.0,58.0,19.08,3.6,Spire of Coagulated Globules,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,,
25.0,,,,,,,,16.0,,78.0,57.0,,18.79,100.0,,,16.0,,,,78.0,57.0,18.79,3.6,Silver Inlaid Staff,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,,
25.0,,,,,,,,16.0,,88.0,47.0,,18.77,,,,,,,,88.0,47.0,18.77,3.6,Vicious Gladiator's Pike,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,16.0
,,,,,,,,17.0,,100.0,59.0,,22.19,120.0,,,19.0,,,,100.0,59.0,22.19,3.6,Greatsword of Frozen Hells,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
26.0,,,,,,,,20.0,,92.0,67.0,,22.19,120.0,,,14.0,,,,92.0,67.0,22.19,3.6,Trident of Corrupted Waters,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
,,,,,,,,16.0,,105.0,50.0,,21.58,120.0,,,,,,18.0,105.0,50.0,21.58,3.6,"Xal'atoh, Desecrated Image of Gorehowl",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,25.0,
,,,,,,,,19.0,,44.0,32.0,,10.64,120.0,,,,126.0,,19.0,44.0,32.0,10.64,3.6,Grievous Gladiator's Energy Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,43.0,,
,,,,,,,,17.0,,42.0,32.0,,10.33,120.0,,,,121.0,,19.0,42.0,32.0,10.33,3.6,Invocation of the Dawn,,,,,Epic,90.0,17.0,,,,3.6,,,41.0,,
,,,,,,,,19.0,,42.0,30.0,,10.12,,,,16.0,119.0,,,42.0,30.0,10.12,3.6,Headmaster's Will,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,91.0,54.0,,20.2,85.0,,,,,,,91.0,54.0,20.2,3.6,Frostbitten Greatsword,,,,,Uncommon,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,19.0,,42.0,30.0,,10.12,120.0,,,16.0,119.0,,,42.0,30.0,10.12,3.6,Headmaster's Will,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,17.0,,82.0,63.0,,20.21,100.0,,,,,,19.0,82.0,63.0,20.21,3.6,Warmace of Taran Zhu,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,41.0,30.0,,9.94,85.0,,,,117.0,,,41.0,30.0,9.94,3.6,Thunder Eagle Staff,,,,,Uncommon,90.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,16.0,,84.0,50.0,,18.69,100.0,,,17.0,,,,84.0,50.0,18.69,3.6,Oversized Oblique Ogre Obliterator,,,,,Rare,,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,17.0,,39.0,28.0,,9.39,120.0,,,,107.0,,12.0,39.0,28.0,9.39,3.6,Funeral Pyre,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,37.0,,
,,,,,,,,,,43.0,31.0,,10.4,85.0,,,,,,,43.0,31.0,10.4,3.6,Robble's Staff of Herding,,,,,Poor,90.0,17.0,,,,3.6,,,,,
,,,,,,,,105.0,,803.0,481.0,,178.46,,,,105.0,,,,803.0,481.0,178.46,3.6,"Reclaimed Ashkandi, Greatsword of the Brotherhood",,,,,Epic,85.0,17.0,,,,3.6,,,356.0,237.0,
,,,,,,,,20.0,,47.0,34.0,,11.37,120.0,,,16.0,133.0,,,47.0,34.0,11.37,3.6,Lever of the Megantholithic Apparatus,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,,
,,,,,,,,20.0,,108.0,51.0,,22.2,120.0,,,,,,14.0,108.0,51.0,22.2,3.6,"Uroe, Harbinger of Terror",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
27.0,,,,,,,,18.0,,83.0,64.0,,20.52,120.0,,,18.0,,,,83.0,64.0,20.52,3.6,"Stormherald, Reborn",,,,,Epic,90.0,17.0,,,,3.6,,,41.0,,
,,,,,,,,20.0,,92.0,55.0,,20.48,120.0,,,15.0,,,,92.0,55.0,20.48,3.6,Starshatter,,,,,Epic,90.0,17.0,,,,3.6,,,41.0,27.0,
,,,,,,,,18.0,,94.0,50.0,,20.12,120.0,,,17.0,,,,94.0,50.0,20.12,3.6,Yak-Herder's Longstaff,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,98.0,47.0,,20.17,120.0,,,,,,18.0,98.0,47.0,20.17,3.6,Tyrannical Gladiator's Decapitator,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,82.0,63.0,,20.21,100.0,,,17.0,,,,82.0,63.0,20.21,3.6,Lerah's Ribsmasher,,,,,Rare,85.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,98.0,47.0,,20.17,100.0,,,18.0,,,18.0,98.0,47.0,20.17,3.6,"Lunar Crescent, Reborn",,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,97.0,46.0,,19.97,85.0,,,,,,,97.0,46.0,19.97,3.6,Weighty Stone Axe,,,,,Uncommon,90.0,17.0,,,,3.6,,,39.0,26.0,
,,,,,,,,15.0,,77.0,60.0,,19.04,120.0,,,14.0,,,,77.0,60.0,19.04,3.6,"Ataraxis, Cudgel of the Warmaster",,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,22.0,
,,,,,,,,,,39.0,29.0,,9.47,120.0,,,10.0,109.0,,,39.0,29.0,9.47,3.6,Smoldering Censer of Purity,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,,19.0
,,,,,,,,17.0,,39.0,28.0,,9.43,120.0,,,17.0,112.0,,,39.0,28.0,9.43,3.6,Staff of the Faithful,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,
25.0,,,,,,,,16.0,,78.0,57.0,,18.79,120.0,,,,,,,78.0,57.0,18.79,3.6,Ruthless Gladiator's Staff,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,16.0
,,,,,,,,,,39.0,28.0,,9.39,100.0,,,17.0,110.0,,15.0,39.0,28.0,9.39,3.6,Very Manly Staff,,,,,Rare,,17.0,,,,3.6,,,37.0,,
25.0,,,,,,,,,,78.0,57.0,,18.79,100.0,,,15.0,,,17.0,78.0,57.0,18.79,3.6,Staff of Draconic Pacification,,,,,Rare,,17.0,,,,3.6,,,37.0,,
24.0,,,,,,,,16.0,,76.0,56.0,,18.37,100.0,,,16.0,,,,76.0,56.0,18.37,3.6,Runed Staff,,,,,Rare,81.0,17.0,,,,3.6,,,36.0,,
,,,,,,,,116.0,,803.0,481.0,,178.46,,,,92.0,,,,803.0,481.0,178.46,3.6,Zoid's Firelit Greatsword,,,,,Epic,85.0,17.0,,,,3.6,,,356.0,237.0,
,,,,,,,,18.0,,47.0,34.0,,11.37,120.0,,,,133.0,,20.0,47.0,34.0,11.37,3.6,Gaze of Arrogance,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,,
26.0,,,,,,,,19.0,,104.0,55.0,,22.19,120.0,,,18.0,,,,104.0,55.0,22.19,3.6,"Shan-Dun, Breaker of Hope",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
25.0,,,,,,,,19.0,,89.0,65.0,,21.51,120.0,,,,,,15.0,89.0,65.0,21.51,3.6,Kor'kron Spire of Supremacy,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,,
28.0,,,,,,,,19.0,,100.0,53.0,,21.35,120.0,,,,,,19.0,100.0,53.0,21.35,3.6,Grievous Gladiator's Pike,,,,813.0,Epic,90.0,17.0,,,,3.6,,,43.0,,
28.0,,28.0,,,,,,,,98.0,52.0,,20.94,100.0,,,,,,37.0,98.0,52.0,20.94,3.6,Thunderlord Longspear,,,,,Rare,90.0,17.0,,,,3.6,,,42.0,28.0,
,,,,,,,,18.0,,42.0,30.0,,10.12,120.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Tyrannical Gladiator's Energy Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,17.0,,42.0,30.0,,10.12,100.0,,,,119.0,,19.0,42.0,30.0,10.12,3.6,Greatstaff of Righteousness,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,15.0,,94.0,45.0,,19.37,120.0,,,,,,15.0,94.0,45.0,19.37,3.6,Experimental Specimen Slicer,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,39.0,23.0,
,,,,,,,,14.0,,84.0,50.0,,18.69,85.0,,,18.0,,,,84.0,50.0,18.69,3.6,Faded Forest Greatsword,,,,,Uncommon,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,,,76.0,58.0,,18.75,85.0,,,,,,,76.0,58.0,18.75,3.6,Bronzed Hammer,,,,,Uncommon,84.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,,,88.0,42.0,,18.08,85.0,,,,,,,88.0,42.0,18.08,3.6,Mardenholde Broadaxe,,,,,Uncommon,82.0,17.0,,,,3.6,,,36.0,24.0,
,,,,,,,,16.0,,108.0,51.0,,22.2,120.0,,,,,,19.0,108.0,51.0,22.2,3.6,"Xal'atoh, Desecrated Image of Gorehowl",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
,,,,,,,,14.0,,100.0,59.0,,22.19,120.0,,,,,,20.0,100.0,59.0,22.19,3.6,"Zerat, Malakk's Soulburning Greatsword",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
,,,,,,,,19.0,,44.0,32.0,,10.64,120.0,,,,126.0,,19.0,44.0,32.0,10.64,3.6,Grievous Gladiator's Battle Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,43.0,,
,,,,,,,,19.0,,96.0,57.0,,21.33,120.0,,,,,,19.0,96.0,57.0,21.33,3.6,Grievous Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,43.0,28.0,
,,,,,,,,,,43.0,31.0,,10.34,120.0,,,19.0,118.0,,14.0,43.0,31.0,10.34,3.6,"Suen-Wo, Spire of the Falling Sun",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,41.0,,
,,,,,,,,18.0,,42.0,30.0,,10.12,120.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Cloudscorcher Greatstaff,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
27.0,,,,,,Monk,,14.0,,84.0,61.0,,20.24,100.0,,,20.0,,,,84.0,61.0,20.24,3.6,Staff of the White Tigerlord,,,,,Rare,,17.0,,,,3.6,,,40.0,,
,,,,,,,,14.0,,91.0,54.0,,20.2,100.0,,,,,,20.0,91.0,54.0,20.2,3.6,Lightbreaker Greatsword,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
27.0,,,,,,,,20.0,,94.0,50.0,,20.12,120.0,,,14.0,,,,94.0,50.0,20.12,3.6,Teng's Reach,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
27.0,,,,,,,,15.0,,84.0,61.0,,20.24,100.0,,,,,,19.0,84.0,61.0,20.24,3.6,Kaleiki's Lost Training Staff,,,,,Rare,85.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,98.0,47.0,,20.17,120.0,,,18.0,,,18.0,98.0,47.0,20.17,3.6,"Mooncleaver, Reborn",,,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,41.0,30.0,,9.94,85.0,,,,117.0,,,41.0,30.0,9.94,3.6,Engraved Staff,,,,,Uncommon,88.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,26.0,,94.0,45.0,,19.31,,,,,,,,94.0,45.0,19.31,3.6,Hardened Arcanite Reaper,,,,,Heirloom,,17.0,,,,3.6,,,39.0,26.0,
,,,,,,,,26.0,,40.0,29.0,,9.65,,,,,115.0,,,40.0,29.0,9.65,3.6,Elder Staff of Jordan,,,,,Heirloom,,17.0,,,,3.6,,,39.0,,
,,,,,,,,18.0,,39.0,29.0,,9.47,85.0,,,16.0,112.0,,,39.0,29.0,9.47,3.6,Mountainscaler Meditation Staff,,,,,Uncommon,87.0,17.0,,,,3.6,,,38.0,,
,,,,,,,,16.0,,91.0,43.0,,18.72,100.0,,,16.0,,,,91.0,43.0,18.72,3.6,Arced War Axe,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,17.0,,112.0,53.0,,23.02,120.0,,,,,,20.0,112.0,53.0,23.02,3.6,"Xal'atoh, Desecrated Image of Gorehowl",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,28.0,
,,,,,,,,20.0,,110.0,52.0,,22.61,120.0,,,,,,20.0,110.0,52.0,22.61,3.6,Prideful Gladiator's Decapitator,,,,813.0,Epic,90.0,17.0,,,,3.6,,,45.0,30.0,
,,,,,,,,20.0,,47.0,34.0,,11.32,120.0,,,,133.0,,20.0,47.0,34.0,11.32,3.6,Prideful Gladiator's Battle Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,45.0,,
,,,,,,,,20.0,,47.0,34.0,,11.32,120.0,,,,133.0,,20.0,47.0,34.0,11.32,3.6,Prideful Gladiator's Energy Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,45.0,,
,,,,,,,,21.0,,46.0,33.0,,11.09,120.0,,,,127.0,,13.0,46.0,33.0,11.09,3.6,Drakebinder Greatstaff,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
,,,,,,,,,,46.0,33.0,,11.09,120.0,,,20.0,127.0,,15.0,46.0,33.0,11.09,3.6,"Suen-Wo, Spire of the Falling Sun",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
,,,,,,,,21.0,,45.0,32.0,,10.82,120.0,,,,123.0,,12.0,45.0,32.0,10.82,3.6,Drakebinder Greatstaff,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,,
,,,,,,,,19.0,,44.0,32.0,,10.64,120.0,,,15.0,123.0,,,44.0,32.0,10.64,3.6,Giorgio's Caduceus of Pure Moods,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,,
,,,,,,,,19.0,,96.0,57.0,,21.33,120.0,,,,,,19.0,96.0,57.0,21.33,3.6,Grievous Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,43.0,28.0,
,,,,,,,,,,44.0,32.0,,10.64,120.0,,,19.0,123.0,,15.0,44.0,32.0,10.64,3.6,"Suen-Wo, Spire of the Falling Sun",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,,
,,,,,,,,,,94.0,56.0,,20.91,120.0,,,,,,,94.0,56.0,20.91,3.6,Immaculate Pandaren Greatsword,,,,,Epic,90.0,17.0,,,,3.6,,,42.0,28.0,
27.0,,,,,,,,,,96.0,51.0,,20.53,120.0,,,14.0,,,21.0,96.0,51.0,20.53,3.6,"Screaming Tiger, Qiang's Unbreakable Polearm",,,,,Epic,90.0,17.0,,,,3.6,,,41.0,,
,,,,,,,,17.0,,91.0,54.0,,20.2,100.0,,,19.0,,,,91.0,54.0,20.2,3.6,Gravetouch Greatsword,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
27.0,,,,,,,,18.0,,82.0,63.0,,20.21,100.0,,,18.0,,,,82.0,63.0,20.21,3.6,"Thunder, Reborn",,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
27.0,,,,,,,,18.0,,82.0,63.0,,20.21,120.0,,,18.0,,,,82.0,63.0,20.21,3.6,"Deep Thunder, Reborn",,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
27.0,,,,,,,,18.0,,94.0,50.0,,20.12,100.0,,,17.0,,,,94.0,50.0,20.12,3.6,Ghostheart,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,91.0,54.0,,20.2,120.0,,,,,,18.0,91.0,54.0,20.2,3.6,Tyrannical Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,91.0,54.0,,20.2,120.0,,,,,,18.0,91.0,54.0,20.2,3.6,Malevolent Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,42.0,30.0,,10.12,120.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Tyrannical Gladiator's Battle Staff,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,82.0,63.0,,20.21,100.0,,,14.0,,,20.0,82.0,63.0,20.21,3.6,Mograine's Immaculate Might,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,79.0,61.0,,19.47,85.0,,,,,,,79.0,61.0,19.47,3.6,Inlaid Hammer,,,,,Uncommon,87.0,17.0,,,,3.6,,,39.0,26.0,
