agi,agiint,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
,,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,,,Tyrannical Gladiator's Signet of Cruelty,,,,Epic,90.0,,11.0,,,,,23.0,15.0,,
,,,,,Monk,,12.0,,,,,8.0,,15.0,,,Mistdancer Ring of Wisdom,,,,Uncommon,90.0,,11.0,,,,,23.0,,,
15.0,,,,,Monk,,12.0,,,,,8.0,,,,,Mistdancer Ring of Onslaught,,,,Uncommon,90.0,,11.0,,,,,23.0,,,
,,,,,,,,,,,,,,15.0,,,Lavasoul Ring,,,,Rare,90.0,,11.0,,,,,23.0,,,
,,,,,,,10.0,,,,,,,15.0,,10.0,Restored Hexxer's Signet,,,,Epic,90.0,,11.0,,,,,23.0,,,
15.0,,,,,Rogue,,,,,,,10.0,,,,10.0,Lightdrinker Band of Onslaught,,,,Uncommon,90.0,,11.0,,,,,23.0,,,
,,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,,,Dreadful Gladiator's Signet of Cruelty,,,,Rare,90.0,,11.0,,,,,23.0,15.0,,
,,,,,,,,,,,,,,15.0,,9.0,Bloodletter Band,,,,Uncommon,,,11.0,,,,,22.0,,,10.0
,,,,,,,9.0,,,,,,,15.0,,,Ring of Shallowstep Pass,,,,Uncommon,,,11.0,,,,,22.0,,,10.0
,,,,,,,11.0,,,,,,,15.0,,8.0,Ring of the Watchful Eye,,,,Uncommon,,,11.0,,,,,22.0,,,
,,,,,,,,,,,,9.0,,,,11.0,Fleshrender Ring,,,,Uncommon,,,11.0,,,,,22.0,15.0,,
,,,,,,,11.0,,,,,8.0,,15.0,,,Flamefury Ring,,,,Uncommon,,,11.0,,,,,22.0,,,
15.0,,,,,,,8.0,,,,,,,,,11.0,Burlap Loop,,,,Uncommon,,,11.0,,,,,22.0,,,
,,,,,,,,,,,,,,,,,Bejeweled Ring,,,,Uncommon,87.0,,11.0,,,,,22.0,15.0,,
12.0,,,,,,,7.0,,,,,,,,,8.0,Seal of Primordial Shadow,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,22.0,,,
,,,,,,,,,,,,8.0,,,,9.0,Breathstealer Band,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,22.0,12.0,,
15.0,,,,,,,10.0,,,,,,,,,10.0,Wasteland Loop,,,,Uncommon,88.0,,11.0,,,,,22.0,,,
,,,,,,,9.0,,,,,,,14.0,,9.0,Lory Feather Band,,,,Uncommon,,,11.0,,,,,21.0,,,
14.0,,,,,,,9.0,,,,,10.0,,,,,Snakejaw Band,,,,Uncommon,,,11.0,,,,,21.0,,,
14.0,,,,,,,9.0,,,,,,,,,10.0,Shepherd's Loop,,,,Uncommon,,,11.0,,,,,21.0,,,
,,,,,,,,,,,,,,,,8.0,Band of Bravery,,,,Uncommon,,,11.0,,,,,21.0,14.0,,10.0
11.0,,,,,,,8.0,,,,,7.0,,,,,Signet of Grasping Mouths,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,,,
,,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,,,9.0,Cataclysmic Gladiator's Signet of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,9.0,,,,,9.0,,14.0,,,Cataclysmic Gladiator's Band of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,9.0,,,,,,,14.0,,9.0,Cataclysmic Gladiator's Band of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,,,,,7.0,,,,,,,,Signet of the Resolute,,1.0,8.0,Epic,85.0,,11.0,Prismatic socket,,,,21.0,11.0,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,,,,,9.0,Cataclysmic Gladiator's Ring of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,,,8.0,,,,,6.0,,11.0,,,Infinite Loop,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,,,
,,,,,,,11.0,,,,,4.0,,,,,Obsidian Signet of the Avengers,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,11.0,,
,,,,,,,9.0,,,,,,,,,10.0,Ring of Torn Flesh,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
11.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,7.0,,,,,,,,,8.0,Seal of Primordial Shadow,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,,,
,,,,,,,8.0,,,,,6.0,,11.0,,,Infinite Loop,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,,,
14.0,,,,,,,7.0,,,,,11.0,,,,,Mirage Ring,,,,Rare,83.0,,11.0,,,,,21.0,,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,9.0,,,,,Ruthless Gladiator's Ring of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,,14.0,,,Vicious Gladiator's Band of Meditation,,,,Epic,85.0,,11.0,,,,,21.0,,,9.0
,,,,,,,8.0,,,,,,,9.0,,9.0,Lavishly Jeweled Ring,,1.0,,Rare,85.0,,11.0,Prismatic socket,,,,21.0,,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,,,,,9.0,Ruthless Gladiator's Ring of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,"Warrior,Paladin,Death knight",,9.0,,,,,9.0,,,,,Vicious Gladiator's Signet of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,10.0,,,,,8.0,,,,,Moon Blessed Band,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,,,14.0,,,Hessonite Band,,,,Rare,82.0,,11.0,,,,,21.0,,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,9.0,,,,,Bloodthirsty Gladiator's Ring of Cruelty,,,,Rare,85.0,,11.0,,,,,21.0,,,
14.0,,,,,,,11.0,,,,,8.0,,,,,Ring of Dun Algaz,,,,Rare,85.0,,11.0,,,,,21.0,,,
,,,,,,,9.0,,,,,9.0,,,,,Circle of Bone,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,9.0,,,,,9.0,,14.0,,,Band of Rays,,,,Rare,83.0,,11.0,,,,,21.0,,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,9.0,,,,,Vicious Gladiator's Ring of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,,,
14.0,,,,,,,11.0,,,,,7.0,,,,,Faded Forest Loop,,,,Uncommon,85.0,,11.0,,,,,21.0,,,
,,,,,,,9.0,,,,,9.0,,14.0,,,Rose Quartz Band,,,,Rare,85.0,,11.0,,,,,21.0,,,
,,,,,,,,,,,,,,,,10.0,Lylagar Horn Ring,,,9.0,Epic,85.0,,11.0,,,,,21.0,14.0,,
14.0,,,,,,,9.0,,,,,9.0,,,,,Ion-Cage Signet,,,,Rare,85.0,,11.0,,,,,21.0,,,
,,,,,,,8.0,,14.0,,,,,,,,Bile-O-Tron Nut,,,,Epic,85.0,,11.0,,,,,21.0,10.0,,
,,,,,,,9.0,,,,,,,14.0,,,Ring of Frozen Rain,,,,Rare,85.0,,11.0,,,,,21.0,,,9.0
,,,,,,,,,,,,,,14.0,,,Intricate Ring,,,,Uncommon,83.0,,11.0,,,,,21.0,,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,9.0,,,,,Vicious Gladiator's Ring of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,,,9.0,,,,,9.0,,,,,Circle of Bone,,,,Rare,83.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,11.0,,,,,,,,Queen's Boon,,,7.0,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,8.0,,,,,,,,,11.0,Ring of the Darkest Day,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,,,14.0,,10.0,Veneficial Band,,,,Rare,83.0,,11.0,,,,,21.0,,,8.0
,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,,14.0,,,Ruthless Gladiator's Band of Meditation,,,,Epic,85.0,,11.0,,,,,21.0,,,9.0
,,,,,"Warrior,Paladin,Death knight",,9.0,,,,,9.0,,,,,Vicious Gladiator's Signet of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,9.0,,,,,,,,,,Bloodthirsty Ruby Signet,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,9.0
14.0,,,,,,,,,,,,11.0,,,,7.0,Alurmi's Ring,,,,Epic,85.0,,11.0,,,,,21.0,,,
14.0,,14.0,,,,,,,,,,,,,,10.0,Ring of Three Lights,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,9.0
,,,,,,,,,,,,,,,,,Sorrowmurk Ring,,,,Uncommon,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,9.0,,,,,,,14.0,,,Redistributed Signet,,,,Uncommon,,,11.0,,,,,21.0,,,9.0
,,,,,,,9.0,,,,,,,14.0,,,Redistributed Signet,,,,Uncommon,,,11.0,,,,,21.0,,,9.0
,,,,,,,10.0,,,,,8.0,,14.0,,,Starscraper Signet,,,,Uncommon,,,11.0,,,,,21.0,,,
14.0,,,,,,,9.0,,,,,9.0,,,,,Signet of Bloody Sands,,,,Uncommon,,,11.0,,,,,21.0,,,
14.0,,,,,,,,,,,,,,,,,Blackwolf Ring,,,,Uncommon,84.0,,11.0,,,,,21.0,,,
,,,,,,,10.0,,,,,8.0,,14.0,,,Sekhemet's Seal,,,,Uncommon,,,11.0,,,,,21.0,,,
14.0,,,,,,,,,,,,,,,,,Nethander Ring,,,,Uncommon,81.0,,11.0,,,,,21.0,,,
,,,,,,,,,,,,212.0,,,,159.0,Widow's Kiss,,,,Epic,85.0,,11.0,,,,,200.0,,,
,,,,,,,,,,,,,,,,,Hessonite Band,,,,Uncommon,82.0,,11.0,,,,,,,,
,,,,,,,,,,,,10.0,,14.0,,10.0,Signet of the Dinomancers,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,26.0,,,
,,,,,,,,,,,,10.0,,14.0,,10.0,Signet of the Dinomancers,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,26.0,,,
,,,,,,,,,,,,10.0,,14.0,,,Laser-Slice Signet,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,26.0,,,10.0
,,,,,,,8.0,,,,,,,,,,Ring of the Iron Tomb,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,25.0,14.0,,11.0
,,,,,,,10.0,,,,,,,,,8.0,Bloodclaw Band,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,25.0,14.0,,
,,,,,,,13.0,,,,,,,,,9.0,Painweaver Seal,,,,Rare,90.0,,11.0,,,,,25.0,17.0,,
17.0,,17.0,,,,,,,,,,13.0,,,,,Rosewine Loop,,,,Rare,90.0,,11.0,,,,,25.0,17.0,,9.0
17.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,12.0,,,,,,,,,10.0,Prideful Gladiator's Ring of Accuracy,,,,Epic,90.0,,11.0,,,,,25.0,,,
,,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,12.0,,,,,10.0,,17.0,,,Prideful Gladiator's Band of Accuracy,,,,Epic,90.0,,11.0,,,,,25.0,,,
17.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,12.0,,,,,,,,,10.0,Prideful Gladiator's Ring of Accuracy,,,,Epic,90.0,,11.0,,,,,25.0,,,
,,,,,,,,,,,,,,,,,Cliffbreaker Seal,,,,Epic,90.0,,11.0,,,,,24.0,16.0,,
,,,,,,,8.0,,,,,,,13.0,,,Durumu's Captive Eyeball,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,,,10.0
,,,,,,,,,,,,,,16.0,,,Amaranthine Signet,,,,Epic,90.0,,11.0,,,,,24.0,,,
,,,,,,,10.0,,,,,,,,,8.0,Bloodclaw Band,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,13.0,,
,,,,,,,9.0,,,,,10.0,,,,,Asgorathian Blood Seal,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,13.0,,
,,,,,,,8.0,,,,,,,,,,Ring of the Iron Tomb,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,13.0,,11.0
,,,,,,,11.0,,,,,11.0,,16.0,,,Extinguished Ember of Galakras,,,,Epic,90.0,,11.0,,,,,24.0,,,
,,,,,,,,,,,,9.0,,13.0,,,Ra-den's Evolving Signet,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,,,9.0
,,,,,,,11.0,,,,,10.0,,16.0,,,Jin'rokh's Dreamshard,,,,Epic,90.0,,11.0,,,,,24.0,,,
,,,,,,,,,,,,,,16.0,,8.0,Petrified Eye of the Basilisk,,,,Epic,90.0,,11.0,,,,,24.0,,,12.0
,,,,,,,,,,,,,,16.0,,8.0,Petrified Eye of the Basilisk,,,,Epic,90.0,,11.0,,,,,24.0,,,12.0
,,,,,,,10.0,,,,,,,,,9.0,Devilfang Band,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,13.0,,
,,,,,,,8.0,,,,,,,13.0,,,Durumu's Captive Eyeball,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,,,10.0
,,,,,,,10.0,,,,,9.0,,,,,Seal of the Forgotten Kings,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,13.0,,
,,,,,,,11.0,,,,,10.0,,16.0,,,Jin'rokh's Dreamshard,,,,Epic,90.0,,11.0,,,,,24.0,,,
,,,,,,,,,,,,,,16.0,,8.0,Petrified Eye of the Basilisk,,,,Epic,90.0,,11.0,,,,,24.0,,,12.0
,,,,,,,11.0,,,,,,,,,11.0,Spinescale Seal,,,,Epic,90.0,,11.0,,,,,24.0,16.0,,
,,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,9.0,,16.0,,,Grievous Gladiator's Band of Accuracy,,,,Epic,90.0,,11.0,,,,,24.0,,,
,,,,,,,9.0,,,,,,,,,,Durumu's Severed Tentacle,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,13.0,,9.0
,,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,,,Grievous Gladiator's Signet of Cruelty,,,,Epic,90.0,,11.0,,,,,24.0,16.0,,
,,,,,,,11.0,,,,,,,13.0,,7.0,Ro'shak's Remembrance,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,24.0,,,
,,,,,,,9.0,,,,,,,16.0,,,Ring of Shamuru,,,,Epic,90.0,,11.0,,,,,24.0,,,11.0
16.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,11.0,,,,,,,,,9.0,Grievous Gladiator's Ring of Accuracy,,,,Epic,90.0,,11.0,,,,,24.0,,,
,,,,,,,,,,,,11.0,,16.0,,11.0,Pit Boss Signet,,,,Uncommon,,,11.0,,,,,24.0,,,
,,,,,,,,,,,,12.0,,,,8.0,Karabor Honor Guard Seal,,,,Uncommon,,,11.0,,,,,24.0,16.0,,
,,,,,,,,,,,,,,16.0,,10.0,Blackstone Signet,,,,Rare,90.0,,11.0,,,,,24.0,,,11.0
,,,,,,,8.0,,,,,12.0,,,,,Maa'run's Baleful Eye,,,,Rare,,,11.0,,,,,24.0,16.0,,
,,,,,,,,,,,,,,16.0,,11.0,Karabor Sage Signet,,,,Uncommon,,,11.0,,,,,24.0,,,10.0
,,,,,,,,,,,,11.0,,16.0,,,Watersoul Signet,,,,Epic,90.0,,11.0,,,,,24.0,,,9.0
,,,,,,,8.0,,,,,9.0,,,,,Band of the Scaled Tyrant,,1.0,,Epic,90.0,,11.0,Prismatic socket,,,,23.0,12.0,,
,,,,,,,11.0,,,,,9.0,,15.0,,,Jin'rokh's Dreamshard,,,,Epic,90.0,,11.0,,,,,23.0,,,
,,,,,"Warrior,Paladin,Death knight",,11.0,,,,,,,,,9.0,Tyrannical Gladiator's Signet of Accuracy,,,,Epic,90.0,,11.0,,,,,23.0,15.0,,
,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,,15.0,,,Tyrannical Gladiator's Band of Meditation,,,,Epic,90.0,,11.0,,,,,23.0,,,11.0
,,,,,Priest,,,,,,,10.0,,15.0,,,Communal Band of Wisdom,,,,Uncommon,90.0,,11.0,,,,,23.0,,,10.0
15.0,,,,,Rogue,,12.0,,,,,8.0,,,,,Lightdrinker Ring of Onslaught,,,,Uncommon,90.0,,11.0,,,,,23.0,,,
,,,,,,,8.0,,,,,,,15.0,,11.0,Etched Golden Loop,,,,Rare,90.0,,11.0,,,,,23.0,,,
,,,,,Druid,,12.0,,,,,8.0,,15.0,,,Springrain Ring of Destruction,,,,Uncommon,90.0,,11.0,,,,,23.0,,,
,,,,,,,9.0,,,,,11.0,,15.0,,,Loop of the Poisoned Mind,,,,Uncommon,,,11.0,,,,,23.0,,,
15.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,11.0,,,,,,,,,9.0,Malevolent Gladiator's Ring of Accuracy,,,,Epic,90.0,,11.0,,,,,24.0,,,
,,,,,,,9.0,,,,,,,15.0,,,Steaming Seal of Flame,,,,Epic,90.0,,11.0,,,,,23.0,,,11.0
,,,,,,,9.0,,,,,,,,,,Battletank Seal,,,,Uncommon,,,11.0,,,,,23.0,15.0,,11.0
15.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,11.0,,,,,9.0,,,,,Tyrannical Gladiator's Ring of Cruelty,,,,Epic,90.0,,11.0,,,,,23.0,,,
,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,,15.0,,,Malevolent Gladiator's Band of Meditation,,,,Epic,90.0,,11.0,,,,,24.0,,,11.0
,,,,,Mage,,,,,,,10.0,,15.0,,10.0,Mountainsage Band of Destruction,,,,Uncommon,90.0,,11.0,,,,,23.0,,,
,,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,,,Malevolent Gladiator's Signet of Cruelty,,,,Epic,90.0,,11.0,,,,,24.0,15.0,,
,,,,,,,9.0,,,,,,,15.0,,11.0,Band of Terror,,,,Rare,,,11.0,,,,,23.0,,,
,,,,,,,,,,,,20.0,,,,29.0,Ring of Malice,,,,Rare,90.0,,11.0,,,,,23.0,,,
,,,,,Druid,,12.0,,,,,8.0,,15.0,,,Springrain Ring of Destruction,,,,Uncommon,90.0,,11.0,,,,,23.0,,,
,,,,,,,,,,,,,,15.0,,,Kiln-Stoker Ring,,,,Epic,90.0,,11.0,,,,,23.0,,,
,,,,,,,,,,,,,,15.0,,,Brewmoon Signet,,,,Rare,90.0,,11.0,,,,,23.0,,,
15.0,,,,,,,10.0,,,,,,,,,10.0,Lao-Chin's Ring,,,,Uncommon,,,11.0,,,,,22.0,,,
,,,,,,,8.0,,,,,,,,,11.0,Ring of Torjar's Bane,,,,Rare,,,11.0,,,,,22.0,15.0,,
,,,,,,,8.0,,,,,,,15.0,,11.0,Band of the Dance Ritual,,,,Rare,,,11.0,,,,,22.0,,,
15.0,,,,,,,,,,,,,,,,,Grummle Ring,,,,Uncommon,86.0,,11.0,,,,,22.0,,,
,,,,,,,11.0,,,,,7.0,,,,,Seal of the Forbidden Jungle,,,,Uncommon,,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,,,,,8.0,Hardheart Ring,,1.0,7.0,Epic,85.0,,11.0,Prismatic socket,,,,21.0,11.0,,
,,,,,"Warrior,Paladin,Death knight",,9.0,,,,,9.0,,,,,Cataclysmic Gladiator's Signet of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,8.0,,,,,4.0,,,,,Alysrazor's Band,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,14.0,,
,,,,,,,,,,,,7.0,,,,8.0,Breathstealer Band,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,11.0,,
,,,,,"Warrior,Paladin,Death knight",,5.0,,,,,,,,,10.0,Curled Twilight Claw,,1.0,,Epic,85.0,,11.0,Prismatic socket,,,,21.0,11.0,,
,,,,,,,8.0,,,,,,,14.0,,10.0,Anthia's Ring,,,,Rare,85.0,,11.0,,,,,21.0,,,
14.0,,,,,,,7.0,,,,,12.0,,,,,Mirage Ring,,,,Rare,85.0,,11.0,,,,,21.0,,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,,,,,9.0,Ruthless Gladiator's Ring of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,,,
14.0,,,,,,,9.0,,,,,9.0,,,,,Nautilus Ring,,,,Rare,85.0,,11.0,,,,,21.0,,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,,,,,9.0,Bloodthirsty Gladiator's Ring of Accuracy,,,,Rare,85.0,,11.0,,,,,21.0,,,
14.0,,,,,,,9.0,,,,,9.0,,,,,Nautilus Ring,,,,Rare,85.0,,11.0,,,,,21.0,,,
,,,,,,,5.0,,,,,,,,,14.0,Umbriss Band,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,9.0,,,,,Ruthless Gladiator's Ring of Cruelty,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,,,,,,,,9.0,,14.0,,9.0,Signet of Transformation,,,,Rare,85.0,,11.0,,,,,21.0,14.0,14.0,
,,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,,,9.0,Vicious Gladiator's Signet of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,,,14.0,,8.0,Kibble,,,,Rare,85.0,,11.0,,,,,21.0,,,10.0
14.0,,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,,,,,9.0,Vicious Gladiator's Ring of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,,,9.0,Bloodthirsty Gladiator's Signet of Accuracy,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,9.0,,,,,,,14.0,,,Security Measure Alpha,,,,Epic,85.0,,11.0,,,,,21.0,,,9.0
,,,,,"Warrior,Paladin,Death knight",,9.0,,,,,9.0,,,,,Bloodthirsty Gladiator's Signet of Cruelty,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
14.0,,,,,,,7.0,,,,,11.0,,,,,Quickfinger Ring,,,,Epic,85.0,,11.0,,,,,21.0,,,
,,,,,,,,,,,,,,,,,Cloudburst Ring,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,7.0,,,,,,,,,14.0,Umbriss Band,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,10.0,,14.0,,,Eye of the Stars,,,,Rare,,,11.0,,,,,21.0,,,9.0
,,,,,,,9.0,,,,,9.0,,,,,Ring of Rivalry,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
14.0,,,,,,,9.0,,,,,,,,,,Bloodthirsty Sapphire Ring,,,,Rare,85.0,,11.0,,,,,21.0,,,9.0
,,,,,,,,,,,,,,14.0,,,Bloodthirsty Amberjewel Band,,,,Rare,85.0,,11.0,,,,,21.0,,,18.0
,,,,,,,9.0,,,,,9.0,,,,,Circle of Bone,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,9.0,,,,,,,,,,Talonguard Band,,,10.0,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,9.0,,,,,9.0,,,,,Ring of Rivalry,,,,Epic,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,,,14.0,,11.0,Veneficial Band,,,,Rare,85.0,,11.0,,,,,21.0,,,8.0
,,,,,,,,,,,,,,,,10.0,Ring of Three Lights,,,10.0,Rare,83.0,,11.0,,,,,21.0,14.0,,
,,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,9.0,,,,,9.0,,14.0,,,Vicious Gladiator's Band of Accuracy,,,,Epic,85.0,,11.0,,,,,21.0,,,
14.0,,14.0,,,,,7.0,,,,,,,,,,Entwined Nereis,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,12.0
,,,,,,,8.0,,,,,,,,,10.0,Ring of the Darkest Day,,,,Rare,85.0,,11.0,,,,,21.0,14.0,,
,,,,,,,8.0,,,,,,,,,10.0,Shard-Heart Ring,,,,Uncommon,,,11.0,,,,,21.0,14.0,,
,,,,,,,8.0,,,,,,,,,,Phosphorescent Ring,,,14.0,Rare,81.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,,,14.0,,8.0,Heartbinder Ring,,,,Rare,83.0,,11.0,,,,,21.0,,,10.0
,,,,,,,10.0,,,,,,,14.0,,,Caliph's Band,,,,Rare,,,11.0,,,,,21.0,,,8.0
14.0,,,,,,,,,,,,,,,,,Mereldar Ring,,,,Uncommon,82.0,,11.0,,,,,21.0,,,
,,,,,,,,,,,,,,,,,Thondroril Ring,,,,Uncommon,83.0,,11.0,,,,,21.0,14.0,,
,,,,,,,,,,,,83344.0,,,,,Formula: Enchant Ring - Seal of Haste,,,,Common,100.0,,,,,,,,,,
20.0,,,,,,,14.0,,,,,,,,,,Spellbound Runic Band of Unrelenting Slaughter,,,,Epic,100.0,,11.0,,,,,30.0,,,12.0
,,,,,,,,,,,,,,21.0,,15.0,"Nithramus, the All-Seer",,,,Legendary,100.0,,11.0,,,,,31.0,,,11.0
,,,,,,,83344.0,,,,,,,,,,Formula: Enchant Ring - Seal of Critical Strike,,,,Common,100.0,,,,,,,,,,
21.0,,,,,,,14.0,,,,,,,,,,"Maalus, the Blood Drinker",,,,Legendary,100.0,,11.0,,,,,31.0,,,13.0
,,,,,,,14.0,,,,,,,,,12.0,"Thorasus, the Stone Heart of Draenor",,,,Legendary,100.0,,11.0,,,,,31.0,21.0,,
,,,,,,,48.0,,,,,,,,,,Formula: Enchant Ring - Accord of Critical Strike,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,83344.0,Formula: Enchant Ring - Seal of Mastery,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,17.0,,12.0,Signet Ring of Gehs'taal,,,,Rare,94.0,,11.0,,,,,26.0,,,12.0
,,,,,,,,,,,,11.0,,20.0,,,Spellbound Runic Band of Infinite Preservation,,,,Epic,100.0,,11.0,,,,,30.0,,,15.0
,,,,,,,14.0,,,,,,,,,12.0,Spellbound Runic Band of Elemental Power,,,,Epic,100.0,,11.0,,,,,30.0,20.0,,
18.0,,18.0,,,,,,,,,,,,,,14.0,Razoredge Blade Ring,,,,Epic,100.0,,11.0,,,,,28.0,18.0,,10.0
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Seal of Versatility,,,,Common,100.0,,,,,,,,,,83344.0
21.0,,21.0,,,,,,,,,,,,,,14.0,"Sanctus, Sigil of the Unbroken",,,,Legendary,100.0,,11.0,,,,,31.0,21.0,,12.0
18.0,,,,,,,14.0,,,,,,,,,,Cinderwolf Signet,,,,Epic,100.0,,11.0,,,,,28.0,,,9.0
,,,,,,,,,,,,40.0,,,,,Ring of the Dread Pirate Bob,,,,Rare,98.0,,11.0,,,,,28.0,,,21.0
