agi,agiint,agistr,agistrint,arcres,armorbonus,avoidance,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,reqspell,resirtng,slotbak,socket1,socket2,socket3,speed,speedbonus,spi,splpwr,sta,str,versatility
,,,,,,,Priest,,,,,,,,,,,,Repudiation of War,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,33.0,,33.0,,,Inquisitor's Talisman,,,,,Rare,100.0,,,12.0,,,,3.5,,,,,,
,,,,,,,,,,,,,,18.0,,18.0,,18.0,Flickering Felspark,,,,,Epic,100.0,,,12.0,,,,,,,,,,18.0
,,,,,,,,,,,,,,31.0,,31.0,,,Accolade of the Banshee Queen,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,35.0,,,Blackiron Micro Crucible,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,17.0,,,,38.0,Mark of Rapid Replication,,,,,Epic,100.0,,,12.0,,,,,,,,,,17.0
,,,,,,,,,,,,,,31.0,,,,,Call of the Wolfmother,,,,,Rare,98.0,,,12.0,,,,,,,,,,
,,,,,,,"Warrior,Paladin,Death knight",,,,,,,,,,,,Empty Drinking Horn,,,,,Epic,100.0,,,12.0,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,,,31.0,Frothing Helhound's Fury,,,,,Rare,98.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Auto-Repairing Autoclave,,,,,Epic,100.0,,,12.0,,,,,,,,,,63.0
,,,,,,,,0.03333333333333333,15.0,,,,,,,,,,Lucky Double-Sided Coin,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,16.0,,,,,16.0,,31.0,,,Grannok's Lidless Eye,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,20.0,,,Ragewing's Firefang,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,31.0,Toria's Unseeing Eye,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
31.0,,,,,,,,,31.0,,,,,,,,,,Blood Seal of Azzakel,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,31.0,,,,,,,31.0,,,Crushto's Runic Alarm,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Portable Goon Squad,,,,,Rare,95.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,32.0,Primal Combatant's Badge of Adaptation,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Stone of the Elements,,,,,Epic,91.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,,,,,,,,,,,,Stone of Fire,,,,,Epic,91.0,,,12.0,,,,,,,,,,31.0
27.0,,,,,,,,,,,,,,,,,,,Scales of Doom,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,31.0,,,,,,,31.0,,,Dreadlord's Hamstring,,,,,Rare,98.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Vial of Convulsive Shadows,,,,,Epic,100.0,,,12.0,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,,Bright Coin,,,,,Rare,94.0,,,12.0,,,,,,,,,,32.0
38.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Wild Gladiator's Badge of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Splendid Skettis Sapphire,,,,,Rare,100.0,,,12.0,,,,,,,,37.0,,31.0
31.0,,,31.0,,,,,,,,,,,,,31.0,,,Life-Giving Berries,,,,,Uncommon,,,,12.0,,,,,,,,,31.0,
31.0,,,,,,,,,,,,,,,,,,31.0,Golza's Iron Fin,,,,,Rare,98.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Elementalist's Shielding Talisman,,,,,Epic,100.0,,,12.0,,,,,,,,,,52.0
,,,,,,,,,,,,,,,,,,,Iron Branch,,,,,Rare,98.0,,,12.0,,,,,,,,,31.0,
31.0,,31.0,,,,,,,,,,,,16.0,,,,,Vial of Vile Viscera,,,,,Epic,100.0,,,12.0,,,,,,,,,31.0,16.0
,,,,,,,,0.025,,,,,,,,,,,Tharbek's Lucky Pebble,,,,,Rare,100.0,,,12.0,,,,,,,,,,20.0
,,,,,,,,,17.0,,,,,,,,,,Bajheric Bangle,,,,,Rare,96.0,,,12.0,,,,,,,,,,
23.0,,,,,,,Demon hunter,,,,,,,23.0,,,,23.0,Etching of Sargeras,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Gladiator's Medallion of Adaptation,,,,,Epic,100.0,,,12.0,,,,,,,,,,86.0
,,,,,,,"Warrior,Paladin,Death knight",,60.0,,,,,,,,,,Unending Hunger,,,,,Epic,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,,,,,,,,31.0,,,,,Seal of House Wrynn,,,,,Rare,,,,12.0,,,,,,,,,,
31.0,,31.0,,,,,,,16.0,,,,,,,,,,Accusation of Inferiority,,,,,Epic,100.0,,,12.0,,,,,,,,,31.0,16.0
,,,,,,,,,,,,,,,,,,31.0,Captured Flickerspark,,,,,Epic,100.0,,,12.0,,,,,,,,,,31.0
35.0,,,,,,,,,,,,,,,,,,,Humming Blackiron Trigger,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,17.0,Pillar of the Earth,,,,,Epic,100.0,,,12.0,,,,,,,,72.0,,17.0
,,,,,,,,,17.0,,,,,,,,,,Bottle of Infesting Spores,,,,,Epic,100.0,,,12.0,,,,,,,,,28.0,17.0
,,,,,,,,,,,,,,,,,,,Wild Combatant's Accolade of Endurance,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,,,,,,Wild Combatant's Accolade of Endurance,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,,,,,,Stone of Wind,,,,,Epic,91.0,,,12.0,,,,,,,,,,31.0
,,,,,,,Druid,,,,,,,31.0,,31.0,,,Springrain Idol of Wisdom,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Bronzed Elekk Statue,,,,,Rare,98.0,,,12.0,,,,,,,,25.0,,
,,,,,,,,,31.0,,,,,,,,,,Crystalline Blood Drop,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,31.0,,,,,Smoldering Heart of Hyperious,,,,,Rare,98.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,31.0,,31.0,Tovra's Lightning Repository,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Everblooming Thorny Hibiscus,,,,,Rare,96.0,,,12.0,,,,,,,,,,17.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Gladiator's Medallion of Tenacity,,,,,Epic,100.0,,,12.0,,,,,,,,86.0,,
,,,,,,,,,,,,,,,,,,33.0,Mo'arg Clan Token,,,,,Rare,100.0,,,12.0,,,,,,,,,33.0,
31.0,,,,,,,,,,,,,,31.0,,,,,Brand of the Banshee Queen,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Primal Gladiator's Insignia of Victory,,,,,Epic,100.0,,,12.0,,,,,,,,,,36.0
,,,,,,,,,,,,,,,,,,,Stone of the Earth,,,,,Epic,91.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,,,,,,Burning Agony,,,,,Rare,100.0,,,12.0,,,,,,,,47.0,,31.0
,,,,,,,,,,,,,,,,31.0,,,Mundane Ookin' Curio,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Aspirant's Accolade of Meditation,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,0.03333333333333333,,,,,,,,20.0,,,Fleshrender's Meathook,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,37.0,Thornmother Eye,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Armored Elekk Tusk,,,,,Rare,91.0,,,12.0,,,,,,,,,,27.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Warmongering Gladiator's Medallion of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,58.0
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Warmongering Gladiator's Badge of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Warmongering Gladiator's Badge of Dominance,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Gladiator's Accolade of Endurance,,,,,Epic,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,,,,,,,,,,,,Stone of the Wilds,,,,,Epic,91.0,,,12.0,,,,,,,,,,33.0
38.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Wild Gladiator's Badge of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Gladiator's Accolade of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,Mage,,,,,,,,,,,31.0,Abstruse Idol of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Druid,,,,,,,,,,,31.0,Nurturer Idol of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Spineshard Crest,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Combatant's Emblem of Tenacity,,,,,Rare,100.0,,,12.0,,,,,,,,33.0,,
31.0,,,,,,,,,,,,,,,,,,,Shiny Ookin' Bauble,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,29.0,,,,,,,,,,Copeland's Clarity,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Priest,,,,,,,,,31.0,,,Soulward Stone of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,34.0,,,Everburning Candle,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Warlock,,,,,,,,,31.0,,,Ruinrain Stone of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Combatant's Accolade of Meditation,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,Monk,,,,,,,,,,,31.0,Harmonious Idol of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,Monk,,,,,,,,,,,,Harmonious Stone of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Rogue,,,,,,,,,,,31.0,Skulldugger Idol of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,,,,,,,,,,,,,Sylvanas' Barbed Arrow,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,Death knight,,31.0,,,,,,,,,,Inexorable Idol of Battle,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,Hunter,,,,,,,31.0,,,,,Trailseeker Stone of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Warmongering Aspirant's Accolade of Meditation,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,,,,,,Warmongering Aspirant's Accolade of Meditation,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,Death knight,,,,,,,,,,,,Heart-Lesion Stone of Battle,,,,,Rare,100.0,,,12.0,,,,,,,,,23.0,
,,,,,,,Shaman,,,,,,,,,,,20.0,Streamtalker Idol of Destruction,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,31.0,Mote of Corruption,,,,,Rare,100.0,,,12.0,,,,,,,,,31.0,
,,,,,,,,,,,,,,31.0,,,,,Saberon Protector,,,,,Rare,95.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,19.0,"""Reliable"" Threat Assessor",,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Genesaur's Greatness,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,27.0,,,,,Greka's Dentures,,,,,Rare,91.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Warmongering Gladiator's Medallion of Adaptation,,,,,Epic,100.0,,,12.0,,,,,,,,,,87.0
,,,,,,,,,,,,,,,,,,,Warmongering Gladiator's Insignia of Dominance,,,,,Epic,100.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,,,,Wild Gladiator's Accolade of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Gladiator's Medallion of Tenacity,,,,,Epic,100.0,,,12.0,,,,,,,,86.0,,
33.0,,,,,,,,,,,,,,,,,,,Warmongering Combatant's Accolade of Conquest,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Warmongering Combatant's Emblem of Meditation,,,,,Rare,100.0,,,12.0,,,,,,,,,,35.0
,,,,,,,,,,,,,,,,,,,Warmongering Combatant's Accolade of Meditation,,,,,Rare,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,0.016666666666666666,,,,,,,,35.0,,,Warmongering Combatant's Badge of Dominance,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,38.0,,,,,,,,,,Wild Gladiator's Emblem of Cruelty,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Warmongering Combatant's Accolade of Meditation,,,,,Rare,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Gladiator's Emblem of Tenacity,,,,,Epic,100.0,,,12.0,,,,,,,,38.0,,
,,,,,,,,,16.0,,,,,16.0,,31.0,,,Portent of Disaster,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,31.0,,,,,Favor of House Wrynn,,,,,Rare,,,,12.0,,,,,,,,,31.0,
28.0,,,,,,,,,,,,,,17.0,,,,17.0,Captive Micro-Aberration,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,31.0,Grandiose Carnage,,,,,Epic,100.0,,,12.0,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,,,Primal Gladiator's Insignia of Dominance,,,,,Epic,100.0,,,12.0,,,,,,,,,,36.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Combatant's Medallion of Meditation,,,,,Rare,100.0,,,12.0,,,,,,,,,,50.0
,,,,,,,Shaman,,,,,,,,,31.0,,,Stormseeker Stone of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Stone of the Waters,,,,,Epic,91.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,,,,,,Tormented Skull,,,,,Rare,100.0,,,12.0,,,,,,,,,31.0,31.0
,,,,,,,,,,,,,,,,,,,Wild Combatant's Insignia of Victory,,,,,Rare,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,Druid,,,,,,,,,,,,Nurturer Idol of Durability,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,31.0
31.0,,,,,,,,,,,,,,,,,,31.0,Soothing Incense Brazier,,,,,Rare,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,,,31.0,,,,,,,,,,Liastrin's Wine Taster,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,Druid,,,,,,,,,,,31.0,Nurturer Idol of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,31.0,,,,,,,,,31.0,Contained Flame,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,0.03333333333333333,55.0,,,,,,,,,,Primal Gladiator's Medallion of Cruelty,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Zugdug's Piece of Paradise,,,,,Rare,98.0,,,12.0,,,,,,,,,31.0,
31.0,,,,,,,,,,,,,,,,,,,Nightfallen's Desperation,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Emblem of Caustic Healing,,,,,Epic,100.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Combatant's Medallion of Tenacity,,,,,Rare,100.0,,,12.0,,,,,,,,75.0,,
,,,,,,,,,,,,,,,,31.0,,,Starlance's Protective Ward,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,Mage,,31.0,,,,,,,31.0,,,Mountainsage Idol of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Priest,,,,,,,31.0,,31.0,,,Communal Stone of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Priest,,,,,,,,,31.0,,31.0,Communal Idol of Wisdom,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Shaman,,,,,,,,,31.0,,31.0,Streamtalker Idol of Wisdom,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Druid,,31.0,,,,,,,31.0,,,Springrain Stone of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Priest,,,,,,,,,23.0,,,Communal Stone of Destruction,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,31.0,,,Warmongering Aspirant's Accolade of Dominance,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Monk,,,,,,,,,,,20.0,Mistdancer Idol of Rage,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,17.0,,,,,,,,,,Pajeet-Nov's Perpetual Puzzle,,,,,Rare,97.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Aspirant's Accolade of Endurance,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,,,,,,Wild Aspirant's Accolade of Endurance,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,31.0
20.0,,,,,,,,0.03333333333333333,,,,,,,,,,,Kihra's Adrenaline Injector,,,,,Rare,100.0,,,12.0,,,,,,,,,,
17.0,,,,,,,,,,,,,,,,,,,Witherbark's Branch,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,31.0,Maniacal Grimace,,,,,Rare,95.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,30.0,,,,,Fungus-Infected Hydra Lung,,,,,Rare,96.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Pulsating Brain of No'losh,,,,,Rare,94.0,,,12.0,,,,,,,,,,29.0
29.0,,,29.0,,,,,,,,,,,,,29.0,,,Laughing Tarot,,,,,Rare,95.0,,,12.0,,,,,,,,,29.0,
,,,,,,,,,,,,,,,,,,29.0,Watch Commander Branson's Lapel,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Tournament Gladiator's Badge of Adaptation,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Tournament Gladiator's Badge of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tournament Gladiator's Emblem of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tournament Gladiator's Accolade of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Tournament Gladiator's Badge of Dominance,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Hargal's Favorite Trinket,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Warmongering Gladiator's Medallion of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,58.0
33.0,,,,,,,,,,,,,,,,,,,Warmongering Gladiator's Accolade of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Warmongering Gladiator's Accolade of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,,,,,,,,,,,,Warmongering Gladiator's Accolade of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,,,,,,,,,,,,Iron Wrought Insignia of Victory,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Gladiator's Accolade of Endurance,,,,,Epic,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,,,,,,,,,,,,Warmongering Combatant's Insignia of Victory,,,,,Rare,100.0,,,12.0,,,,,,,,,,35.0
,,,,,,,,,,,,,,,,,,,Wild Gladiator's Insignia of Victory,,,,,Epic,100.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Wild Gladiator's Badge of Victory,,,,,Epic,100.0,,,12.0,,,,,,,,,38.0,
,,,,,,,,,,,,,,,,,,,Wild Gladiator's Insignia of Victory,,,,,Epic,100.0,,,12.0,,,,,,,,,,38.0
33.0,,,,,,,,,,,,,,,,,,,Wild Gladiator's Accolade of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Warmongering Combatant's Accolade of Victory,,,,,Rare,100.0,,,12.0,,,,,,,,,33.0,
,,,,,,,,,,,,,,,,33.0,,,Wild Gladiator's Accolade of Dominance,,,,,Epic,100.0,,,12.0,,,,,,,,,,
33.0,,,,,,,,,,,,,,,,,,,Wild Gladiator's Accolade of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,78.0,,,,,,,,,,Warmongering Combatant's Medallion of Cruelty,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Gladiator's Emblem of Meditation,,,,,Epic,100.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,38.0,,,Wild Gladiator's Badge of Dominance,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,31.0,,31.0,,,Accolade of House Wrynn,,,,,Rare,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,31.0,,,,,Token of the Banshee Queen,,,,,Rare,,,,12.0,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,13.0,,,Furyheart Talisman,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,,,,,,,,,31.0,,,Duskbreaker Stone of Wisdom,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Death knight,,,,,,,,,,,,Inexorable Defender Idol,,,,,Uncommon,100.0,,,12.0,,,,,,,,47.0,,
,,,,,,,Shaman,,,,,,,,,,,31.0,Stormseeker Idol of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,Hunter,,,,,,,,,,,,Warscout Stone of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Combatant's Medallion of Tenacity,,,,,Rare,100.0,,,12.0,,,,,,,,75.0,,
31.0,,,,,,,Shaman,,,,,,,,,,,,Stormseeker Stone of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Shaman,,,,,,,,,,,31.0,Stormseeker Idol of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Wild Combatant's Badge of Victory,,,,,Rare,100.0,,,12.0,,,,,,,,,33.0,
31.0,,,,,,,Druid,,,,,,,,,,,,Nurturer Stone of Rage,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Monk,,,,,,,,,,,,Harmonious Defender Stone,,,,,Uncommon,100.0,,,12.0,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,Wild Combatant's Insignia of Conquest,,,,,Rare,100.0,,,12.0,,,,,,,,,,33.0
31.0,,,,,,,,,,,,,,,,,,,Wild Combatant's Accolade of Conquest,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,Priest,,,,,,,,,,,31.0,Soulward Idol of Destruction,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,Shaman,,,,,,,,,31.0,,,Stormseeker Stone of Wisdom,,,,,Uncommon,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Primal Gladiator's Badge of Victory,,,,,Epic,100.0,,,12.0,,,,,,,,,36.0,
,,,,,,,,,,,,,,,,,,,Formidable Fang,,,,,Epic,100.0,,,12.0,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,,Wild Combatant's Accolade of Victory,,,,,Rare,100.0,,,12.0,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,,,Petrified Flesh-Eating Spore,,,,,Epic,100.0,,,12.0,,,,,,,,67.0,,
,,,,,,,,0.05,,,,,,,,,,,Lost Etin's Strength,,,,,Rare,98.0,,,12.0,,,,,,,,,31.0,
,,,,,,,,,,,,,,31.0,,,,,Talisman of the Lost Blue Flight,,,,,Uncommon,,,,12.0,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,,,Wild Combatant's Insignia of Dominance,,,,,Rare,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,,,,,,,,,31.0,,,Fel Shard,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,,,,,,,,,,,,Primal Gladiator's Insignia of Conquest,,,,,Epic,100.0,,,12.0,,,,,,,,,,36.0
,,,,,,,,,31.0,,,,,,,,,,Runas' Nearly Depleted Ley Crystal,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,31.0,,31.0,,,Poison-Resistant Pumpkin,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Combatant's Accolade of Victory,,,,,Rare,100.0,,,12.0,,,,,,,,,31.0,
,,,,,,,,0.03333333333333333,75.0,,,,,,,,,,Wild Combatant's Medallion of Cruelty,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,36.0,Primal Gladiator's Badge of Adaptation,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Wild Combatant's Insignia of Dominance,,,,,Rare,100.0,,,12.0,,,,,,,,,,33.0
,,,,,,,,,,,,,,,,,,,Wild Combatant's Accolade of Meditation,,,,,Rare,100.0,,,12.0,,,,,,,,,,31.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Wild Combatant's Medallion of Adaptation,,,,,Rare,100.0,,,12.0,,,,,,,,,,75.0
,,,,,,,,,31.0,,,,,,,31.0,,,Ensnared Orb of the Sky,,,,,Epic,100.0,,,12.0,,,,,,,,,,
