agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,sturdiness,versatility
,,,14.0,,,,,85.0,,,,,24.0,,,Everstill Leggings,,,,Uncommon,,82.0,7.0,,,,,36.0,,,,
,,,9.0,Warlock,,,,120.0,,,,,,,,Leggings of the Betrayer,,,,Epic,,90.0,7.0,,,,,,,,,
237.0,237.0,,318.0,,,,,,,,,,237.0,,105.0,Kilt of the Forgotten Battle,,,,Epic,,85.0,7.0,,,,,356.0,,,,105.0
237.0,237.0,,217.0,Druid,,82.0,,,,,,,237.0,,128.0,Obsidian Arborweave Legguards,,,,Epic,,85.0,7.0,,,,,356.0,,,,
,,,18.0,Priest,,19.0,,120.0,,,,,25.0,-1016.0,15.0,Legwraps of the Ternion Glory,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
25.0,25.0,,30.0,,,18.0,,120.0,,,,,25.0,,17.0,Riou's Vigilant Leggings,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
,,,66.0,Warrior,,18.0,,120.0,,,,,25.0,-1024.0,16.0,Legguards of the Prehistoric Marauder,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,25.0,25.0,,
,,,66.0,,,,,120.0,,,16.0,,22.0,,15.0,Legplates of Unthinking Strife,,3.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,22.0,22.0,,
25.0,25.0,,30.0,Monk,,19.0,,120.0,,,,,25.0,1192.0,15.0,Legwraps of Seven Sacred Seals,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
25.0,25.0,,44.0,Shaman,,19.0,,120.0,,,,,25.0,1184.0,15.0,Legwraps of Celestial Harmony,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
25.0,25.0,,30.0,Rogue,,18.0,,120.0,,,16.0,,25.0,1185.0,,Legguards of the Barbed Assassin,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
24.0,24.0,,43.0,Shaman,,,,120.0,,,20.0,,24.0,-1096.0,14.0,Prideful Gladiator's Mail Leggings,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,45.0,,,,
23.0,23.0,,29.0,Rogue,,,,120.0,,,17.0,,23.0,-740.0,15.0,Nine-Tailed Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,44.0,,,,
,,,17.0,Priest,,18.0,,120.0,,,,,23.0,-1063.0,15.0,Leggings of the Ternion Glory,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,44.0,,,,
,,,17.0,Priest,,18.0,,120.0,,,,,23.0,-1062.0,14.0,Legwraps of the Ternion Glory,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,44.0,,,,
,,,17.0,,,,,120.0,,,15.0,,20.0,,14.0,Leggings of the Discarded Warning,,3.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,44.0,,,,
23.0,23.0,,29.0,Druid,,18.0,,120.0,,,15.0,,23.0,-1050.0,,Legguards of the Shattered Vale,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,44.0,,,,
,,,64.0,,,10.0,,120.0,,,,,20.0,,17.0,Legplates of Lightning Blood,,3.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,44.0,20.0,20.0,,
,,,62.0,Death knight,,17.0,,120.0,,,14.0,,22.0,-1025.0,,Greaves of Cyclopean Dread,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,22.0,22.0,,
22.0,22.0,,41.0,Hunter,,,,120.0,,,15.0,,22.0,-1031.0,16.0,Legguards of the Unblinking Vigil,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,,,,
,,,62.0,Paladin,,17.0,,120.0,,,,,22.0,-1037.0,14.0,Greaves of Winged Triumph,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,22.0,22.0,,
,,,61.0,Death knight,,,,,,,,,,-912.0,,Grievous Gladiator's Dreadplate Legguards,,,,Epic,,90.0,7.0,,,,,,,,,
22.0,22.0,,41.0,Shaman,,13.0,,120.0,,,19.0,,22.0,-979.0,,Grievous Gladiator's Ringmail Leggings,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,,,,
,,,61.0,Warrior,,,,,,,,,,-927.0,,Grievous Gladiator's Plate Legguards,,,,Epic,,90.0,7.0,,,,,,,,,
22.0,22.0,,28.0,,,16.0,,120.0,,,,,22.0,,15.0,Roots of Rampaging Earth,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,,,,
,,,17.0,Warlock,,18.0,,120.0,,,12.0,,22.0,1171.0,,Leggings of the Thousandfold Hells,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,,,,
25.0,25.0,,41.0,,,17.0,,120.0,,,,,25.0,,16.0,Homeguard Leggings,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,43.0,,,,
,,,61.0,,,16.0,,120.0,,,,,19.0,,12.0,Legplates of Whipping Ionization,,3.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,43.0,19.0,19.0,,
22.0,22.0,,28.0,Druid,,,,120.0,,,16.0,,22.0,1153.0,14.0,Legguards of the Haunted Forest,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,,,,
,,,61.0,,,,,120.0,,,17.0,,25.0,,16.0,Legguards of Renewal,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,43.0,25.0,25.0,,
22.0,22.0,,28.0,Rogue,,,,120.0,,,16.0,,22.0,1167.0,14.0,Nine-Tailed Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,,,,
,,,60.0,Death knight,,15.0,,120.0,,,,,25.0,-526.0,17.0,Legguards of the Lost Catacomb,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,42.0,25.0,25.0,,
25.0,25.0,,27.0,Rogue,,12.0,,120.0,,,19.0,,25.0,-534.0,,Legguards of the Thousandfold Blades,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,42.0,,,,
25.0,25.0,,27.0,Monk,,12.0,,120.0,,,19.0,,25.0,-547.0,,Red Crane Leggings,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,42.0,,,,
28.0,28.0,,40.0,,,17.0,,85.0,,,,,28.0,,19.0,Frostwolf Chain Leggings,,,,Uncommon,,,7.0,,,,,42.0,,,,
,,,60.0,,,15.0,,120.0,,,,,22.0,,16.0,Legplates of Regal Reinforcement,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,42.0,22.0,22.0,,
27.0,27.0,,27.0,,,20.0,,100.0,,,16.0,,27.0,,,Hollowheart Trousers,,,,Rare,,,7.0,,,,,41.0,,,,
21.0,21.0,,27.0,,,13.0,,120.0,,,,,21.0,,16.0,Legguards of Failing Purification,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,41.0,,,,
21.0,21.0,,40.0,Hunter,,,,120.0,,,16.0,,21.0,-707.0,14.0,Saurok Stalker's Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,41.0,,,,
,,,16.0,,,18.0,,120.0,,,,,21.0,,11.0,Leggings of Pulsing Blood,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,41.0,,,,
,,,58.0,Paladin,,18.0,,120.0,,,12.0,,21.0,-579.0,,Malevolent Gladiator's Scaled Legguards,,2.0,,Epic,2200.0,90.0,7.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,,
,,,58.0,,,,,100.0,,,,,27.0,,,Mogu-Wrought Legplates,,,,Rare,,90.0,7.0,,,,,40.0,27.0,27.0,,
,,,58.0,,,18.0,,100.0,,,,,27.0,-610.0,17.0,Contender's Spirit Legplates,,,,Rare,,90.0,7.0,,,,,40.0,27.0,27.0,,
24.0,24.0,,26.0,Druid,,16.0,,120.0,,,,,24.0,-507.0,15.0,Eternal Blossom Legwraps,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,,,,
27.0,27.0,,39.0,,,,,120.0,,,16.0,,27.0,,19.0,Legguards of Sleeting Arrows,,,,Epic,,90.0,7.0,,,,,40.0,,,,
21.0,21.0,,39.0,Shaman,,,,120.0,,,18.0,,21.0,-575.0,12.0,Malevolent Gladiator's Mail Leggings,,2.0,,Epic,2200.0,90.0,7.0,Prismatic socket,Prismatic socket,,,40.0,,,,
,,,16.0,Priest,,16.0,,120.0,,,,,24.0,1137.0,15.0,Guardian Serpent Legwraps,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,,,,
27.0,27.0,,26.0,,,17.0,,100.0,,,,,27.0,,18.0,Wall-Breaker Legguards,,,,Rare,,87.0,7.0,,,,,40.0,,,,
,,,16.0,,,16.0,,100.0,,,,,27.0,-608.0,19.0,Contender's Satin Pants,,,,Rare,,90.0,7.0,,,,,40.0,,,,
24.0,24.0,,26.0,Druid,,12.0,,120.0,,,18.0,,24.0,1127.0,,Eternal Blossom Legguards,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,,,,
21.0,21.0,,39.0,,,15.0,,120.0,,,14.0,,21.0,,,Subetai's Pillaging Leggings,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,40.0,,,,
,,,58.0,Death knight,,15.0,,120.0,,,,,24.0,-503.0,17.0,Legguards of the Lost Catacomb,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,24.0,24.0,,
,,,16.0,,,19.0,,100.0,,,,,27.0,,16.0,Deposer's Leggings,,,,Rare,,1.0,7.0,,,,,40.0,,,,
24.0,24.0,,26.0,,,18.0,,120.0,,,,,24.0,,13.0,Dreadsworn Slayer Legs,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,,,,
27.0,27.0,,39.0,Hunter,,,,120.0,,,,,27.0,,,Tallgrass Guerilla's Pants,,,,Epic,,90.0,7.0,,,,,40.0,,,,
24.0,24.0,,39.0,,,17.0,,100.0,,,,,24.0,,13.0,Bradbury's Entropic Legguards,,1.0,,Rare,,90.0,7.0,Prismatic socket,,,,40.0,,,,
,,,16.0,Mage,,,,120.0,,,16.0,,24.0,1130.0,16.0,Leggings of the Burning Scroll,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,,,,
21.0,21.0,,39.0,Shaman,,12.0,,100.0,,,18.0,,21.0,-871.0,,Crafted Malevolent Gladiator's Ringmail Leggings,,2.0,,Rare,,90.0,7.0,Prismatic socket,Prismatic socket,,,43.0,,,,
27.0,27.0,,39.0,,,,,100.0,,,,,27.0,,,Earthstriker Legguards,,,,Rare,,90.0,7.0,,,,,40.0,,,,
27.0,27.0,,26.0,Druid,,,,120.0,,,,,27.0,,,Malcontent's Kilt,,,,Epic,,90.0,7.0,,,,,40.0,,,,
27.0,27.0,,39.0,,,20.0,,100.0,,,14.0,,27.0,,,Leggings of Forceful Instruction,,,,Rare,,1.0,7.0,,,,,40.0,,,,
,,,58.0,Paladin,,18.0,,100.0,,,12.0,,21.0,-623.0,,Crafted Dreadful Gladiator's Scaled Legguards,,2.0,,Rare,,90.0,7.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,,
21.0,21.0,,39.0,Shaman,,18.0,,120.0,,,12.0,,21.0,-589.0,,Malevolent Gladiator's Linked Leggings,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,40.0,,,,
,,,58.0,Warrior,,14.0,,120.0,,,,,24.0,1144.0,17.0,Legplates of Resounding Rings,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,24.0,24.0,,
21.0,21.0,,26.0,Druid,,18.0,,120.0,,,12.0,,21.0,-599.0,,Malevolent Gladiator's Dragonhide Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,40.0,,,,
,,,58.0,,,,,120.0,,,,,24.0,,,Elder Tortoiseshell Legplates,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,24.0,24.0,,
27.0,27.0,,26.0,,,,,85.0,,,,,27.0,,,Coldsnout Britches,,,,Uncommon,,90.0,7.0,,,,,40.0,,,,
,,,16.0,,,,,100.0,,,15.0,,24.0,,16.0,Leggings of the Frenzy,,1.0,,Rare,,90.0,7.0,Prismatic socket,,,,40.0,,,,
24.0,24.0,,39.0,Shaman,,12.0,,120.0,,,18.0,,24.0,1142.0,,Firebird's Legguards,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,,,,
21.0,21.0,,26.0,,,14.0,,120.0,,,16.0,,21.0,,,Fear-Blackened Leggings,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,40.0,,,,
,,,58.0,Death knight,,,,120.0,,,,,27.0,,,Insubordination Legplates,,,,Epic,,90.0,7.0,,,,,40.0,27.0,27.0,,
24.0,24.0,,39.0,,,12.0,,100.0,,,,,24.0,,18.0,Legguards of the Crimson Magus,,1.0,,Rare,,90.0,7.0,Prismatic socket,,,,40.0,,,,
,,,58.0,,,,,120.0,,,18.0,,24.0,,12.0,Legguards of the Unscathed,,1.0,,Epic,,90.0,7.0,Prismatic socket,,,,40.0,24.0,24.0,,
,,,58.0,Warrior,,20.0,,85.0,,,,,27.0,,14.0,Oathsworn Legguards,,,,Uncommon,,90.0,7.0,,,,,40.0,27.0,27.0,,
,,,16.0,Warlock,,,,120.0,,,,,27.0,,,Perjurious Leggings,,,,Epic,,90.0,7.0,,,,,40.0,,,,
26.0,26.0,,26.0,,,,,85.0,,,,,26.0,,,Vine Britches,,,,Uncommon,,88.0,7.0,,,,,39.0,,,,
,,,57.0,,,,,85.0,,,,,26.0,,,Temple Legplates,,,,Uncommon,,88.0,7.0,,,,,39.0,26.0,26.0,,
26.0,26.0,,26.0,,,,,85.0,,,,,26.0,,,Timeworn Shadowtooth Trousers,,,,Uncommon,,90.0,7.0,,,,,39.0,,,,
,,,56.0,Paladin,,,,120.0,,,,,17.0,-494.0,12.0,Greaves of Radiant Glory,,3.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,39.0,17.0,17.0,,13.0
,,,56.0,,,17.0,,100.0,,,,,26.0,,17.0,Sudsy Legplates,,,,Rare,,85.0,7.0,,,,,39.0,26.0,26.0,,
,,,55.0,,,15.0,,85.0,,,,,25.0,,18.0,Mountainscaler Heavy Legguards,,,,Uncommon,,87.0,7.0,,,,,38.0,25.0,25.0,,
19.0,19.0,,25.0,Druid,,,,120.0,,,17.0,,19.0,-444.0,11.0,Cataclysmic Gladiator's Wyrmhide Legguards,,2.0,,Epic,2200.0,85.0,7.0,Prismatic socket,Prismatic socket,,,38.0,,,,
,,,55.0,Paladin,,,13.0,120.0,,,,,16.0,1065.0,,Legguards of Radiant Glory,,3.0,12.0,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,16.0,16.0,,
,,,55.0,Paladin,,,,120.0,,,,,19.0,-362.0,16.0,Immolation Legguards,,2.0,12.0,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,,
19.0,19.0,,25.0,,,,,120.0,,,14.0,,19.0,,,Firecat Leggings,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,38.0,,,,14.0
16.0,16.0,,25.0,Druid,,,,120.0,,,14.0,,16.0,1059.0,9.0,Deep Earth Leggings,,3.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,,
25.0,25.0,,25.0,,,,,85.0,,,,,25.0,,,Mushan Hide Britches,,,,Uncommon,,85.0,7.0,,,,,38.0,,,,
,,,15.0,,,18.0,,85.0,,,15.0,,25.0,,,Mountainscaler Silk Trousers,,,,Uncommon,,87.0,7.0,,,,,38.0,,,,
,,,15.0,Priest,,,,120.0,,,13.0,,16.0,-472.0,12.0,Leggings of Dying Light,,3.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,,
16.0,16.0,,25.0,Druid,,7.0,,120.0,,,16.0,,16.0,-480.0,,Deep Earth Legguards,,3.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,,
19.0,19.0,,25.0,Druid,,16.0,,120.0,,,10.0,,19.0,-397.0,,Vicious Gladiator's Dragonhide Legguards,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
,,,54.0,,,,,85.0,,,,,25.0,,,Wall Legplates,,,,Uncommon,,83.0,7.0,,,,,37.0,25.0,25.0,,
25.0,25.0,,25.0,,,,,85.0,,,19.0,,25.0,,13.0,Faded Forest Hide Legguards,,,,Uncommon,,85.0,7.0,,,,,37.0,,,,
,,,54.0,Paladin,,,10.0,120.0,,,,,19.0,934.0,,Reinforced Sapphirium Legguards,,2.0,16.0,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,,
19.0,19.0,,25.0,,,,,120.0,,,,,19.0,,11.0,Leggings of Consuming Flames,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,14.0
19.0,19.0,,36.0,,,11.0,,100.0,,,14.0,,19.0,,,Balkar's Waders,,2.0,,Rare,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
19.0,19.0,,25.0,Rogue,,16.0,,120.0,,,10.0,,19.0,-322.0,,Vicious Gladiator's Leather Legguards,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
25.0,25.0,,36.0,,,,,120.0,,,,,25.0,,,Star Chaser Legguards,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
,,,54.0,,,,,100.0,,,16.0,,25.0,,,Vicious Pyrium Legguards,,,,Rare,,85.0,7.0,,,,,37.0,25.0,25.0,,16.0
19.0,19.0,,36.0,,,,,120.0,,,16.0,,19.0,,,Phase-Twister Leggings,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,10.0
,,,54.0,,,13.0,,100.0,,,,,25.0,,20.0,Triton Legplates,,,,Rare,,85.0,7.0,,,,,37.0,25.0,25.0,,
25.0,25.0,,36.0,,,12.0,,120.0,,,14.0,,25.0,,,Legguards of the Legion,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,31.0,,,,
25.0,25.0,,36.0,,,,,120.0,,,,,25.0,,,Lightning Well Legguards,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
,,,15.0,,,,,100.0,,,16.0,,25.0,,,Fireweave Pants,,,,Rare,,85.0,7.0,,,,,37.0,,,,16.0
,,,15.0,Priest,,,,120.0,,,16.0,,19.0,-323.0,10.0,Vicious Gladiator's Satin Leggings,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
25.0,25.0,,36.0,,,,,100.0,,,,,25.0,967.0,18.0,Bloodthirsty Dragonscale Legs,,,,Rare,,85.0,7.0,,,,,37.0,,,,13.0
,,,54.0,Death knight,,17.0,,120.0,,,9.0,,19.0,1000.0,,Elementium Deathplate Greaves,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,,
,,,54.0,,,14.0,,100.0,,,,,25.0,,18.0,Legguards of Winnowing Wind,,,,Rare,,85.0,7.0,,,,,37.0,25.0,25.0,,
19.0,19.0,,36.0,,,,,100.0,,,,,19.0,,11.0,Chaotic Wrappings,,2.0,,Rare,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,14.0
,,,15.0,Priest,,,,,,,16.0,,19.0,-374.0,10.0,Vicious Gladiator's Satin Leggings,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
,,,54.0,,,15.0,,120.0,,,,,19.0,,11.0,Fetish Greaves,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,,
,,,54.0,Warrior,,16.0,,120.0,,,10.0,,19.0,-368.0,,Vicious Gladiator's Plate Legguards,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,,
,,,15.0,,,,,100.0,,,16.0,,25.0,970.0,,Bloodthirsty Fireweave Pants,,,,Rare,,85.0,7.0,,,,,37.0,,,,16.0
,,,54.0,,,10.0,,120.0,,,16.0,,19.0,,,Terrastra's Legguards,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,,
19.0,19.0,,25.0,,,16.0,,120.0,,,10.0,,19.0,,,Aberration's Leggings,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
19.0,19.0,,36.0,Hunter,,16.0,,120.0,,,10.0,,19.0,-411.0,,Ruthless Gladiator's Chain Leggings,,2.0,,Epic,2200.0,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,
19.0,19.0,,36.0,,,,,120.0,,,,,19.0,,10.0,Kilt of the Forgotten Battle,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,16.0
19.0,19.0,,25.0,,,,,120.0,,,13.0,,19.0,,,Firecat Leggings,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,13.0
,,,15.0,,,,,100.0,,,16.0,,25.0,,,Vicious Fireweave Pants,,,,Rare,,85.0,7.0,,,,,37.0,,,,16.0
,,,54.0,Paladin,,,10.0,120.0,,,,,19.0,-291.0,,Reinforced Sapphirium Legguards,,2.0,16.0,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,,
19.0,19.0,,25.0,Druid,,13.0,,120.0,,,,,19.0,928.0,,Stormrider's Legwraps,,2.0,,Epic,,85.0,7.0,Prismatic socket,Prismatic socket,,,37.0,,,,13.0
,,,53.0,,,16.0,,85.0,,,,,25.0,,,Legplates of Cooled Magma,,,17.0,Uncommon,,,7.0,,,,,37.0,25.0,25.0,,
25.0,25.0,,36.0,,,13.0,,85.0,,,,,25.0,,,Dame's Scaled Greaves,,,,Uncommon,,,7.0,,,,,37.0,,,,19.0
25.0,25.0,,24.0,,,,,85.0,,,14.0,,25.0,,,Woundseal Leggings,,,,Uncommon,,,7.0,,,,,37.0,,,,18.0
,,,53.0,,,,,85.0,,,17.0,,25.0,,,Heartsmoke Legplates,,,,Uncommon,,,7.0,,,,,37.0,25.0,25.0,,16.0
,,,14.0,,,14.0,,100.0,,,,,24.0,,,Leggings of Iridescent Clouds,,,,Rare,,81.0,7.0,,,,,36.0,,,,17.0
24.0,24.0,,35.0,,,14.0,,85.0,,,,,24.0,,17.0,Leggings of Feline Command,,,,Uncommon,,,7.0,,,,,36.0,,,,
,,,14.0,,,,,100.0,,,15.0,,24.0,,17.0,Gartic's Resplendent Leggings,,,,Rare,,82.0,7.0,,,,,36.0,,,,
,,,52.0,,,,,85.0,,,,,24.0,,,Stonewrought Legplates,,,,Uncommon,,83.0,7.0,,,,,36.0,24.0,24.0,,
,,,21.0,,,,,85.0,,,,,,,,Shabby Pants,,,,Poor,,87.0,7.0,,,,,,,,,
,,,30.0,,,,,85.0,,,,,,,,Moist Mail Pants,,,,Poor,,85.0,7.0,,,,,,,,,
,,,21.0,,,,,85.0,,,,,,,,Mudsoaked Pants,,,,Poor,,85.0,7.0,,,,,,,,,
,,,,,,,,,,,,,,,,Sha-Touched Leg Armor,,,,Uncommon,,85.0,,,,,,,,,,
,,,16.0,Rogue,,,,120.0,,,,,,,,Leggings of the Silent Assassin,,,,Epic,,90.0,7.0,,,,,,,,,
,,,24.0,Hunter,,,,120.0,,,,,,,,Legguards of the Howling Beast,,,,Epic,,90.0,7.0,,,,,,,,,
237.0,237.0,,217.0,,,,,,,,110.0,,237.0,,,Firecat Leggings,,,,Epic,,85.0,7.0,,,,,356.0,,,,100.0
237.0,237.0,,217.0,Druid,,,,,,,,,237.0,,100.0,Obsidian Arborweave Legwraps,,,,Epic,,85.0,7.0,,,,,356.0,,,,110.0
237.0,237.0,,217.0,Druid,,105.0,,,,,,,237.0,,,Obsidian Arborweave Leggings,,,,Epic,,85.0,7.0,,,,,356.0,,,,105.0
,,,19.0,,,,,100.0,,,,,,,,Shadowmoon Leggings,,,,Rare,,90.0,7.0,,,,,,,,,
,,,66.0,,,14.0,,120.0,,,19.0,,25.0,,,Windfire Legplates,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,25.0,25.0,,
25.0,25.0,,44.0,Shaman,,19.0,,120.0,,,,,25.0,-1021.0,15.0,Leggings of Celestial Harmony,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
,,,66.0,Death knight,,19.0,,120.0,,,15.0,,25.0,-1002.0,,Greaves of Cyclopean Dread,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,25.0,25.0,,
,,,66.0,Warrior,,19.0,,120.0,,,15.0,,25.0,-1023.0,,Legplates of the Prehistoric Marauder,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,25.0,25.0,,
25.0,25.0,,30.0,Monk,,18.0,,120.0,,,16.0,,25.0,1193.0,,Leggings of Seven Sacred Seals,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
25.0,25.0,,30.0,Druid,,20.0,,120.0,,,12.0,,25.0,1196.0,,Breeches of the Shattered Vale,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
25.0,25.0,,44.0,,,14.0,,120.0,,,,,25.0,,19.0,Shadow-Binder's Kilt,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,,,,
,,,65.0,,,,,120.0,,,20.0,,25.0,,12.0,Blessed Trillium Greaves,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,25.0,25.0,,
,,,65.0,Death knight,,,,120.0,,,18.0,,25.0,1201.0,16.0,Legguards of Cyclopean Dread,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,46.0,25.0,25.0,,
24.0,24.0,,30.0,Druid,,20.0,,120.0,,,14.0,,24.0,-1072.0,,Prideful Gladiator's Dragonhide Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,45.0,,,,
24.0,24.0,,30.0,Monk,,20.0,,120.0,,,14.0,,24.0,-1102.0,,Prideful Gladiator's Ironskin Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,45.0,,,,
24.0,24.0,,30.0,Monk,,14.0,,120.0,,,20.0,,24.0,-1103.0,,Prideful Gladiator's Copperskin Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,45.0,,,,
24.0,24.0,,30.0,Rogue,,20.0,,120.0,,,14.0,,24.0,-1077.0,,Prideful Gladiator's Leather Legguards,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,45.0,,,,
,,,17.0,Priest,,,,120.0,,,20.0,,24.0,-1087.0,14.0,Prideful Gladiator's Satin Leggings,,2.0,,Epic,,90.0,7.0,Prismatic socket,Prismatic socket,,,45.0,,,,
