agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,holres,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,13.0,,,14.0,,70.0,,,12.0,,,19.0,,Wasteland Satin Mantle,,,,Uncommon,,88.0,3.0,,,,,29.0,,,
,,,13.0,,,,,70.0,,,12.0,,,19.0,14.0,Wasteland Silk Amice,,,,Uncommon,,88.0,3.0,,,,,29.0,,,
13.0,13.0,,32.0,,,,,100.0,,,11.0,,,13.0,9.0,Imperfect Specimens 27 and 28,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,29.0,,,
19.0,19.0,,22.0,,,13.0,,85.0,,,13.0,,,19.0,,Doubtridden Shoulderguards,,,,Rare,,85.0,3.0,,,,,29.0,,,
,,,47.0,,,16.0,,,,,,,,16.0,,Immaculate Lightforge Spaulders,,,,Heirloom,,,3.0,,,,,24.0,16.0,16.0,16.0
,,,47.0,,,,,,,,,,,19.0,,Reinforced Stockade Pauldrons,,,,Heirloom,,,3.0,,,,,28.0,19.0,19.0,19.0
,,,47.0,Death knight,,11.0,,100.0,,,,,,11.0,16.0,Elementium Deathplate Shoulderguards,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,11.0,11.0,
,,,47.0,Paladin,,13.0,,100.0,,,9.0,,,16.0,,Immolation Pauldrons,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,16.0,16.0,
,,,13.0,Priest,,,,100.0,,,10.0,,,16.0,,Mantle of the Cleansing Flame,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,13.0
,,,46.0,Death knight,,7.0,,100.0,,,11.0,,,13.0,,Necrotic Boneplate Pauldrons,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,13.0,13.0,
13.0,13.0,,31.0,Hunter,,11.0,,100.0,,,7.0,,,13.0,,Wyrmstalker's Spaulders,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,
,,,12.0,Mage,,10.0,,100.0,,,,,,13.0,8.0,Time Lord's Mantle,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,
15.0,15.0,,31.0,,,12.0,,85.0,,,9.0,,,15.0,,Mantle of Moss,,1.0,,Rare,,83.0,3.0,Prismatic socket,,,,28.0,,,
18.0,18.0,,21.0,,,13.0,,100.0,,,,,,18.0,8.0,Desecrated Shoulderguards,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,25.0,,,
15.0,15.0,,31.0,Shaman,,10.0,,100.0,,,11.0,,,15.0,,Erupting Volcanic Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,,,,,85.0,,,12.0,,,15.0,,Harp Shell Pauldrons,,1.0,,Rare,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,9.0
15.0,15.0,,31.0,Hunter,,9.0,,100.0,,,12.0,,,15.0,,Ruthless Gladiator's Chain Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,12.0,Mage,,,,100.0,,,12.0,,,15.0,9.0,Ruthless Gladiator's Silk Amice,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,Paladin,,9.0,,100.0,,,12.0,,,15.0,,Reinforced Sapphirium Pauldrons,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
,,,,,,,,,,,,,,,,Lesser Inscription of Unbreakable Quartz,,,,Rare,,85.0,,,,,,,,,
,,,57.0,,,10.0,,100.0,,,,,,17.0,14.0,Krugruk's Rigid Shoulderplates,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,57.0,,,,,100.0,,,10.0,,,17.0,14.0,Mantle of Looming Darkness,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,15.0,,,,,100.0,,,12.0,,,17.0,12.0,Shoulderpads of Pulsing Protection,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,15.0,Warlock,,8.0,,100.0,,,14.0,,,17.0,,Mantle of the Horned Nightmare,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,,,
,,,56.0,,,10.0,,100.0,,,,,,17.0,13.0,Krugruk's Rigid Shoulderplates,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
,,,56.0,,,14.0,,100.0,,,,,,17.0,9.0,Spaulders of the Fallen Warchief,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
20.0,20.0,,37.0,Hunter,,12.0,,100.0,,,15.0,,,20.0,,Prideful Gladiator's Chain Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,34.0,,,
,,,56.0,Paladin,,12.0,,100.0,,,15.0,,,20.0,,Prideful Gladiator's Scaled Shoulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,34.0,20.0,20.0,
16.0,16.0,,25.0,,,,,100.0,,,12.0,,,16.0,12.0,Hopeglow Spaulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,15.0,,,10.0,,100.0,,,13.0,,,16.0,,Ichor-Dripping Shoulderpads,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,15.0,,,,,100.0,,,12.0,,,16.0,12.0,Shoulderpads of Pulsing Protection,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
22.0,22.0,,36.0,,,,,100.0,,,,,,22.0,,Crimsonscale Spaulders,,,,Epic,,90.0,3.0,,,,,33.0,,,
16.0,16.0,,25.0,Druid,,13.0,,,,,10.0,,,16.0,,Spaulders of the Haunted Forest,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,55.0,,,15.0,,100.0,,,9.0,,,19.0,,Shoulderguards of Centripetal Destruction,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,33.0,19.0,19.0,
,,,14.0,Priest,,,,100.0,,,11.0,,,18.0,14.0,Grievous Gladiator's Satin Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
15.0,15.0,,35.0,Shaman,,11.0,,100.0,,,,,,15.0,11.0,Mantle of the Witch Doctor,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,52.0,Paladin,,11.0,,100.0,,,,,,18.0,13.0,White Tiger Shoulderguards,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,52.0,,,14.0,,85.0,,,14.0,,,21.0,,Quarrier's Shoulderplates,,,,Rare,,,3.0,,,,,32.0,21.0,21.0,
,,,52.0,,,13.0,,100.0,,,,,,18.0,11.0,Shoulderpads of Misshapen Life,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,52.0,,,,,100.0,,,,,,21.0,,Lightning Pillar Pauldrons,,,,Epic,,90.0,3.0,,,,,32.0,21.0,21.0,
18.0,18.0,,34.0,,,,,100.0,,,8.0,,,18.0,14.0,Abandoned Spaulders of Arrowflight,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,,,
,,,13.0,Mage,,,,85.0,,,13.0,,,17.0,10.0,Dreadful Gladiator's Silk Amice,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,,,9.0,,100.0,,,13.0,,,17.0,,Mantle of the Golden Sun,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,,,12.0,,85.0,,,,,,20.0,14.0,Forgotten Bloodmage Mantle,,,,Rare,,90.0,3.0,,,,,30.0,,,
,,,13.0,Mage,,,,100.0,,,13.0,,,17.0,10.0,Tyrannical Gladiator's Silk Amice,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,Mage,,,,100.0,,,13.0,,,17.0,10.0,Tyrannical Gladiator's Silk Amice,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,Paladin,,10.0,,100.0,,,,,,17.0,12.0,White Tiger Shoulderguards,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,13.0,Mage,,,,100.0,,,13.0,,,17.0,10.0,Malevolent Gladiator's Silk Amice,,1.0,,Epic,2200.0,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,Warlock,,,,100.0,,,,,,20.0,,Perjurious Mantle,,,,Epic,,90.0,3.0,,,,,30.0,,,
13.0,13.0,,22.0,Druid,,11.0,,100.0,,,,,,13.0,,Deep Earth Shoulderwraps,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,29.0,,,9.0
,,,13.0,,,19.0,,,,,,,,19.0,,Bloodstained Dreadmist Mantle,,,,Heirloom,,,3.0,,,,,28.0,,,
16.0,16.0,,21.0,Druid,,10.0,,100.0,,,13.0,,,16.0,,Cataclysmic Gladiator's Dragonhide Spaulders,,1.0,,Epic,2200.0,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,47.0,,,,12.0,100.0,,,,,,16.0,,Spaulders of Recurring Flame,,1.0,10.0,Epic,,85.0,3.0,Prismatic socket,,,,28.0,16.0,16.0,
16.0,16.0,,31.0,Shaman,,,,100.0,,,10.0,,,16.0,13.0,Cataclysmic Gladiator's Mail Spaulders,,1.0,,Epic,2200.0,85.0,3.0,Prismatic socket,,,,28.0,,,
19.0,19.0,,21.0,,,,,70.0,,,,,,19.0,,Misthide Shoulders,,,,Uncommon,,85.0,3.0,,,,,28.0,,,
13.0,13.0,,21.0,Rogue,,8.0,,100.0,,,12.0,,,13.0,,Blackfang Battleweave Spaulders,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,
,,,12.0,Priest,,,,100.0,,,9.0,,,15.0,,Mercurial Mantle,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,12.0
15.0,15.0,,21.0,Rogue,,9.0,,100.0,,,12.0,,,15.0,,Ruthless Gladiator's Leather Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,,,,,85.0,,,12.0,,,18.0,,Bloodthirsty Pyrium Shoulders,,,,Rare,,85.0,3.0,,,,,28.0,18.0,18.0,12.0
15.0,15.0,,31.0,Hunter,,9.0,,100.0,,,12.0,,,15.0,,Ruthless Gladiator's Chain Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,Warrior,,9.0,,100.0,,,12.0,,,15.0,,Earthen Pauldrons,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
15.0,15.0,,21.0,,,9.0,,100.0,,,,,,15.0,12.0,Poison Protocol Pauldrons,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,12.0,,,12.0,,85.0,,,9.0,,,15.0,,Mantle of Master Cho,,1.0,,Rare,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,,,,,,,,,,,,,,Secret Tiger Claw Inscription,,,,Epic,,85.0,,,,,,,,,
,,,,,,,,,,,,,,,,Secret Tiger Fang Inscription,,,,Epic,,85.0,,,,,,,,,
,,,,,,,,,,,,,,,,Greater Inscription of Vicious Strength,,,,Epic,,85.0,,,,,,,,,
,,,14.0,Monk,,,,100.0,,,,,,,,Shoulderguards of the Regal Lord,,,,Epic,,90.0,3.0,,,,,,,,
,,,110.0,Warlock,,78.0,,,,,78.0,,,178.0,,Shadowflame Mantle,,,,Epic,,85.0,3.0,,,,,267.0,,,
,,,15.0,Priest,,9.0,,100.0,,,15.0,,,17.0,,Shoulderguards of the Ternion Glory,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,57.0,Paladin,,,,100.0,,,14.0,,,17.0,11.0,Mantle of Winged Triumph,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,57.0,,,12.0,,100.0,,,,,,17.0,12.0,Shoulderplates of Gushing Geysers,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,56.0,Warrior,,12.0,,100.0,,,,,,17.0,12.0,Pauldrons of the Prehistoric Marauder,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
17.0,17.0,,37.0,,,,,100.0,,,12.0,,,17.0,12.0,Quarantine Shoulderguards,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,,,
,,,56.0,Death knight,,12.0,,100.0,,,,,,17.0,12.0,Shoulderguards of Cyclopean Dread,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
20.0,20.0,,37.0,Hunter,,12.0,,100.0,,,15.0,,,20.0,,Prideful Gladiator's Chain Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,34.0,,,
19.0,19.0,,25.0,,,,,100.0,,,12.0,,,19.0,13.0,Forgotten Mantle of the Sun,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,33.0,,,
,,,55.0,,,12.0,,100.0,,,,,,16.0,12.0,Shoulderplates of Gushing Geysers,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
16.0,16.0,,24.0,Druid,,,,100.0,,,13.0,,,16.0,8.0,Shoulderguards of the Shattered Vale,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,53.0,Paladin,,12.0,,100.0,,,,,,16.0,11.0,Pauldrons of Winged Triumph,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,16.0,16.0,
,,,53.0,,,14.0,,100.0,,,9.0,,,19.0,,Shoulderguards of Centripetal Destruction,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,19.0,19.0,
18.0,18.0,,24.0,,,9.0,,100.0,,,14.0,,,18.0,,Forgotten Mantle of the Moon,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,53.0,,,12.0,,100.0,,,,,,18.0,12.0,Metabolically Boosted Shoulderplates,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,18.0,18.0,
18.0,18.0,,35.0,,,,,100.0,,,9.0,,,18.0,14.0,Abandoned Spaulders of Arrowflight,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,35.0,Hunter,,11.0,,100.0,,,14.0,,,18.0,,Grievous Gladiator's Chain Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,52.0,,,,,100.0,,,,,,21.0,,Doubtcrusher Pauldrons,,,,Epic,,90.0,3.0,,,,,32.0,21.0,21.0,
,,,14.0,Warlock,,14.0,,100.0,,,,,,18.0,11.0,Sha-Skin Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,14.0,,,11.0,,100.0,,,12.0,,,18.0,,Shadowsummoner Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,,,
,,,51.0,,,,,100.0,,,12.0,,,18.0,11.0,Reconstructed Furious Shoulderplates,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,18.0,18.0,
,,,51.0,,,8.0,,100.0,,,,,,18.0,14.0,Reconstructed Bloody Shoulderplates,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,18.0,18.0,
,,,13.0,,,13.0,,85.0,,,,,,20.0,13.0,Regal Silk Shoulderpads,,,,Rare,,90.0,3.0,,,,,30.0,,,
17.0,17.0,,33.0,Hunter,,10.0,,100.0,,,13.0,,,17.0,,Malevolent Gladiator's Chain Spaulders,,1.0,,Epic,2200.0,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,,,14.0,,85.0,,,,,,20.0,12.0,Dreadspinner Amice,,,,Rare,,,3.0,,,,,30.0,,,
20.0,20.0,,33.0,,,,,100.0,,,,,,20.0,,Stormshaper Spaulders,,,,Epic,,90.0,3.0,,,,,30.0,,,
,,,50.0,Warrior,,13.0,,100.0,,,10.0,,,17.0,,Pauldrons of Resounding Rings,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
17.0,17.0,,33.0,,,10.0,,100.0,,,12.0,,,17.0,,Windwalker Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,,,12.0,,100.0,,,,,,20.0,14.0,Spaulders of the Scorned,,,,Epic,,90.0,3.0,,,,,30.0,20.0,20.0,
,,,50.0,,,8.0,,100.0,,,,,,12.0,18.0,Shoulderguards of the Unflanked,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,12.0,12.0,
,,,50.0,,,,,100.0,,,10.0,,,17.0,12.0,Spaulders of the Emperor's Rage,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,50.0,,,,,100.0,,,,,,20.0,,Lightning Rod Pauldrons,,,,Epic,,90.0,3.0,,,,,30.0,20.0,20.0,
20.0,20.0,,33.0,,,12.0,,85.0,,,14.0,,,20.0,,Windwalker Spaulders,,,,Rare,,90.0,3.0,,,,,30.0,,,
,,,13.0,,,,,70.0,,,,,,19.0,,Brewer's Shoulderpads,,,,Uncommon,,86.0,3.0,,,,,29.0,,,
,,,48.0,Paladin,,9.0,,100.0,,,,,,8.0,,Shoulderguards of Radiant Glory,,2.0,15.0,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,29.0,8.0,8.0,
19.0,19.0,,32.0,,,,,70.0,,,12.0,,,19.0,14.0,Wasteland Ringmail Spaulders,,,,Uncommon,,88.0,3.0,,,,,29.0,,,
,,,48.0,Death knight,,7.0,,100.0,,,12.0,,,13.0,,Necrotic Boneplate Pauldrons,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,29.0,13.0,13.0,
16.0,16.0,,31.0,Hunter,,10.0,,100.0,,,13.0,,,16.0,,Cataclysmic Gladiator's Chain Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,47.0,Paladin,,,,100.0,,,,,,16.0,13.0,Cataclysmic Gladiator's Ornamented Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,16.0,16.0,10.0
,,,46.0,Paladin,,,,100.0,,,6.0,,,13.0,11.0,Pauldrons of Radiant Glory,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,13.0,13.0,
15.0,15.0,,31.0,,,9.0,,85.0,,,12.0,,,15.0,,Wrap of the Valley Glades,,1.0,,Rare,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,Paladin,,9.0,,,,,12.0,,,15.0,,Vicious Gladiator's Scaled Shoulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
15.0,15.0,,31.0,Hunter,,9.0,,100.0,,,12.0,,,15.0,,Ruthless Gladiator's Chain Spaulders,,1.0,,Epic,2200.0,85.0,3.0,Prismatic socket,,,,28.0,,,
15.0,15.0,,31.0,,,,,85.0,,,,,,15.0,9.0,Burden of Lost Humanity,,1.0,,Rare,,85.0,3.0,Prismatic socket,,,,28.0,,,12.0
18.0,18.0,,21.0,,,11.0,,85.0,,,,,,18.0,,Bloodied Leather Shoulders,,,,Rare,,85.0,3.0,,,,,28.0,,,13.0
18.0,18.0,,21.0,,,,,85.0,,,9.0,,,18.0,,Vicious Wyrmhide Shoulders,,,,Rare,,85.0,3.0,,,,,28.0,,,14.0
15.0,15.0,,31.0,Hunter,,,,100.0,,,8.0,,,15.0,13.0,Flamewaker's Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,,,,14.0,85.0,,,,,,18.0,10.0,Pharoah's Burial Spaulders,,,,Rare,,,3.0,,,,,28.0,18.0,18.0,
,,,12.0,,,,,85.0,,,11.0,,,18.0,,Woundsealer Spaulders,,,,Rare,,83.0,3.0,,,,,28.0,,,13.0
18.0,18.0,,20.0,,,,,70.0,,,13.0,,,18.0,11.0,Powderburned Spaulders,,,,Uncommon,,,3.0,,,,,27.0,,,
,,,,,,,,,,,,,,,,Tiger Claw Inscription,,,,Rare,,85.0,,,,,,,,,
,,,,,,,,,,,,,,,,Greater Inscription of Vicious Intellect,,,,Epic,,85.0,,,,,,,,,
,,,408.0,Death knight,,78.0,,,,,78.0,,,178.0,,Magma Plated Pauldrons,,,,Epic,,85.0,3.0,,,,,267.0,178.0,178.0,
,,,15.0,Priest,,14.0,,100.0,,,,,,17.0,11.0,Mantle of the Ternion Glory,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,26.0,Druid,,9.0,,100.0,,,15.0,,,17.0,,Spaulders of the Shattered Vale,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,15.0,,,9.0,,100.0,,,,,,17.0,14.0,Shoulderpads of Dou Dou Chong,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,26.0,,,11.0,,100.0,,,,,,17.0,13.0,Shoulders of the Roiling Inferno,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,38.0,,,,,100.0,,,12.0,,,17.0,12.0,Quarantine Shoulderguards,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,56.0,Warrior,,12.0,,100.0,,,,,,17.0,12.0,Shoulderguards of the Prehistoric Marauder,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
,,,56.0,,,,,100.0,,,10.0,,,17.0,14.0,Mantle of Looming Darkness,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
17.0,17.0,,37.0,Shaman,,13.0,,100.0,,,,,,17.0,10.0,Mantle of Celestial Harmony,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,,,
,,,15.0,Priest,,8.0,,100.0,,,14.0,,,17.0,,Shoulderguards of the Ternion Glory,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,,,
17.0,17.0,,25.0,Druid,,8.0,,100.0,,,14.0,,,17.0,,Shoulderwraps of the Shattered Vale,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,,,
,,,55.0,,,9.0,,100.0,,,,,,19.0,15.0,Reconstructed Bloody Shoulderplates,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,33.0,19.0,19.0,
16.0,16.0,,25.0,Rogue,,13.0,,100.0,,,10.0,,,16.0,,Nine-Tailed Spaulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
16.0,16.0,,25.0,Monk,,8.0,,100.0,,,14.0,,,16.0,,Spaulders of Seven Sacred Seals,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
16.0,16.0,,36.0,Shaman,,12.0,,100.0,,,,,,16.0,11.0,Mantle of the Witch Doctor,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,55.0,Paladin,,,,100.0,,,13.0,,,16.0,10.0,Mantle of Winged Triumph,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
,,,15.0,,,10.0,,100.0,,,13.0,,,16.0,,Ichor-Dripping Shoulderpads,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
16.0,16.0,,25.0,Monk,,13.0,,100.0,,,10.0,,,16.0,,Fire-Charm Spaulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,55.0,,,13.0,,100.0,,,,,,19.0,12.0,Metabolically Boosted Shoulderplates,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,33.0,19.0,19.0,
,,,55.0,,,10.0,,100.0,,,,,,16.0,13.0,Krugruk's Rigid Shoulderplates,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
,,,55.0,Death knight,,10.0,,100.0,,,,,,16.0,13.0,Pauldrons of the All-Consuming Maw,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
,,,55.0,Death knight,,12.0,,100.0,,,,,,16.0,12.0,Shoulderguards of the All-Consuming Maw,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
19.0,19.0,,25.0,,,14.0,,100.0,,,10.0,,,19.0,,Spaulders of Dinomancy,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,33.0,,,
,,,53.0,Warrior,,12.0,,100.0,,,,,,16.0,11.0,Shoulderguards of the Prehistoric Marauder,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,16.0,16.0,
19.0,19.0,,24.0,,,14.0,,100.0,,,10.0,,,19.0,,Spaulders of Dinomancy,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
15.0,15.0,,35.0,Hunter,,12.0,,100.0,,,10.0,,,15.0,,Saurok Stalker's Spaulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
15.0,15.0,,24.0,Monk,,12.0,,100.0,,,10.0,,,15.0,,Fire-Charm Spaulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,53.0,Death knight,,9.0,,100.0,,,,,,15.0,12.0,Pauldrons of the All-Consuming Maw,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,15.0,15.0,
,,,14.0,Priest,,10.0,,100.0,,,11.0,,,15.0,,Shoulderguards of the Exorcist,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,14.0,,,,,100.0,,,,,,21.0,,Heartlander's Shoulderpads,,,,Epic,,90.0,3.0,,,,,32.0,,,
18.0,18.0,,35.0,,,12.0,,100.0,,,11.0,,,18.0,,Waterborne Shoulderguards,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,24.0,Monk,,15.0,,100.0,,,9.0,,,18.0,,Red Crane Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,35.0,,,12.0,,100.0,,,,,,18.0,11.0,Wingslasher Pauldrons,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,52.0,Warrior,,11.0,,100.0,,,,,,18.0,13.0,Shoulderguards of Resounding Rings,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,18.0,18.0,
15.0,15.0,,23.0,Monk,,11.0,,100.0,,,9.0,,,15.0,,Fire-Charm Spaulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,31.0,,,
,,,14.0,,,11.0,,100.0,,,,,,18.0,12.0,Chilblain Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,,,
18.0,18.0,,23.0,,,,,100.0,,,11.0,,,18.0,12.0,Forgotten Mantle of the Sun,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,,,
