agi,agiint,arcres,armor,armorbonus,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,manargn,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,reqspell,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,strint,versatility
,,,51.0,,Death knight,,17.0,,100.0,,,,,16.0,-447.0,,8.0,Cataclysmic Gladiator's Dreadplate Helm,,2.0,,Epic,2200.0,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,
,,,51.0,,Death knight,,7.0,,100.0,,,,,10.0,-350.0,,,Elementium Deathplate Faceguard,,2.0,22.0,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,10.0,10.0,
16.0,16.0,,23.0,,Rogue,,12.0,,100.0,,,13.0,,16.0,-355.0,,,Dark Phoenix Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Druid,,,,100.0,,,9.0,,16.0,1060.0,,,Deep Earth Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,15.0
,,,51.0,,Paladin,,17.0,,100.0,,,,,16.0,-441.0,,8.0,Cataclysmic Gladiator's Ornamented Headcover,,2.0,,Epic,2200.0,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,
,,,14.0,,,,,,100.0,,,,,25.0,,,,Flickering Cowl,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,51.0,,Warrior,,7.0,,100.0,,,,,10.0,-367.0,,,Faceguard of the Molten Giant,,2.0,22.0,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,10.0,10.0,
,,,51.0,,Paladin,,,,100.0,,,13.0,,16.0,-360.0,,,Immolation Headguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,12.0
,,,14.0,,Priest,,9.0,,100.0,,,14.0,,16.0,-472.0,,,Hood of Dying Light,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,13.0,,,,,,100.0,,,14.0,,25.0,,,,Cowl of Destiny,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,28.0,,,8.0
,,,13.0,,,,16.0,,85.0,,,,,25.0,944.0,,16.0,Spiritmend Cowl,,,,Rare,,83.0,,1.0,,,,,,37.0,,,
16.0,16.0,,23.0,,Druid,,16.0,,100.0,,,7.0,,16.0,927.0,,,Stormrider's Headpiece,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,50.0,,Paladin,,4.0,16.0,100.0,,,,,19.0,934.0,,,Reinforced Sapphirium Faceguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,19.0,19.0,
16.0,16.0,,33.0,,,,13.0,,85.0,,,10.0,,16.0,,,,Windhome Helm,,2.0,,Rare,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,13.0,,,,,,100.0,,,,,25.0,,,,Flickering Cowl,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,13.0,,,,,,100.0,,,12.0,,16.0,,,,Je'Tze's Sparkling Tiara,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,11.0
16.0,16.0,,33.0,,,,15.0,,100.0,,,,,16.0,,,7.0,Scalp of the Bandit Prince,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
16.0,16.0,,33.0,,,,,,85.0,,,7.0,,16.0,,,16.0,Worgen Hunter's Helm,,2.0,,Rare,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,15.0,,Rogue,,,,100.0,,,,,,,,,Hood of the Silent Assassin,,,,Epic,,90.0,,1.0,,,,,,,,,
,,,442.0,,Paladin,,69.0,,,,,,,237.0,,,,Immolation Faceguard,,,,Epic,,85.0,,1.0,,,,,,356.0,237.0,237.0,141.0
22.0,22.0,,28.0,,Druid,,,,100.0,,,13.0,,22.0,-1005.0,,17.0,Helm of the Shattered Vale,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
22.0,22.0,,28.0,,Rogue,,,,100.0,,,14.0,,22.0,-1018.0,,16.0,Helmet of the Barbed Assassin,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
22.0,22.0,,28.0,,Monk,,16.0,,100.0,,,15.0,,22.0,1191.0,,,Crown of Seven Sacred Seals,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,16.0,,Warlock,,,,100.0,,,18.0,,22.0,1181.0,,11.0,Hood of the Horned Nightmare,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,16.0,,Mage,,11.0,,100.0,,,18.0,,22.0,1194.0,,,Chronomancer Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
22.0,22.0,,28.0,,,,16.0,,100.0,,,14.0,,22.0,,,,Hood of Blackened Tears,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,16.0,,Warlock,,20.0,,100.0,,,,,21.0,-1081.0,,11.0,Prideful Gladiator's Felweave Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,45.0,,,
19.0,19.0,,26.0,,,,15.0,,100.0,,,13.0,,19.0,,,,Hood of Blackened Tears,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,26.0,,Monk,,14.0,,100.0,,,,,19.0,-1033.0,,14.0,Headpiece of Seven Sacred Seals,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,26.0,,Druid,,14.0,,100.0,,,14.0,,19.0,1153.0,,,Headpiece of the Haunted Forest,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,38.0,,Shaman,,,,100.0,,,10.0,,19.0,-906.0,,19.0,Grievous Gladiator's Mail Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,57.0,,,,,,100.0,,,15.0,,19.0,,,14.0,Haunted Steel Greathelm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,19.0,19.0,
,,,56.0,,,,,,100.0,,,,,16.0,,,,Thunder Bastion Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,16.0,16.0,
19.0,19.0,,26.0,,Druid,,14.0,,100.0,,,,,19.0,-530.0,,14.0,Eternal Blossom Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
19.0,19.0,,37.0,,Hunter,,13.0,,100.0,,,,,19.0,-532.0,,14.0,Yaungol Slayer's Headguard,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
18.0,18.0,,37.0,,,,13.0,,100.0,,,14.0,,18.0,,,,Gaze of Gara'jal,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
,,,54.0,,Paladin,,18.0,,100.0,,,,,18.0,-659.0,,9.0,Tyrannical Gladiator's Scaled Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
27.0,27.0,,25.0,,,,19.0,,85.0,,,15.0,,27.0,,,,Steppebeast Helm,,,,Rare,,,,1.0,,,,,,40.0,,,
,,,54.0,,Death knight,,18.0,,100.0,,,,,18.0,-665.0,,9.0,Tyrannical Gladiator's Dreadplate Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,Death knight,,15.0,,100.0,,,,,18.0,1123.0,,12.0,Helmet of the Lost Catacomb,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,,,15.0,,85.0,,,9.0,,18.0,,,,Endwyn's Toothy Visage,,2.0,,Rare,,83.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
18.0,18.0,,36.0,,,,14.0,,85.0,,,,,18.0,,,12.0,Waterburst Helm,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,15.0,,Mage,,,,100.0,,,,,18.0,,,,Dissident's Crown,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,15.0,,Mage,,18.0,,100.0,,,,,18.0,-652.0,,9.0,Tyrannical Gladiator's Silk Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,25.0,,Druid,,18.0,,100.0,,,,,18.0,-667.0,,9.0,Tyrannical Gladiator's Kodohide Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,36.0,,,,11.0,,100.0,,,,,18.0,,,14.0,Nightwatcher's Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,52.0,,,,19.0,,70.0,,,15.0,,26.0,,,,Wasteland Armored Helm,,,,Uncommon,,88.0,,1.0,,,,,,39.0,26.0,26.0,
,,,14.0,,Priest,,,,100.0,,,10.0,,17.0,-492.0,,,Cowl of Dying Light,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,39.0,,,15.0
16.0,16.0,,23.0,,,,,,100.0,,,,,16.0,,,10.0,Helmet of Perpetual Rebirth,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,15.0
,,,14.0,,Mage,,17.0,,100.0,,,,,16.0,-426.0,,8.0,Cataclysmic Gladiator's Silk Cowl,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,51.0,,Death knight,,,7.0,100.0,,,,,10.0,1056.0,,,Necrotic Boneplate Faceguard,,2.0,22.0,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,10.0,10.0,
16.0,16.0,,34.0,,Hunter,,12.0,,100.0,,,12.0,,16.0,-354.0,,,Flamewaker's Headguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Rogue,,10.0,,100.0,,,15.0,,16.0,-471.0,,,Blackfang Battleweave Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,13.0,,,,10.0,,85.0,,,,,16.0,,,13.0,Helm of the Typhonic Beast,,2.0,,Rare,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,119.0,,Mage,,,,,,,105.0,,237.0,,,105.0,Firelord's Hood,,,,Epic,,85.0,,1.0,,,,,,356.0,,,
,,,61.0,,Death knight,,,,100.0,,,15.0,,22.0,-1003.0,,15.0,Faceguard of Cyclopean Dread,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
22.0,22.0,,28.0,,Monk,,15.0,,100.0,,,,,22.0,-1010.0,,15.0,Headpiece of Seven Sacred Seals,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,16.0,,Mage,,11.0,,100.0,,,18.0,,22.0,-1009.0,,,Chronomancer Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,61.0,,Warrior,,,,100.0,,,15.0,,22.0,1179.0,,15.0,Faceguard of the Prehistoric Marauder,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
,,,60.0,,Death knight,,20.0,,100.0,,,,,21.0,-1071.0,,11.0,Prideful Gladiator's Dreadplate Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,45.0,21.0,21.0,
20.0,20.0,,40.0,,,,16.0,,100.0,,,,,20.0,,,13.0,Penetrating Gaze of Y'Shaarj,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
,,,16.0,,Priest,,15.0,,100.0,,,14.0,,20.0,-739.0,,,Hood of the Exorcist,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
,,,59.0,,,,16.0,,100.0,,,12.0,,20.0,,,,Helm of the Night Watchman,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,20.0,20.0,
20.0,20.0,,27.0,,Rogue,,15.0,,100.0,,,15.0,,20.0,-740.0,,,Nine-Tailed Helmet,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
,,,15.0,,Mage,,,,,,,,,,-917.0,,,Grievous Gladiator's Silk Cowl,,,,Epic,,90.0,,1.0,,,,,,,,,
19.0,19.0,,26.0,,Monk,,19.0,,100.0,,,,,19.0,-892.0,,10.0,Grievous Gladiator's Copperskin Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,38.0,,,,10.0,,100.0,,,,,19.0,,,17.0,Dreadrunner Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,26.0,,,,,,100.0,,,15.0,,19.0,,,14.0,Lightning-Eye Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,15.0,,Priest,,,,100.0,,,10.0,,19.0,-903.0,,19.0,Grievous Gladiator's Satin Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,15.0,,Priest,,14.0,,100.0,,,,,18.0,-715.0,,11.0,Cowl of the Exorcist,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
,,,15.0,,Priest,,14.0,,100.0,,,12.0,,18.0,-716.0,,,Hood of the Exorcist,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
,,,55.0,,,,10.0,,100.0,,,,,18.0,,,16.0,Doomed Crown of Lei Shen,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,18.0,18.0,
21.0,21.0,,25.0,,,,,,100.0,,,,,21.0,,,,Camouflage Retinal Armor,,3.0,,Epic,,87.0,,1.0,,,,,,40.0,,,
,,,54.0,,Paladin,,15.0,,100.0,,,,,18.0,-519.0,,12.0,White Tiger Helmet,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,15.0,,,,,,85.0,,,17.0,,27.0,,,19.0,Fallout-Filtering Hood,,,,Rare,,90.0,,1.0,,,,,,40.0,,,
,,,15.0,,,,19.0,,85.0,,,,,27.0,,,16.0,Barovian Ritual Hood,,,,Rare,,90.0,,1.0,,,,,,40.0,,,
,,,54.0,,,,,,100.0,,,,,21.0,,,,Reinforced Retinal Armor,,3.0,,Epic,,87.0,,1.0,,,,,,40.0,21.0,21.0,
18.0,18.0,,36.0,,Hunter,,,,100.0,,,,,18.0,,,,Tallgrass Guerilla's Cap,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,,,19.0,,85.0,,,16.0,,27.0,,,,Palewind Helm,,,,Rare,,,,1.0,,,,,,40.0,27.0,27.0,
,,,15.0,,,,,,100.0,,,19.0,,27.0,,,16.0,Wang's Unshakable Smile,,,,Epic,,90.0,,1.0,,,,,,40.0,,,
,,,15.0,,,,17.0,,100.0,,,10.0,,18.0,,,,Hood of Focused Energy,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,,,15.0,,85.0,,,12.0,,18.0,,,,Meteoric Greathelm,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,Death knight,,,,100.0,,,,,18.0,,,,Insubordination Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,15.0,,Priest,,13.0,,100.0,,,,,18.0,1137.0,,13.0,Guardian Serpent Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,15.0,,,,,,100.0,,,,,21.0,,,,Lightweight Retinal Armor,,3.0,,Epic,,87.0,,1.0,,,,,,40.0,,,
,,,54.0,,Paladin,,18.0,,100.0,,,,,18.0,-593.0,,9.0,Malevolent Gladiator's Ornamented Headcover,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,,,10.0,,85.0,,,,,18.0,,,16.0,Sightfinder Helm,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,Death knight,,15.0,,100.0,,,,,18.0,-504.0,,12.0,Helmet of the Lost Catacomb,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,14.0,,,,,,70.0,,,,,26.0,,,,Forlorn Loa-Binder Cage,,,,Uncommon,,90.0,,1.0,,,,,,39.0,,,
26.0,26.0,,35.0,,,,14.0,,85.0,,,,,26.0,,,20.0,Vexing Coif,,,,Rare,,1.0,,1.0,,,,,,39.0,,,
,,,14.0,,Warlock,,10.0,,100.0,,,15.0,,17.0,-486.0,,,Hood of the Faceless Shroud,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,39.0,,,
,,,52.0,,Death knight,,6.0,,100.0,,,18.0,,17.0,-501.0,,,Necrotic Boneplate Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,39.0,17.0,17.0,
26.0,26.0,,34.0,,,,17.0,,70.0,,,,,26.0,,,17.0,Sarjun Helm,,,,Uncommon,,,,1.0,,,,,,39.0,,,
,,,51.0,,,,,,100.0,,,,,16.0,,,11.0,Casque of Flame,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,13.0
16.0,16.0,,34.0,,Shaman,,7.0,,100.0,,,16.0,,16.0,-365.0,,,Erupting Volcanic Headpiece,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,50.0,,,,,,70.0,,,,,25.0,,,,Ghost-Forged Helm,,,,Uncommon,,85.0,,1.0,,,,,,38.0,25.0,25.0,
,,,50.0,,,,17.0,,100.0,,,,,25.0,,,17.0,Silver Circlet,,,,Epic,,85.0,,1.0,,,,,,38.0,25.0,25.0,
16.0,16.0,,33.0,,Shaman,,,,,,,16.0,,16.0,-371.0,,7.0,Vicious Gladiator's Linked Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
16.0,16.0,,33.0,,Hunter,,16.0,,100.0,,,,,16.0,-287.0,,7.0,Lightning-Charged Headguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,50.0,,Warrior,,7.0,,100.0,,,,,10.0,1018.0,,,Faceguard of the Molten Giant,,2.0,22.0,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,10.0,10.0,
16.0,16.0,,23.0,,Rogue,,,,100.0,,,16.0,,16.0,-405.0,,7.0,Ruthless Gladiator's Leather Helm,,2.0,,Epic,2200.0,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,50.0,,Death knight,,7.0,,100.0,,,16.0,,16.0,-282.0,,,Magma Plated Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,16.0,16.0,
,,,13.0,,Priest,,,,100.0,,,,,16.0,1009.0,,10.0,Cowl of the Cleansing Flame,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,13.0
,,,50.0,,Death knight,,4.0,16.0,100.0,,,,,19.0,-283.0,,,Magma Plated Faceguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,19.0,19.0,
,,,13.0,,Mage,,16.0,,100.0,,,,,16.0,-394.0,,7.0,Vicious Gladiator's Silk Cowl,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
16.0,16.0,,33.0,,,,,,85.0,,,12.0,,16.0,,,11.0,Cowl of the Unseen World,,2.0,,Rare,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,13.0,,,,,,70.0,,,,,25.0,,,,Stitched Cowl,,,,Uncommon,,83.0,,1.0,,,,,,37.0,,,
,,,61.0,,Warrior,,14.0,,100.0,,,,,22.0,-1023.0,,16.0,Helmet of the Prehistoric Marauder,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
22.0,22.0,,28.0,,Druid,,15.0,,100.0,,,,,22.0,-1004.0,,15.0,Headpiece of the Shattered Vale,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,61.0,,Death knight,,,,100.0,,,16.0,,22.0,-1002.0,,14.0,Helmet of Cyclopean Dread,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
22.0,22.0,,28.0,,Monk,,15.0,,100.0,,,,,22.0,1193.0,,15.0,Headpiece of Seven Sacred Seals,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
21.0,21.0,,40.0,,Shaman,,,,100.0,,,20.0,,21.0,-1097.0,,11.0,Prideful Gladiator's Linked Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,45.0,,,
,,,60.0,,Paladin,,20.0,,100.0,,,,,21.0,-1100.0,,11.0,Prideful Gladiator's Scaled Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,45.0,21.0,21.0,
,,,16.0,,,,,,100.0,,,13.0,,20.0,,,16.0,Ebon Ritual Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
,,,59.0,,,,11.0,,100.0,,,,,20.0,,,17.0,Doomed Crown of Lei Shen,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,20.0,20.0,
20.0,20.0,,27.0,,Druid,,15.0,,100.0,,,15.0,,20.0,-726.0,,,Headpiece of the Haunted Forest,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
19.0,19.0,,26.0,,Monk,,14.0,,100.0,,,13.0,,19.0,-1035.0,,,Crown of Seven Sacred Seals,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,38.0,,Shaman,,15.0,,100.0,,,,,19.0,1168.0,,12.0,Faceguard of the Witch Doctor,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,15.0,,,,,,100.0,,,14.0,,19.0,,,15.0,Hood of the Crimson Wake,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,38.0,,Shaman,,,,100.0,,,10.0,,19.0,-888.0,,19.0,Grievous Gladiator's Mail Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,57.0,,Death knight,,8.0,,100.0,,,,,19.0,1151.0,,19.0,Faceguard of the All-Consuming Maw,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,19.0,19.0,
,,,15.0,,Priest,,14.0,,100.0,,,,,19.0,-544.0,,14.0,Guardian Serpent Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
19.0,19.0,,37.0,,Shaman,,12.0,,100.0,,,,,19.0,-537.0,,15.0,Firebird's Headpiece,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
,,,55.0,,,,15.0,,100.0,,,11.0,,18.0,,,,Nullification Greathelm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,18.0,18.0,
18.0,18.0,,25.0,,Druid,,14.0,,100.0,,,12.0,,18.0,-705.0,,,Cover of the Haunted Forest,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
18.0,18.0,,37.0,,Shaman,,14.0,,100.0,,,,,18.0,-718.0,,11.0,Faceguard of the Witch Doctor,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
,,,15.0,,Mage,,14.0,,100.0,,,12.0,,18.0,-708.0,,,Hood of the Chromatic Hydra,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
18.0,18.0,,36.0,,,,,,100.0,,,12.0,,18.0,,,13.0,Sixteen-Fanged Crown,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,Warrior,,18.0,,100.0,,,,,18.0,-676.0,,9.0,Tyrannical Gladiator's Plate Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
21.0,21.0,,36.0,,,,,,100.0,,,,,21.0,,,,Energized Retinal Armor,,3.0,,Epic,,87.0,,1.0,,,,,,40.0,,,
18.0,18.0,,25.0,,,,,,85.0,,,11.0,,18.0,,,14.0,Zom's Misty Hood,,2.0,,Rare,,85.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,,,,,100.0,,,,,21.0,,,,Specialized Retinal Armor,,3.0,,Epic,,87.0,,1.0,,,,,,40.0,21.0,21.0,
,,,15.0,,,,12.0,,100.0,,,,,18.0,,,14.0,Hood of Blind Eyes,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
27.0,27.0,,36.0,,,,19.0,,85.0,,,,,27.0,,,15.0,Swarmcall Helm,,,,Rare,,90.0,,1.0,,,,,,40.0,,,
,,,15.0,,,,,,85.0,,,12.0,,18.0,,,14.0,Fallout-Filtering Hood,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,Warrior,,18.0,,100.0,,,,,18.0,-591.0,,9.0,Malevolent Gladiator's Plate Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
18.0,18.0,,25.0,,Rogue,,12.0,,100.0,,,,,18.0,1139.0,,13.0,Helmet of the Thousandfold Blades,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,15.0,,Mage,,18.0,,100.0,,,,,18.0,-688.0,,9.0,Tyrannical Gladiator's Silk Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,Paladin,,18.0,,100.0,,,,,18.0,-580.0,,9.0,Malevolent Gladiator's Ornamented Headcover,,2.0,,Epic,2200.0,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
18.0,18.0,,25.0,,Druid,,11.0,,100.0,,,,,18.0,1126.0,,14.0,Eternal Blossom Cover,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,25.0,,Monk,,,,100.0,,,18.0,,18.0,-661.0,,9.0,Tyrannical Gladiator's Ironskin Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,Paladin,,18.0,,100.0,,,,,18.0,-642.0,,9.0,Malevolent Gladiator's Ornamented Headcover,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,18.0,18.0,
,,,54.0,,Death knight,,,,100.0,,,,,18.0,,,,Insubordination Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
26.0,26.0,,24.0,,,,19.0,,70.0,,,15.0,,26.0,,,,Farwatch Leather Helm,,,,Uncommon,,,,1.0,,,,,,39.0,,,
,,,14.0,,Priest,,10.0,,100.0,,,15.0,,17.0,-491.0,,,Hood of Dying Light,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,39.0,,,
,,,51.0,,,,14.0,,70.0,,,,,25.0,,,19.0,Mountainscaler Heavy Helm,,,,Uncommon,,87.0,,1.0,,,,,,38.0,25.0,25.0,
16.0,16.0,,23.0,,Druid,,17.0,,100.0,,,,,16.0,-446.0,,8.0,Cataclysmic Gladiator's Kodohide Helm,,2.0,,Epic,2200.0,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Rogue,,,,100.0,,,17.0,,16.0,-437.0,,8.0,Cataclysmic Gladiator's Leather Helm,,2.0,,Epic,2200.0,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Druid,,9.0,,100.0,,,15.0,,16.0,-351.0,,,Obsidian Arborweave Headpiece,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
