agi,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,pvppower,quality,reqlevel,rgdatkpwr,rgdcritstrkrtng,rgddmgmax,rgddmgmin,rgddps,rgdspeed,slotbak,socket1,socket2,speed,sta,str,versatility
25.0,,,,16.0,,73.0,39.0,,18.72,80.0,,,,16.0,Volatile Thunderstick,,,,Rare,83.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
25.0,,,,,,65.0,47.0,,18.79,100.0,20.0,,,13.0,Windrunner's Bow,,,,Rare,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
24.0,,,,,,70.0,37.0,,17.98,85.0,,,,,Mardenholde Gun,,,,Uncommon,82.0,,,70.0,37.0,17.98,3.0,26.0,,,3.0,36.0,,
26.0,,,,19.0,,76.0,56.0,,22.08,120.0,15.0,,,,Hisek's Reserve Longbow,,1.0,,Epic,90.0,,,76.0,56.0,22.08,3.0,15.0,Prismatic socket,,3.0,44.0,,
29.0,,,,17.0,,86.0,46.0,,22.08,120.0,18.0,,,,Voice of the Quilen,,1.0,,Epic,90.0,,,86.0,46.0,22.08,3.0,26.0,Prismatic socket,,3.0,41.0,,
28.0,,,,19.0,,83.0,44.0,,21.3,120.0,,,,19.0,Grievous Gladiator's Rifle,,,,Epic,90.0,,,83.0,44.0,21.3,3.0,26.0,,,3.0,43.0,,
28.0,,,,19.0,,74.0,54.0,,21.4,120.0,,,,19.0,Grievous Gladiator's Longbow,,,,Epic,90.0,,,74.0,54.0,21.4,3.0,15.0,,,3.0,43.0,,
24.0,,,,,,79.0,42.0,,20.23,120.0,15.0,,,16.0,"Taoren, the Soul Burner",,1.0,,Epic,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,70.0,51.0,,20.24,100.0,18.0,,,,Tempestuous Longbow,,,,Rare,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
27.0,,,,18.0,,79.0,42.0,,20.23,120.0,,,,18.0,Malevolent Gladiator's Rifle,,,,Epic,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,Hunter,,19.0,,79.0,42.0,,20.23,85.0,16.0,,,,Trailseeker Rifle,,,,Uncommon,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,Hunter,,19.0,,79.0,42.0,,20.23,85.0,16.0,,,,Trailseeker Shotgun,,,,Uncommon,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
,,Priest,,9.0,,19.0,11.0,,7.61,,9.0,76.0,,,Communal Wand,,,,Uncommon,90.0,,,,,,,26.0,,,2.0,20.0,,
,,,,,,19.0,11.0,,7.58,75.0,,76.0,,,Rustic Voodoo Wand,,,,Uncommon,90.0,,,,,,,26.0,,,2.0,20.0,,
26.0,,,,15.0,,76.0,41.0,,19.53,85.0,,,,19.0,Bodyguard's Rifle,,,,Uncommon,,,,76.0,41.0,19.53,3.0,26.0,,,3.0,39.0,,
26.0,,,,,,76.0,40.0,,19.47,85.0,,,,,Inlaid Gun,,,,Uncommon,87.0,,,76.0,40.0,19.47,3.0,26.0,,,3.0,39.0,,
26.0,,,,18.0,,76.0,40.0,,19.47,100.0,16.0,,,,Firebelcher Hand Cannon,,,,Rare,85.0,,,76.0,40.0,19.47,3.0,26.0,,,3.0,39.0,,
26.0,,,,,,67.0,49.0,,19.43,85.0,,,,,Rigid Bow,,,,Uncommon,86.0,,,67.0,49.0,19.43,3.0,15.0,,,3.0,39.0,,
25.0,,,,17.0,,69.0,45.0,,19.13,95.0,16.0,,,,Lava Bolt Crossbow,,,,Epic,85.0,,,69.0,45.0,19.13,3.0,26.0,,,3.0,38.0,,
,,,,,,18.0,10.0,,7.2,110.0,,74.0,,8.0,Scorchvine Wand,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,9.0
25.0,,,,17.0,,73.0,39.0,,18.72,90.0,,,,15.0,Gurubashi Destroyer,,,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
25.0,,,,16.0,,65.0,47.0,,18.79,95.0,,,,,Vicious Gladiator's Longbow,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,16.0
,,,,7.0,,18.0,10.0,,7.15,65.0,,74.0,,9.0,Corla's Baton,,,,Rare,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,,,64.0,47.0,,18.55,85.0,,,,,Rustmaul Bow,,,,Uncommon,85.0,,,64.0,47.0,18.55,3.0,15.0,,,3.0,37.0,,
24.0,,,,,,63.0,46.0,,18.24,85.0,,,,,Irontree Bow,,,,Uncommon,84.0,,,63.0,46.0,18.24,3.0,15.0,,,3.0,36.0,,
,,,,7.0,,17.0,10.0,,6.83,55.0,,70.0,,9.0,Harrison's Climbing Hook,,,,Uncommon,,,,,,,,26.0,,,2.0,18.0,,
,,,,8.0,,21.0,12.0,,8.38,110.0,8.0,83.0,,,Venomlord's Totemic Wand,,1.0,,Epic,90.0,,,,,,,26.0,Prismatic socket,,2.0,22.0,,
28.0,,,,,,74.0,54.0,,21.4,100.0,16.0,,,21.0,Rangari Initiate Longbow,,,,Rare,,,,74.0,54.0,21.4,3.0,15.0,,,3.0,43.0,,
27.0,,,,14.0,,79.0,42.0,,20.23,100.0,,,,20.0,Yan-Zhu's Pressure Valve,,,,Rare,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,79.0,42.0,,20.23,120.0,,,,18.0,Malevolent Gladiator's Rifle,,,,Epic,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
26.0,,,,20.0,,70.0,46.0,,19.44,120.0,13.0,,,,Horrifying Horn Arbalest,,,,Epic,85.0,,,70.0,46.0,19.44,3.0,26.0,,,3.0,39.0,,
26.0,,,,,,70.0,46.0,,19.44,85.0,15.0,,,19.0,Wasteland Crossbow,,,,Uncommon,88.0,,,70.0,46.0,19.44,3.0,26.0,,,3.0,39.0,,
,,,,,,18.0,10.0,,7.2,80.0,8.0,74.0,,9.0,Finger of Zon'ozz,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,,,74.0,40.0,,19.01,85.0,,,,,Barbarian Gun,,,,Uncommon,85.0,,,74.0,40.0,19.01,3.0,26.0,,,3.0,38.0,,
25.0,,,,17.0,,74.0,39.0,,18.95,120.0,,,,,Cataclysmic Gladiator's Rifle,,,,Epic,85.0,,,74.0,39.0,18.95,3.0,26.0,,,3.0,38.0,,17.0
25.0,,,,16.0,,67.0,44.0,,18.66,80.0,,,,16.0,Sky Piercer,,,,Rare,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
25.0,,,,,,73.0,39.0,,18.72,80.0,14.0,,,18.0,Thundercall,,,,Rare,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
,,,,,,17.0,10.0,,6.8,75.0,,70.0,,,Mereldar Wand,,,,Uncommon,82.0,,,,,,,26.0,,,2.0,18.0,,
,,,,,,41.0,21.0,,10.48,85.0,,,,,Narrcho's Rifle of Unreadiness,,,,Poor,90.0,,,41.0,21.0,10.48,3.0,26.0,,,3.0,,,
,,,,57.0,,168.0,101.0,,67.27,,,689.0,,48.0,Stinger of the Flaming Scorpion,,,,Epic,85.0,,,,,,,26.0,,,2.0,178.0,,
237.0,,,,114.0,,616.0,455.0,,178.52,,96.0,,,,"Arathar, the Eye of Flame",,,,Epic,85.0,,,616.0,455.0,178.52,3.0,15.0,,,3.0,356.0,,
30.0,,,,20.0,,78.0,57.0,,22.59,120.0,,,,20.0,Prideful Gladiator's Longbow,,,,Epic,90.0,,,78.0,57.0,22.59,3.0,15.0,,,3.0,45.0,,
25.0,,,,18.0,,74.0,54.0,,21.48,120.0,15.0,,,,Hisek's Reserve Longbow,,1.0,,Epic,90.0,,,74.0,54.0,21.48,3.0,15.0,Prismatic socket,,3.0,43.0,,
28.0,,,,19.0,,74.0,54.0,,21.4,120.0,,,,19.0,Grievous Gladiator's Longbow,,,,Epic,90.0,,,74.0,54.0,21.4,3.0,15.0,,,3.0,43.0,,
,,,,8.0,,20.0,12.0,,8.02,110.0,7.0,79.0,,,Venomlord's Totemic Wand,,1.0,,Epic,90.0,,,,,,,26.0,Prismatic socket,,2.0,21.0,,
25.0,,,,18.0,,77.0,51.0,,21.37,120.0,15.0,,,,Durumu's Baleful Gaze,,1.0,,Epic,90.0,,,77.0,51.0,21.37,3.0,26.0,Prismatic socket,,3.0,43.0,,
28.0,,,,,,82.0,43.0,,20.99,120.0,,,,,Immaculate Pandaren Gun,,,,Epic,90.0,,,82.0,43.0,20.99,3.0,26.0,,,3.0,42.0,,
27.0,,,,18.0,,70.0,51.0,,20.24,120.0,,,,18.0,Malevolent Gladiator's Longbow,,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
27.0,,,,14.0,,79.0,42.0,,20.23,100.0,,,,20.0,Yan-Zhu's Pressure Valve,,,,Rare,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,79.0,42.0,,20.23,100.0,17.0,,,,Firebelcher Hand Cannon,,,,Rare,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
26.0,,,,,,69.0,50.0,,19.99,85.0,15.0,,,19.0,Shado-Pan Ranger's Bow,,,,Uncommon,,,,69.0,50.0,19.99,3.0,15.0,,,3.0,39.0,,
26.0,,,,13.0,,76.0,40.0,,19.47,100.0,,,,20.0,Yan-Zhu's Pressure Valve,,,,Rare,85.0,,,76.0,40.0,19.47,3.0,26.0,,,3.0,39.0,,
26.0,,,,,,76.0,40.0,,19.47,85.0,,,,,Rigid Gun,,,,Uncommon,86.0,,,76.0,40.0,19.47,3.0,26.0,,,3.0,39.0,,
,,,,9.0,,18.0,10.0,,7.23,75.0,7.0,74.0,,,Waterkeeper's Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,16.0,,67.0,44.0,,18.66,85.0,16.0,,,,Faded Forest Crossbow,,,,Uncommon,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
25.0,,,,19.0,,73.0,39.0,,18.72,80.0,13.0,,,,Lightningflash,,,,Rare,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
,,,,,,18.0,10.0,,7.15,75.0,,74.0,,8.0,Finkle's Mixer Upper,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,8.0
25.0,,,,13.0,,72.0,38.0,,18.49,65.0,,,,18.0,Muffled Blunderbuss,,,,Uncommon,,,,72.0,38.0,18.49,3.0,26.0,,,3.0,37.0,,
25.0,,,,17.0,,72.0,38.0,,18.49,65.0,15.0,,,,Flintlocke's Chuckshooter,,,,Uncommon,,,,72.0,38.0,18.49,3.0,26.0,,,3.0,37.0,,
24.0,,,,,,72.0,38.0,,18.43,80.0,14.0,,,17.0,Thundercall,,,,Rare,81.0,,,72.0,38.0,18.43,3.0,26.0,,,3.0,36.0,,
28.0,,,,13.0,,83.0,55.0,,23.03,120.0,21.0,,,,Death Lotus Crossbow,,1.0,,Epic,90.0,,,83.0,55.0,23.03,3.0,26.0,Prismatic socket,,3.0,46.0,,
28.0,,,,20.0,,79.0,58.0,,22.84,120.0,16.0,,,,Hisek's Reserve Longbow,,1.0,,Epic,90.0,,,79.0,58.0,22.84,3.0,15.0,Prismatic socket,,3.0,46.0,,
,,,,8.0,,21.0,12.0,,8.47,110.0,,86.0,,8.0,Immaculately Preserved Wand,,1.0,,Epic,90.0,,,,,,,26.0,Prismatic socket,,2.0,23.0,,
26.0,,,,,,76.0,56.0,,22.08,120.0,14.0,,,20.0,"Miracoran, the Vehement Chord",,1.0,,Epic,90.0,,,76.0,56.0,22.08,3.0,15.0,Prismatic socket,,3.0,44.0,,
,,,,8.0,,21.0,12.0,,8.38,110.0,,83.0,,8.0,Immaculately Preserved Wand,,1.0,,Epic,90.0,,,,,,,26.0,Prismatic socket,,2.0,22.0,,
,,,,9.0,,20.0,12.0,,8.02,110.0,,82.0,,9.0,Grievous Gladiator's Baton of Light,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
,,,,9.0,,20.0,12.0,,8.02,110.0,,82.0,,9.0,Grievous Gladiator's Touch of Defeat,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
27.0,,,,,,73.0,48.0,,20.23,100.0,14.0,,,20.0,Cloudbender Kobo's Chilled Crossbow,,,,Rare,,,,73.0,48.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,73.0,48.0,,20.23,100.0,17.0,,,,Houndmaster's Compound Crossbow,,,,Rare,90.0,,,73.0,48.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,73.0,48.0,,20.23,120.0,,,,18.0,Tyrannical Gladiator's Heavy Crossbow,,,,Epic,90.0,,,73.0,48.0,20.23,3.0,26.0,,,3.0,40.0,,
,,,,9.0,,19.0,11.0,,7.61,90.0,8.0,76.0,,,Wand of Stultifying Smoke,,,,Rare,83.0,,,,,,,26.0,,,2.0,20.0,,
26.0,,,,17.0,,76.0,40.0,,19.47,120.0,,,,,Cataclysmic Gladiator's Rifle,,,,Epic,85.0,,,76.0,40.0,19.47,3.0,26.0,,,3.0,39.0,,17.0
20.0,,,,36.0,,75.0,40.0,,19.24,,,,,,Smoothbore Dwarven Hand Cannon,,,,Heirloom,,,,75.0,40.0,19.24,3.0,26.0,,,3.0,,,16.0
25.0,,,,18.0,,69.0,45.0,,19.13,95.0,,,,15.0,Arbalest of Erupting Fury,,,,Epic,85.0,,,69.0,45.0,19.13,3.0,26.0,,,3.0,38.0,,
,,,,8.0,,18.0,10.0,,7.2,80.0,9.0,74.0,,,Trail of Embers,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,,,69.0,45.0,,19.13,85.0,15.0,,,18.0,Mountainscaler Crossbow,,,,Uncommon,87.0,,,69.0,45.0,19.13,3.0,26.0,,,3.0,38.0,,
,,,,,,18.0,10.0,,7.18,80.0,8.0,74.0,,9.0,Finger of Zon'ozz,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,17.0,,68.0,45.0,,18.89,120.0,,,,,Cataclysmic Gladiator's Heavy Crossbow,,,,Epic,85.0,,,68.0,45.0,18.89,3.0,26.0,,,3.0,38.0,,17.0
,,,,8.0,,18.0,10.0,,7.18,110.0,,74.0,,,Cataclysmic Gladiator's Touch of Defeat,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,16.0,,65.0,47.0,,18.79,120.0,,,,16.0,Themios the Darkbringer,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
25.0,,,,,,73.0,39.0,,18.72,85.0,,,,,Polished Gun,,,,Uncommon,83.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
,,,,,,18.0,10.0,,7.15,110.0,,74.0,,,Vicious Gladiator's Baton of Light,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,8.0
25.0,,,,16.0,,73.0,39.0,,18.72,100.0,,,,16.0,Bronze Blaster,,,,Rare,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
,,,,,,18.0,10.0,,7.15,80.0,,74.0,,,Vicious Gladiator's Baton of Light,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,8.0
25.0,,,,,,65.0,47.0,,18.79,85.0,,,,,Polished Bow,,,,Uncommon,83.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
25.0,,,,,,65.0,47.0,,18.79,85.0,,,,,Bronzed Bow,,,,Uncommon,84.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
25.0,,,,19.0,,64.0,47.0,,18.55,80.0,,,,13.0,Sporeshot,,,,Rare,,,,64.0,47.0,18.55,3.0,15.0,,,3.0,37.0,,
,,,,7.0,,17.0,10.0,,6.85,90.0,,70.0,,9.0,Cyu's Ornate Wand,,,,Rare,83.0,,,,,,,26.0,,,2.0,18.0,,
,,,,,,17.0,10.0,,6.83,75.0,,70.0,,,Blackwolf Wand,,,,Uncommon,84.0,,,,,,,26.0,,,2.0,18.0,,
24.0,,,,,,71.0,38.0,,18.21,85.0,18.0,,,13.0,Pearl-Handled Long Gun,,,,Uncommon,,,,71.0,38.0,18.21,3.0,26.0,,,3.0,36.0,,
24.0,,,,,,65.0,43.0,,18.05,85.0,,,,,Bladefist Crossbow,,,,Uncommon,83.0,,,65.0,43.0,18.05,3.0,26.0,,,3.0,36.0,,
28.0,,,,20.0,,79.0,58.0,,22.93,120.0,16.0,,,,Hisek's Reserve Longbow,,1.0,,Epic,90.0,,,79.0,58.0,22.93,3.0,15.0,Prismatic socket,,3.0,46.0,,
28.0,,,,13.0,,83.0,55.0,,23.03,120.0,21.0,,,,Death Lotus Crossbow,,1.0,,Epic,90.0,,,83.0,55.0,23.03,3.0,26.0,Prismatic socket,,3.0,46.0,,
,,,,8.0,,22.0,13.0,,8.75,110.0,,86.0,,8.0,Immaculately Preserved Wand,,1.0,,Epic,90.0,,,,,,,26.0,Prismatic socket,,2.0,23.0,,
28.0,,,,13.0,,82.0,54.0,,22.77,120.0,21.0,,,,Death Lotus Crossbow,,1.0,,Epic,90.0,,,82.0,54.0,22.77,3.0,26.0,Prismatic socket,,3.0,46.0,,
,,,,,,21.0,12.0,,8.44,,,,,,Prideful Gladiator's Touch of Defeat,,,,Epic,90.0,,,,,,,26.0,,,2.0,,,
,,,,,,21.0,12.0,,8.44,,,,,,Prideful Gladiator's Baton of Light,,,,Epic,90.0,,,,,,,26.0,,,2.0,,,
,,,,,,78.0,57.0,,22.59,,,,,,Prideful Gladiator's Longbow,,,,Epic,90.0,,,78.0,57.0,22.59,3.0,15.0,,,3.0,,,
26.0,,,,13.0,,80.0,53.0,,22.19,120.0,20.0,,,,Death Lotus Crossbow,,1.0,,Epic,90.0,,,80.0,53.0,22.19,3.0,26.0,Prismatic socket,,3.0,44.0,,
,,,,9.0,,20.0,12.0,,8.02,110.0,,82.0,,9.0,Grievous Gladiator's Baton of Light,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
,,,,10.0,,20.0,12.0,,8.02,90.0,9.0,82.0,,,Karabor Arcanist Wand,,,,Rare,,,,,,,,26.0,,,2.0,21.0,,
28.0,,,,19.0,,74.0,54.0,,21.4,120.0,,,,19.0,Grievous Gladiator's Longbow,,,,Epic,90.0,,,74.0,54.0,21.4,3.0,15.0,,,3.0,43.0,,
28.0,,,,21.0,,74.0,54.0,,21.4,100.0,16.0,,,,Bow of the Iron Wolf,,,,Rare,,,,74.0,54.0,21.4,3.0,15.0,,,3.0,43.0,,
,,,,9.0,,20.0,12.0,,8.02,110.0,,82.0,,9.0,Grievous Gladiator's Baton of Light,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
,,,,9.0,,20.0,12.0,,8.02,110.0,,82.0,,9.0,Grievous Gladiator's Touch of Defeat,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
28.0,,,,19.0,,83.0,44.0,,21.3,120.0,,,,19.0,Grievous Gladiator's Rifle,,,,Epic,90.0,,,83.0,44.0,21.3,3.0,26.0,,,3.0,43.0,,
,,,,,,20.0,12.0,,8.02,,,,,,Grievous Gladiator's Touch of Defeat,,,,Epic,90.0,,,,,,,26.0,,,2.0,,,
28.0,,,,19.0,,83.0,44.0,,21.3,120.0,,,,19.0,Grievous Gladiator's Rifle,,,,Epic,90.0,,,83.0,44.0,21.3,3.0,26.0,,,3.0,43.0,,
28.0,,,,,,75.0,50.0,,20.87,120.0,,,,,Immaculate Pandaren Crossbow,,,,Epic,90.0,,,75.0,50.0,20.87,3.0,26.0,,,3.0,42.0,,
,,,,,,20.0,11.0,,7.96,110.0,,80.0,,,Immaculate Pandaren Wand,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
28.0,,,,,,75.0,50.0,,20.87,85.0,20.0,,,,Frostwolf Hunting Crossbow,,,,Uncommon,,,,75.0,50.0,20.87,3.0,26.0,,,3.0,42.0,,17.0
24.0,,,,15.0,,71.0,52.0,,20.57,120.0,17.0,,,,Shattered Tortoiseshell Longbow,,1.0,,Epic,90.0,,,71.0,52.0,20.57,3.0,15.0,Prismatic socket,,3.0,41.0,,
27.0,,,,16.0,,80.0,43.0,,20.53,120.0,17.0,,,,Voice of the Quilen,,1.0,,Epic,90.0,,,80.0,43.0,20.53,3.0,26.0,Prismatic socket,,3.0,38.0,,
27.0,,,,18.0,,74.0,49.0,,20.55,100.0,19.0,,,,Iron Horde Bolt-Thrower,,,,Rare,,,,74.0,49.0,20.55,3.0,26.0,,,3.0,41.0,,
,,Warlock,,9.0,,19.0,11.0,,7.61,,9.0,76.0,,,Felsoul Wand,,,,Uncommon,90.0,,,,,,,26.0,,,2.0,20.0,,
27.0,,,,18.0,,73.0,48.0,,20.23,100.0,17.0,,,,Houndmaster's Compound Crossbow,,,,Rare,90.0,,,73.0,48.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,70.0,51.0,,20.24,85.0,,,,17.0,Bow of the Rikkitun,,,,Uncommon,,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
27.0,,,,18.0,,73.0,48.0,,20.23,120.0,,,,18.0,Tyrannical Gladiator's Heavy Crossbow,,,,Epic,90.0,,,73.0,48.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,,,73.0,48.0,,20.23,85.0,,,,,Frostbitten Crossbow,,,,Uncommon,90.0,,,73.0,48.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,,,79.0,42.0,,20.23,100.0,,,,,Scavenged Pandaren Gun,,,,Rare,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
,,Mage,,9.0,,19.0,11.0,,7.61,,9.0,76.0,,,Mountainsage Wand,,,,Uncommon,90.0,,,,,,,26.0,,,2.0,20.0,,
,,Mage,,9.0,,19.0,11.0,,7.61,,9.0,76.0,,,Mountainsage Wand,,,,Uncommon,90.0,,,,,,,26.0,,,2.0,20.0,,
26.0,,,,,,72.0,47.0,,19.99,85.0,,,,,Engraved Crossbow,,,,Uncommon,88.0,,,72.0,47.0,19.99,3.0,26.0,,,3.0,39.0,,
26.0,,,,,,67.0,49.0,,19.43,85.0,,,,,Inlaid Bow,,,,Uncommon,87.0,,,67.0,49.0,19.43,3.0,15.0,,,3.0,39.0,,
26.0,,,,17.0,,70.0,46.0,,19.44,,,,,,Cataclysmic Gladiator's Heavy Crossbow,,,,Epic,85.0,,,70.0,46.0,19.44,3.0,26.0,,,3.0,39.0,,17.0
,,,,9.0,,18.0,10.0,,7.2,80.0,,74.0,,8.0,Stinger of the Flaming Scorpion,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,,,69.0,45.0,,19.13,85.0,,,,,Barbarian Crossbow,,,,Uncommon,85.0,,,69.0,45.0,19.13,3.0,26.0,,,3.0,38.0,,
25.0,,,,17.0,,66.0,48.0,,19.11,90.0,,,,,Ruthless Gladiator's Longbow,,,,Epic,85.0,,,66.0,48.0,19.11,3.0,15.0,,,3.0,38.0,,17.0
25.0,,,,17.0,,69.0,45.0,,19.13,,,,,,Ruthless Gladiator's Heavy Crossbow,,,,Epic,85.0,,,69.0,45.0,19.13,3.0,26.0,,,3.0,38.0,,17.0
25.0,,,,17.0,,74.0,40.0,,19.01,,,,,,Ruthless Gladiator's Rifle,,,,Epic,85.0,,,74.0,40.0,19.01,3.0,26.0,,,3.0,38.0,,17.0
,,,,,,18.0,10.0,,7.2,80.0,,74.0,,,Ruthless Gladiator's Baton of Light,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,8.0
,,,,8.0,,18.0,10.0,,7.2,80.0,,74.0,,,Ruthless Gladiator's Touch of Defeat,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
,,,,,,18.0,10.0,,7.15,80.0,,74.0,,,Ruthless Gladiator's Baton of Light,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,8.0
25.0,,,,,,67.0,44.0,,18.66,85.0,,,,,Bronzed Crossbow,,,,Uncommon,84.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
25.0,,,,16.0,,67.0,44.0,,18.66,95.0,,,,,Vicious Gladiator's Heavy Crossbow,,,,Epic,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,16.0
,,,,8.0,,18.0,10.0,,7.15,80.0,,74.0,,9.0,Zulian Voodoo Stick,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,20.0,,73.0,39.0,,18.72,100.0,13.0,,,,Lightningflash,,,,Rare,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
25.0,,,,,,73.0,39.0,,18.72,100.0,14.0,,,18.0,Thundercall,,,,Rare,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
25.0,,,,16.0,,67.0,44.0,,18.66,80.0,,,,16.0,Sky Piercer,,,,Rare,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
25.0,,,,16.0,,73.0,39.0,,18.72,,,,,,Vicious Gladiator's Rifle,,,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,16.0
25.0,,,,,,67.0,44.0,,18.59,85.0,,,,,Rustmaul Crossbow,,,,Uncommon,85.0,,,67.0,44.0,18.59,3.0,26.0,,,3.0,37.0,,
,,,,,,18.0,10.0,,7.13,55.0,9.0,70.0,,7.0,Shackle-Shatter Wand,,,,Uncommon,,,,,,,,26.0,,,2.0,18.0,,
25.0,,,,,,72.0,38.0,,18.49,85.0,,,,,Rustmaul Gun,,,,Uncommon,85.0,,,72.0,38.0,18.49,3.0,26.0,,,3.0,37.0,,
,,,,7.0,,18.0,10.0,,7.13,55.0,9.0,70.0,,,Darklight Torch,,,,Uncommon,,,,,,,,26.0,,,2.0,18.0,,
24.0,,,,18.0,,72.0,38.0,,18.43,100.0,12.0,,,,Lightningflash,,,,Rare,81.0,,,72.0,38.0,18.43,3.0,26.0,,,3.0,36.0,,
24.0,,,,16.0,,66.0,43.0,,18.28,65.0,16.0,,,,Scarab-Inlaid Crossbow,,,,Uncommon,,,,66.0,43.0,18.28,3.0,26.0,,,3.0,36.0,,
24.0,,,,,,70.0,37.0,,17.98,85.0,,,,,Splinterspear Gun,,,,Uncommon,81.0,,,70.0,37.0,17.98,3.0,26.0,,,3.0,36.0,,
,,,,8.0,,,,,2.53,,,166.0,,8.0,Malevolent Gladiator's Touch of Defeat,,,,Epic,90.0,,,,,,,26.0,,,0.02,18.0,,
237.0,,,,114.0,,643.0,428.0,,178.56,,,,,96.0,Arbalest of Erupting Fury,,,,Epic,85.0,,,643.0,428.0,178.56,3.0,26.0,,,3.0,356.0,,
,,,,,,,,,,,,,,,Irontree Bow,,,,Uncommon,84.0,,,,,,,15.0,,,,,,
28.0,,,,,,79.0,58.0,,22.93,120.0,13.0,,,21.0,Dagryn's Discarded Longbow,,1.0,,Epic,90.0,,,79.0,58.0,22.93,3.0,15.0,Prismatic socket,,3.0,46.0,,
,,,,8.0,,22.0,13.0,,8.75,110.0,,86.0,,8.0,Immaculately Preserved Wand,,1.0,,Epic,90.0,,,,,,,26.0,Prismatic socket,,2.0,23.0,,
