agi,agiint,agistr,agistrint,arcres,armor,atkpwr,classes,cooldown,critstrkrtng,dodgertng,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
,,,,,11.0,,,,,,,,,,,12.0,Berserker's Windwrap,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,12.0
,,,,,11.0,,,,11.0,,,,,18.0,,,Starblotter's Spellwrap,,,,Epic,100.0,,16.0,,,,,28.0,,,13.0
,,,,,10.0,,,,,,,,,,,,Ancestral Cloak,,,,Uncommon,99.0,,16.0,,,,,27.0,,,
17.0,,,,,10.0,,,,12.0,,,,,,,11.0,Hollowblood Drape,,,,Uncommon,,,16.0,,,,,26.0,,,
,,,,,11.0,,,,,,,,14.0,,,12.0,Warmongering Gladiator's Cloak of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,
,,,,,11.0,,,,,,,,,19.0,,,Sigil-Stitched Drape,,,,Epic,100.0,,16.0,,,,,28.0,,,25.0
,,,,,11.0,,,,10.0,,,,,,,14.0,Cloak of Unfulfilled Potential,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,18.0,,11.0,,Demon hunter,,12.0,,,,13.0,18.0,,,Illidari Drape,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,18.0,,11.0,,,,10.0,,,,,18.0,,14.0,Drape of the Undying Raider,,,,Uncommon,,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Wild Combatant's Drape of Contemplation,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,,18.0,,11.0,,,,,,,,16.0,18.0,,9.0,Royal Apothecary Drape,,,,Rare,,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,,18.0,,,Blackfire Cape,,,,Epic,100.0,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,,,,,,,,12.0,Three-Clefthoof Cape,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,12.0
18.0,,18.0,,,11.0,,,,11.0,,,,,,,,Wild Aspirant's Cloak of Endurance,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,13.0
,,,,,11.0,,,,11.0,,,,,18.0,,,Warmongering Aspirant's Drape of Meditation,,,,Uncommon,100.0,,16.0,,,,,28.0,,,13.0
,,,,,10.0,,,,12.0,,,,,17.0,,,Hollowblood Scarf,,,,Uncommon,,,16.0,,,,,26.0,,,10.0
,,,,,10.0,,,,12.0,,,,,17.0,,12.0,Kaelynara's Scarf,,,,Uncommon,,,16.0,,,,,26.0,,,
17.0,,17.0,,,10.0,,,,,,,,,,,11.0,Double Layered Frostboar Cloak,,,,Rare,94.0,,16.0,,,,,26.0,17.0,,12.0
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Binding of Strength,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Binding of Agility,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Binding of Agility,,,,Common,100.0,,,,,,,,,,
,,,,,11.0,,,,,,,,,19.0,,12.0,Warmongering Gladiator's Drape of Contemplation,,,,Epic,100.0,,16.0,,,,,29.0,,,14.0
18.0,,,,,11.0,,,,12.0,,,,12.0,,,,Scout's Spy Cloak,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,,,,11.0,,,,10.0,,,,14.0,,,,Highmaul Magi Scarf,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,12.0,,,,12.0,,,,Haunter's Kurzed Cloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,18.0,,11.0,,,,,,,,10.0,18.0,,14.0,Dreadbog Fungalflesh Cape,,,,Rare,98.0,,16.0,,,,,28.0,18.0,,
18.0,,,18.0,,11.0,,Warrior,,,,,,,18.0,,14.0,Defiant Cloak of Stoicism,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,11.0
,,,,,11.0,,,,,,,,,18.0,,13.0,Gill's Glorious Windcloak,,,,Epic,100.0,,16.0,,,,,28.0,,,11.0
18.0,,,18.0,,11.0,,,,,,,,16.0,18.0,,9.0,Cloak of the Greywatch,,,,Rare,,,16.0,,,,,28.0,18.0,,
18.0,,18.0,,,11.0,,,,13.0,,,,,,,,Flamescarred Drape,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,11.0
,,,,,11.0,,Warrior,,,,,,,,,12.0,Oathsworn Cloak of Stoicism,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,12.0
18.0,,,,,11.0,,,,,,,,,,,,Arrowleaf Longcloak,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,Warrior,,,,,,,,,12.0,Oathsworn Cloak of Stoicism,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,12.0
,,,,,10.0,,,,,,,,,,,12.0,Tarred Greatcloak,,,,Rare,95.0,,16.0,,,,,26.0,17.0,,11.0
,,,,,10.0,,,,,,,,,,,,Sunsworn Cloak,,,,Uncommon,96.0,,16.0,,,,,25.0,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Intellect,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Binding of Intellect,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Strength,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Strength,,,,Common,100.0,,,,,,,,,,
,,,,,11.0,,,,,,,,14.0,19.0,,12.0,Warmongering Gladiator's Drape of Prowess,,,,Epic,100.0,,16.0,,,,,29.0,,,
19.0,,19.0,,,11.0,,,,12.0,,,,,,,,Warmongering Gladiator's Cloak of Endurance,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,14.0
19.0,,19.0,,,11.0,,,,,,,,7.0,,,11.0,Marked Cloak of Command,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,7.0
19.0,,,,,11.0,,,,14.0,,,,,,,12.0,Warmongering Combatant's Cape of Cruelty,,,,Rare,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,,,,,14.0,19.0,,12.0,Wild Gladiator's Drape of Prowess,,,,Epic,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,13.0,,,,11.0,,,,Primal Gladiator's Cloak of Prowess,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,,18.0,,13.0,Ethereal Refractory Heartcloak,,,,Epic,100.0,,16.0,,,,,28.0,,,11.0
18.0,,18.0,,,11.0,,,,12.0,,,,12.0,,,,Steelsnout's Steely Hide,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
18.0,,18.0,,,11.0,,,,11.0,,,,,,,,Primal Gladiator's Cloak of Endurance,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,13.0
18.0,,,,,11.0,,,,13.0,,,,,,,11.0,Wild Combatant's Cape of Cruelty,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,12.0,,,,,,,,Gorian Strategy Map,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,12.0
18.0,,,18.0,,11.0,,,,,,,,17.0,18.0,,8.0,Ragemaw's Hide,,,,Rare,98.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,12.0,,,,,,,12.0,Flawless Crystal Reinforced Doomcloak,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,12.0,18.0,,12.0,Cloak of Overflowing Energies,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,12.0,18.0,,,Embroidered Wolfsfur Cloak,,,,Rare,98.0,,16.0,,,,,28.0,,,12.0
,,,,,11.0,,,,12.0,,,,,,,,Gar'rok's Weathered Cloak,,,,Uncommon,,,16.0,,,,,28.0,18.0,,13.0
18.0,,,,,11.0,,,,,,,,,,,12.0,Craven Coward's Cloak,,,,Rare,100.0,,16.0,,,,,28.0,,,12.0
,,,,,11.0,,,,,,,,11.0,18.0,,,Cloak of Mending Magics,,,,Rare,100.0,,16.0,,,,,28.0,,,13.0
18.0,,18.0,,,11.0,,,,,,,,,,,10.0,Storm Scale Cloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,14.0
18.0,,18.0,,,11.0,,,,,,,,,,,11.0,Cloak of Steeled Nerves,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,13.0
,,,,,10.0,,,,,,,,12.0,17.0,,12.0,Hami-Down Cloak,,,,Rare,94.0,,16.0,,,,,26.0,,,
16.0,,,,,10.0,,,,10.0,,,,11.0,,,,Grace of Dionor,,,,Rare,,,16.0,,,,,24.0,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Intellect,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Agility,,,,Common,100.0,,,,,,,,,,
,,,,,1.0,,,,,,,,,,,,Tournament Gladiator's Cloak of Prowess,,,,Epic,100.0,,16.0,,,,,,,,
19.0,,19.0,,,11.0,,,,12.0,,,,,,,,Warmongering Combatant's Cloak of Endurance,,,,Rare,100.0,,16.0,,,,,29.0,19.0,,14.0
19.0,,,,,11.0,,,,14.0,,,,,,,12.0,Warmongering Combatant's Cape of Cruelty,,,,Rare,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,,,,,14.0,19.0,,12.0,Warmongering Combatant's Drape of Prowess,,,,Rare,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,,,,,14.0,,,12.0,Wild Gladiator's Cloak of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,
18.0,,,,,11.0,,,,13.0,,,,11.0,,,,Exceptional Crystal-Edged Bladecloak,,,,Epic,100.0,,16.0,,,,,28.0,,,
18.0,,,,,11.0,,,,,,,,11.0,,,13.0,Primal Gladiator's Cape of Prowess,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,12.0,,,,12.0,18.0,,,Scorchburn Cloak,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,11.0,18.0,,,Exceptional Crystalclasp Stormcloak,,,,Epic,100.0,,16.0,,,,,28.0,,,13.0
,,,,,11.0,,,,12.0,,,,,,,12.0,Exceptional Crystal Reinforced Doomcloak,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,13.0,18.0,,11.0,Wild Combatant's Drape of Prowess,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,11.0,18.0,,,Flawless Crystalclasp Stormcloak,,,,Epic,100.0,,16.0,,,,,28.0,,,13.0
18.0,,,,,11.0,,,,,,,,,,,,Marshwater Cape,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,,18.0,,11.0,,,,9.0,,,,,18.0,,16.0,Nar'thalas Protector's Cape,,,,Rare,,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,,18.0,,,Marshwater Mantle,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,,,,,,,,,Ultimate Greatcloak,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Primal Gladiator's Drape of Contemplation,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,Shaman,,,,,,12.0,18.0,,12.0,Streamtalker Cloak of Destruction,,,,Uncommon,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,12.0,,,12.0,Fleshhook Cloak,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
18.0,,18.0,,,11.0,,,,13.0,,,,,,,,Cloak of Bloody Forces,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,11.0
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Primal Combatant's Drape of Cruelty,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,,,,11.0,,,,12.0,,,,12.0,,,,Cloak of Cascading Blades,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,,18.0,,13.0,Refractory Heartcloak,,,,Rare,100.0,,16.0,,,,,28.0,,,11.0
18.0,,,,,11.0,,,,12.0,,,,13.0,,,,Gar'rok's Sun-Faded Cloak,,,,Uncommon,,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,,,,,13.0,,,,Shard-Covered Dreadcloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,11.0
18.0,,18.0,,,11.0,,,,11.0,,,,,,,,Wild Aspirant's Cloak of Endurance,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,13.0
18.0,,,,,11.0,,,,,,,,,,,,Barkwound Woodcloak,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,,,,11.0,,,,13.0,,,,,,,11.0,Primal Aspirant's Cape of Cruelty,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,13.0,,,11.0,Primal Combatant's Cloak of Cruelty,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,,18.0,,,Darkshadow Drape,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,11.0,,,,13.0,,,,Slime Coated Kingscloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,13.0,,,,11.0,,,,Headscythe Greatcloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
,,,,,9.0,,,,,,,,,,,,Evermorn Cloak,,,,Uncommon,93.0,,16.0,,,,,24.0,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Agility,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Binding of Strength,,,,Common,100.0,,,,,,,,,,
,,,,,1.0,,,,,,,,,,,,Tournament Gladiator's Drape of Cruelty,,,,Epic,100.0,,16.0,,,,,,,,
,,,,,1.0,,,,,,,,,,,,Tournament Gladiator's Drape of Prowess,,,,Epic,100.0,,16.0,,,,,,,,
,,,,,11.0,,,,12.0,,,,,19.0,,,Warmongering Gladiator's Drape of Meditation,,,,Epic,100.0,,16.0,,,,,29.0,,,14.0
,,,,,11.0,,,,12.0,,,,,19.0,,,Warmongering Gladiator's Drape of Contemplation,,,,Epic,100.0,,16.0,,,,,29.0,,,14.0
19.0,,,,,11.0,,,,14.0,,,,,,,12.0,Warmongering Gladiator's Cape of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,,,
19.0,,,,,11.0,,,,7.0,,,,,,,11.0,Gossamer Felscorched Scarf,,,,Epic,100.0,,16.0,,,,,29.0,,,7.0
,,,,,11.0,,,,11.0,,,,,,,7.0,Drape of the Doomguard,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,7.0
,,,,,11.0,,,,,,,,14.0,19.0,,12.0,Warmongering Combatant's Drape of Prowess,,,,Rare,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,14.0,,,,12.0,,,,Warmongering Combatant's Cloak of Prowess,,,,Rare,100.0,,16.0,,,,,29.0,19.0,,
,,,,,11.0,,,,,,,,14.0,,,12.0,Warmongering Combatant's Cloak of Cruelty,,,,Rare,100.0,,16.0,,,,,29.0,19.0,,
19.0,,,,,11.0,,,,14.0,,,,,,,12.0,Wild Gladiator's Cape of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,14.0,,,,,19.0,,12.0,Wild Gladiator's Drape of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,14.0,,,,,19.0,,12.0,Wild Gladiator's Drape of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,,,
19.0,,,,,11.0,,,,,,,,12.0,,,14.0,Warmongering Combatant's Cape of Prowess,,,,Rare,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,,,,,14.0,19.0,,12.0,Wild Gladiator's Drape of Prowess,,,,Epic,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,12.0,,,,,19.0,,,Wild Gladiator's Drape of Meditation,,,,Epic,100.0,,16.0,,,,,29.0,,,14.0
,,,,,11.0,,,,12.0,,,,,19.0,,,Warmongering Combatant's Drape of Meditation,,,,Rare,100.0,,16.0,,,,,29.0,,,14.0
19.0,,19.0,,,11.0,,,,,,,,,,,16.0,Greatcloak of the Terrible Feast,,,,Epic,100.0,,16.0,,,,,28.0,19.0,,9.0
18.0,,,,,11.0,,,,,,,,14.0,,,10.0,Deadshot Longcloak,,,,Epic,100.0,,16.0,,,,,28.0,,,
18.0,,,18.0,,11.0,,,,,,,,18.0,18.0,,7.0,Farseeker Drape,,,,Uncommon,,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,13.0,,,11.0,Primal Gladiator's Cloak of Cruelty,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,18.0,,11.0,,,,17.0,,,,8.0,18.0,,,Galeborn's Oiled Cloak,,,,Uncommon,,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,13.0,,,,11.0,,,,Wild Combatant's Cloak of Prowess,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,,,,,,,,,Marshwater Cloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
18.0,,18.0,,,11.0,,,,11.0,,,,,,,,Wild Combatant's Cloak of Endurance,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,13.0
,,,,,11.0,,,,16.0,,,,8.0,,,,Commander's Seat Cushion Cover,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Primal Gladiator's Drape of Cruelty,,,,Epic,100.0,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,,,,,,,,,Unfailing Mantle,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,12.0,,,,12.0,18.0,,,Musky Bat Fur Cloak,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Force Nova Cloak,,,,Epic,100.0,,16.0,,,,,28.0,,,
18.0,,,18.0,,11.0,,Paladin,,,,,,,18.0,,14.0,Duskbreaker Cloak of Wisdom,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,11.0
,,,,,11.0,,,,,,,,,18.0,,,Hearthhealer Cloak,,,,Epic,100.0,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,11.0,,,,,,,,Primal Gladiator's Cloak of Endurance,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,13.0
18.0,,,18.0,,11.0,,Death knight,,14.0,,,,,18.0,,11.0,Inexorable Cloak of Battle,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,,,11.0,,,,,,,,,,,12.0,Fire-Smothering Greatcloak,,,,Epic,100.0,,16.0,,,,,28.0,,,12.0
18.0,,,18.0,,11.0,,,,,,,,,18.0,,16.0,Indomitable Bearskin Cloak,,,,Rare,98.0,,16.0,,,,,28.0,18.0,,8.0
,,,,,11.0,,,,,,,,13.0,,,11.0,Primal Gladiator's Cloak of Cruelty,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,18.0,,11.0,,Priest,,,,,,11.0,18.0,,14.0,Soulward Cloak of Destruction,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,,,11.0,,,,,,,,11.0,,,13.0,Primal Gladiator's Cape of Prowess,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Wild Combatant's Drape of Cruelty,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,11.0,,,,,18.0,,,Wild Combatant's Drape of Meditation,,,,Rare,100.0,,16.0,,,,,28.0,,,13.0
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Primal Gladiator's Drape of Cruelty,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,,18.0,,,Fathom-Ripped Cape,,,,Epic,100.0,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,,,,,,,,12.0,Blackrock Ironweave Cloak,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,12.0
,,,,,11.0,,,,11.0,,,,,18.0,,,Wild Combatant's Drape of Meditation,,,,Rare,100.0,,16.0,,,,,28.0,,,13.0
18.0,,,18.0,,11.0,,Druid,,,,,,,18.0,,14.0,Nurturer Cloak of Wisdom,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,11.0
18.0,,18.0,,,11.0,,,,,,,,13.0,,,,Ethereal Shard-Covered Dreadcloak,,,,Epic,100.0,,16.0,,,,,28.0,18.0,,11.0
18.0,,,,,11.0,,,,14.0,,,,,,,10.0,Unfired Ejection Parachute,,,,Epic,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,13.0,,,11.0,Wild Combatant's Cloak of Cruelty,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,Priest,,,,,,12.0,18.0,,12.0,Communal Cloak of Destruction,,,,Uncommon,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,Druid,,,,,,12.0,18.0,,12.0,Springrain Cloak of Destruction,,,,Uncommon,100.0,,16.0,,,,,28.0,,,
18.0,,,,,11.0,,Shaman,,12.0,,,,12.0,,,,Streamtalker Cloak of Rage,,,,Uncommon,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,10.0,,,,,18.0,,,Greatcloak of Impactful Pulses,,,,Epic,100.0,,16.0,,,,,28.0,,,13.0
,,,,,11.0,,Warrior,,12.0,,,,,,,12.0,Oathsworn Cloak of Battle,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,Priest,,,,,,,18.0,,12.0,Communal Cloak of Wisdom,,,,Uncommon,100.0,,16.0,,,,,28.0,,,12.0
18.0,,,,,11.0,,,,13.0,,,,11.0,,,,Crystal-Edged Bladecloak,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,11.0,18.0,,,Crystalclasp Stormcloak,,,,Rare,100.0,,16.0,,,,,28.0,,,13.0
,,,,,11.0,,,,,,,,13.0,18.0,,11.0,Primal Combatant's Drape of Prowess,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,Priest,,,,,,12.0,18.0,,12.0,Communal Cloak of Destruction,,,,Rare,100.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,12.0,,,,,,,12.0,Crystal Reinforced Doomcloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,
,,,,,11.0,,,,13.0,,,,,18.0,,11.0,Wild Aspirant's Drape of Cruelty,,,,Uncommon,100.0,,16.0,,,,,28.0,,,
18.0,,,,,11.0,,,,,,,,11.0,,,13.0,Tura'aka's Clipped Wing,,,,Rare,98.0,,16.0,,,,,28.0,,,
,,,,,11.0,,,,,,,,12.0,18.0,,12.0,Gar'rok's Patchwork Cloak,,,,Uncommon,,,16.0,,,,,28.0,,,
,,,,,11.0,,,,11.0,,,,,18.0,,,Warmongering Aspirant's Drape of Meditation,,,,Uncommon,100.0,,16.0,,,,,28.0,,,13.0
,,,,,11.0,,Shaman,,,,,,12.0,18.0,,12.0,Streamtalker Cloak of Destruction,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,11.0,,,,,,,,Warmongering Aspirant's Cloak of Endurance,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,13.0
,,,,,11.0,,,,,,,,13.0,,,11.0,Warmongering Aspirant's Cloak of Cruelty,,,,Uncommon,100.0,,16.0,,,,,28.0,18.0,,
18.0,,,,,11.0,,,,13.0,,,,,,,11.0,Primal Combatant's Cape of Cruelty,,,,Rare,100.0,,16.0,,,,,28.0,,,
18.0,,18.0,,,11.0,,,,,,,,,,,12.0,Three-Kodohide Cloak,,,,Rare,100.0,,16.0,,,,,28.0,18.0,,12.0
,,,,,10.0,,,,,,,,,,,,Shadowsage Cloak,,,,Uncommon,97.0,,16.0,,,,,26.0,,,
,,,,,10.0,,,,,,,,,,,,Ruhkmari Cloak,,,,Uncommon,98.0,,16.0,,,,,26.0,,,
17.0,,17.0,,,10.0,,,,,,,,,,,12.0,Kaelynara's Rugged Cloak,,,,Uncommon,,,16.0,,,,,26.0,17.0,,12.0
,,,,,10.0,,,,,,,,11.0,16.0,,11.0,Eldodin's Elegant Drape,,,,Rare,92.0,,16.0,,,,,24.0,,,
,,,,,10.0,,,,,,,,,,,,Soulkeeper Cloak,,,,Uncommon,95.0,,16.0,,,,,24.0,,,
16.0,,16.0,,,10.0,,,,,,,,12.0,,,,Fortitude of Dionor,,,,Rare,,,16.0,,,,,24.0,16.0,,10.0
,,,,,9.0,,,,,,,,,,,,Moonwhisper Cloak,,,,Uncommon,91.0,,16.0,,,,,23.0,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Intellect,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Word of Strength,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Cloak - Binding of Intellect,,,,Common,100.0,,,,,,,,,,
,,,,,1.0,,,,,,,,,,,,Tournament Gladiator's Cape of Prowess,,,,Epic,100.0,,16.0,,,,,,,,
,,,,,1.0,,,,,,,,,,,,Tournament Gladiator's Cloak of Cruelty,,,,Epic,100.0,,16.0,,,,,,,,
,,,,,11.0,,,,14.0,,,,12.0,,,,Warmongering Gladiator's Cloak of Prowess,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,
,,,,,11.0,,,,,,,,14.0,,,12.0,Warmongering Gladiator's Cloak of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,
19.0,,,,,11.0,,,,,,,,12.0,,,14.0,Warmongering Gladiator's Cape of Prowess,,,,Epic,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,14.0,,,,12.0,,,,Wild Gladiator's Cloak of Prowess,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,
19.0,,19.0,,,11.0,,,,12.0,,,,,,,,Wild Gladiator's Cloak of Endurance,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,14.0
,,,,,11.0,,,,12.0,,,,,19.0,,,Warmongering Combatant's Drape of Contemplation,,,,Rare,100.0,,16.0,,,,,29.0,,,14.0
,,,,,11.0,,,,14.0,,,,12.0,,,,Wild Gladiator's Cloak of Prowess,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,
19.0,,19.0,,,11.0,,,,12.0,,,,,,,,Wild Gladiator's Cloak of Endurance,,,,Epic,100.0,,16.0,,,,,29.0,19.0,,14.0
19.0,,19.0,,,11.0,,,,12.0,,,,,,,,Warmongering Combatant's Cloak of Endurance,,,,Rare,100.0,,16.0,,,,,29.0,19.0,,14.0
,,,,,11.0,,,,14.0,,,,12.0,,,,Warmongering Combatant's Cloak of Prowess,,,,Rare,100.0,,16.0,,,,,29.0,19.0,,
19.0,,,,,11.0,,,,14.0,,,,,,,12.0,Wild Gladiator's Cape of Cruelty,,,,Epic,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,14.0,,,,,19.0,,12.0,Warmongering Combatant's Drape of Cruelty,,,,Rare,100.0,,16.0,,,,,29.0,,,
,,,,,11.0,,,,12.0,,,,,19.0,,,Wild Gladiator's Drape of Meditation,,,,Epic,100.0,,16.0,,,,,29.0,,,14.0
