agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,42.0,,,11.0,,55.0,,,,17.0,,13.0,Greatbelt of Living Waters,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
,,,11.0,"Priest,Mage,Warlock",,13.0,,55.0,,,13.0,20.0,,,Prideful Gladiator's Cord of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,34.0,,,
20.0,20.0,,28.0,Shaman,,,,55.0,,,13.0,20.0,,13.0,Prideful Gladiator's Waistguard of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,34.0,,,
,,,42.0,Paladin,,13.0,,55.0,,,,20.0,,13.0,Prideful Gladiator's Clasp of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,34.0,20.0,20.0,
,,,42.0,Death knight,,,,,,,,,,,Prideful Gladiator's Dreadplate Girdle,,,,Epic,,90.0,6.0,,,,,,,,
,,,11.0,Mage,,,,,,,,,,,Prideful Gladiator's Silk Cord,,,,Epic,,90.0,6.0,,,,,,,,
,,,11.0,Warlock,,,,,,,,,,,Prideful Gladiator's Felweave Cord,,,,Epic,,90.0,6.0,,,,,,,,
,,,11.0,"Priest,Mage,Warlock",,,,55.0,,,13.0,20.0,,13.0,Prideful Gladiator's Cord of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,34.0,,,
,,,19.0,Rogue,,,,,,,,,,,Prideful Gladiator's Leather Waistband,,,,Epic,,90.0,6.0,,,,,,,,
,,,19.0,Druid,,,,,,,,,,,Prideful Gladiator's Kodohide Belt,,,,Epic,,90.0,6.0,,,,,,,,
,,,28.0,Shaman,,,,,,,,,,,Prideful Gladiator's Mail Waistguard,,,,Epic,,90.0,6.0,,,,,,,,
,,,19.0,Monk,,,,,,,,,,,Prideful Gladiator's Copperskin Waistband,,,,Epic,,90.0,6.0,,,,,,,,
,,,41.0,,,12.0,,55.0,,,,16.0,,11.0,Ashen Wall Girdle,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
,,,11.0,,,13.0,,55.0,,,10.0,16.0,,,Cord of Cacophonous Cawing,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,41.0,,,12.0,,55.0,,,,16.0,,12.0,Plated Toothbreaker Girdle,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
22.0,22.0,,19.0,,,,,55.0,,,,22.0,,,Cranefeather Waistband,,,,Epic,,90.0,6.0,,,,,33.0,,,
,,,11.0,,,10.0,,55.0,,,13.0,16.0,,,Miasmic Skullbelt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,41.0,,,9.0,,55.0,,,,16.0,,13.0,Untarnishable Greatbelt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
16.0,16.0,,19.0,,,,,55.0,,,12.0,16.0,,12.0,Girdle of Night and Day,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,,,
16.0,16.0,,19.0,,,10.0,,55.0,,,13.0,16.0,,,Dragonmaw Emergency Strap,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,11.0,,,,,55.0,,,,22.0,,,Cloudscorcher Belt,,,,Epic,,90.0,6.0,,,,,33.0,,,
,,,41.0,,,,,55.0,,,11.0,16.0,,12.0,Refreshing Abalone Girdle,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
,,,11.0,,,9.0,,55.0,,,13.0,16.0,,,Miasmic Skullbelt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,11.0,,,12.0,,55.0,,,,16.0,,11.0,Quet'zal's Crackling Cord,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,11.0,,,14.0,,55.0,,,,19.0,,9.0,Abandoned Zandalari Shadowgirdle,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
19.0,19.0,,18.0,,,13.0,,55.0,,,11.0,19.0,,,Abandoned Zandalari Silentbelt,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,40.0,,,,,55.0,,,10.0,16.0,,12.0,Refreshing Abalone Girdle,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,32.0,16.0,16.0,
,,,40.0,,,12.0,,55.0,,,,19.0,,12.0,Abandoned Zandalari Greatbelt,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,19.0,19.0,
18.0,18.0,,26.0,Shaman,,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Waistguard of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,26.0,Shaman,,,,,,,,,,,Grievous Gladiator's Mail Waistguard,,,,Epic,,90.0,6.0,,,,,,,,
18.0,18.0,,18.0,,,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Belt of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,39.0,,,13.0,,55.0,,,11.0,18.0,,,Belt of the Tyrannotitan,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
18.0,18.0,,26.0,"Hunter,Shaman",,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Links of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,39.0,"Warrior,Paladin,Death knight",,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Girdle of Prowess,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,39.0,,,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Girdle of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,39.0,"Warrior,Paladin,Death knight",,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Girdle of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,39.0,,,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Girdle of Prowess,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,39.0,"Warrior,Paladin,Death knight",,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Girdle of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,39.0,Paladin,,,,55.0,,,12.0,18.0,,12.0,Grievous Gladiator's Clasp of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,11.0,"Priest,Mage,Warlock",,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Cord of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,26.0,Hunter,,,,,,,,,,,Grievous Gladiator's Chain Links,,,,Epic,,90.0,6.0,,,,,,,,
18.0,18.0,,18.0,,,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Waistband of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,18.0,Monk,,,,,,,,,,,Grievous Gladiator's Copperskin Waistband,,,,Epic,,90.0,6.0,,,,,,,,
18.0,18.0,,26.0,"Hunter,Shaman",,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Links of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,11.0,"Priest,Mage,Warlock",,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Cord of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,18.0,,,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Waistband of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,18.0,,,12.0,,55.0,,,,18.0,,12.0,Girdle of the Derrodoccus,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,18.0,Rogue,,,,,,,,,,,Grievous Gladiator's Leather Waistband,,,,Epic,,90.0,6.0,,,,,,,,
18.0,18.0,,26.0,"Hunter,Shaman",,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Links of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,26.0,,,12.0,,55.0,,,12.0,18.0,,,Belt of the Dying Diemetradon,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,18.0,,,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Waistband of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,26.0,Shaman,,,,,,,,,,,Grievous Gladiator's Ringmail Waistguard,,,,Epic,,90.0,6.0,,,,,,,,
18.0,18.0,,18.0,,,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Waistband of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,39.0,,,,,55.0,,,,21.0,,,Doubtcrusher Girdle,,,,Epic,,90.0,6.0,,,,,32.0,21.0,21.0,
,,,39.0,,,,,55.0,,,,21.0,,,Thunder Bastion Girdle,,,,Epic,,90.0,6.0,,,,,32.0,21.0,21.0,
,,,39.0,,,9.0,,55.0,,,12.0,15.0,,,Warbelt of Sealed Pods,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,32.0,15.0,15.0,
21.0,21.0,,26.0,,,,,40.0,,,12.0,21.0,,15.0,Rangari Initiate Belt,,,,Uncommon,,,6.0,,,,,32.0,,,
,,,39.0,,,,,40.0,,,,21.0,,14.0,Karabor Honor Guard Girdle,,,,Uncommon,,,6.0,,,,,32.0,21.0,21.0,13.0
17.0,17.0,,17.0,,,,,55.0,,,12.0,17.0,,11.0,Malevolent Gladiator's Belt of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
20.0,20.0,,17.0,Monk,,,,55.0,,,,20.0,,,Crimson Schism Cord,,,,Epic,,90.0,6.0,,,,,30.0,,,
,,,10.0,Priest,,,,40.0,,,12.0,20.0,,14.0,Communal Sash,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
,,,10.0,"Priest,Mage,Warlock",,,,50.0,,,12.0,17.0,,11.0,Dreadful Gladiator's Cord of Meditation,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Links of Cruelty,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,,17.0,,12.0,Soothing Straps,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Links of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,,,,,55.0,,,,20.0,,,Yak Wool Cord,,,,Epic,,90.0,6.0,,,,,30.0,,,
,,,37.0,Paladin,,11.0,,50.0,,,,17.0,,12.0,Crafted Dreadful Gladiator's Clasp of Cruelty,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
20.0,20.0,,17.0,Druid,,10.0,,40.0,,,,20.0,,15.0,Springrain Cord,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
,,,37.0,Paladin,,,,55.0,,,12.0,17.0,,11.0,Tyrannical Gladiator's Clasp of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
17.0,17.0,,25.0,Shaman,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Waistguard of Cruelty,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,,,,,50.0,,,,20.0,,,Greenstone Girdle,,,,Rare,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,37.0,Paladin,,,,55.0,,,,20.0,,,Secessionist's Belt,,,,Epic,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,37.0,Paladin,,,,40.0,,,12.0,20.0,,14.0,Sunsoul Belt,,,,Uncommon,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,10.0,"Priest,Mage,Warlock",,,,55.0,,,12.0,17.0,,11.0,Malevolent Gladiator's Cord of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,,,,,50.0,,,,20.0,,,Mogu-Wrought Girdle,,,,Rare,,90.0,6.0,,,,,30.0,20.0,20.0,
17.0,17.0,,17.0,,,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Waistband of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,,,14.0,,55.0,,,,20.0,,12.0,Girdle of Shan'ze Glory,,,,Epic,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,37.0,,,,,40.0,,,,20.0,,,Bladespire Girdle,,,,Uncommon,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,37.0,Death knight,,12.0,,40.0,,,,20.0,,14.0,Heart-Lesion Girdle,,,,Uncommon,,90.0,6.0,,,,,30.0,20.0,20.0,
17.0,17.0,,25.0,Shaman,,,,55.0,,,12.0,17.0,,11.0,Malevolent Gladiator's Waistguard of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,,,14.0,,50.0,,,,20.0,,,Lucidity Clasp,,,,Rare,,,6.0,,,,,30.0,20.0,20.0,11.0
20.0,20.0,,17.0,,,13.0,,55.0,,,14.0,20.0,,,Skumblade-Tooth Girdle,,,,Epic,,90.0,6.0,,,,,30.0,,,
,,,37.0,Paladin,,,,55.0,,,,20.0,,,Secessionist's Belt,,,,Epic,,90.0,6.0,,,,,30.0,20.0,20.0,
17.0,17.0,,25.0,Shaman,,,,55.0,,,12.0,17.0,,11.0,Malevolent Gladiator's Waistguard of Meditation,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,12.0,17.0,,,Tyrannical Gladiator's Waistband of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,17.0,,,15.0,,55.0,,,,20.0,,10.0,Cinch of the Dead Forest's Vigil,,,,Epic,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,25.0,,,,,55.0,,,,20.0,,,Crimsonscale Belt,,,,Epic,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Waistband of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,,,9.0,,55.0,,,11.0,14.0,,,Belt of Malleable Amber,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,30.0,,,
,,,10.0,Mage,,,,55.0,,,,20.0,,,Dissident's Belt,,,,Epic,,90.0,6.0,,,,,30.0,,,
,,,10.0,,,11.0,,50.0,,,,20.0,,15.0,Dreadspinner Cord,,,,Rare,,,6.0,,,,,30.0,,,
17.0,17.0,,25.0,Shaman,,,,50.0,,,12.0,17.0,,11.0,Crafted Malevolent Gladiator's Waistguard of Meditation,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,32.0,,,
20.0,20.0,,25.0,Shaman,,14.0,,40.0,,,12.0,20.0,,,Streamtalker Girdle,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,12.0,17.0,,,Malevolent Gladiator's Waistband of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,50.0,,,12.0,17.0,,,Crafted Dreadful Gladiator's Waistband of Accuracy,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,17.0,Monk,,10.0,,40.0,,,,20.0,,15.0,Mistdancer Cord,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
,,,10.0,,,13.0,,50.0,,,,20.0,,14.0,Incineration Belt,,,,Rare,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,25.0,Shaman,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Waistguard of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,,,9.0,,55.0,,,11.0,14.0,,,Belt of Malleable Amber,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,30.0,,,
17.0,17.0,,17.0,,,,,55.0,,,12.0,17.0,,11.0,Tyrannical Gladiator's Belt of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,Shaman,,11.0,,50.0,,,,17.0,,12.0,Crafted Malevolent Gladiator's Waistguard of Cruelty,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,10.0,Warlock,,12.0,,40.0,,,14.0,20.0,,,Felsoul Cord,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,25.0,,,14.0,,50.0,,,13.0,20.0,,,Impaler's Girdle,,,,Rare,,87.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,12.0,17.0,,,Malevolent Gladiator's Waistband of Accuracy,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,Paladin,,11.0,,,,,,17.0,,12.0,Tyrannical Gladiator's Clasp of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,10.0,,,,,55.0,,,11.0,17.0,,12.0,Healer's Belt of Final Winter,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,17.0,Monk,,,,55.0,,,,20.0,,,Crimson Schism Cord,,,,Epic,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,50.0,,,,17.0,,12.0,Crafted Malevolent Gladiator's Belt of Cruelty,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,37.0,Paladin,,,,55.0,,,12.0,17.0,,11.0,Malevolent Gladiator's Clasp of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,17.0,17.0,
20.0,20.0,,17.0,,,,,50.0,,,,20.0,,,Hozen-Crafted Waistband,,,,Rare,,90.0,6.0,,,,,30.0,,,
,,,37.0,,,12.0,,55.0,,,,17.0,,11.0,Tyrannical Gladiator's Girdle of Prowess,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
17.0,17.0,,25.0,Shaman,,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Waistguard of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,Shaman,,11.0,,50.0,,,,17.0,,12.0,Crafted Dreadful Gladiator's Waistguard of Cruelty,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,"Priest,Mage,Warlock",,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Cord of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,Paladin,,,,40.0,,,10.0,20.0,,15.0,Sunsoul Girdle,,,,Uncommon,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,10.0,"Priest,Mage,Warlock",,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Cord of Cruelty,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,,,,,55.0,,,11.0,17.0,,11.0,Klaxxi Lash of the Precursor,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,,,15.0,,55.0,,,11.0,20.0,,,Belt of Loa Charms,,,,Epic,,90.0,6.0,,,,,30.0,,,
,,,10.0,,,,,50.0,,,,20.0,,,Cordwoven Cord,,,,Rare,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,50.0,,,,17.0,,12.0,Crafted Dreadful Gladiator's Belt of Cruelty,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,25.0,Hunter,,12.0,,40.0,,,14.0,20.0,,,Trailseeker Belt,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,50.0,,,12.0,17.0,,,Crafted Malevolent Gladiator's Links of Accuracy,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,10.0,"Priest,Mage,Warlock",,11.0,,55.0,,,12.0,17.0,,,Malevolent Gladiator's Cord of Accuracy,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,,,12.0,,55.0,,,,17.0,,11.0,Malevolent Gladiator's Girdle of Prowess,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,17.0,17.0,
14.0,14.0,,25.0,,,10.0,,55.0,,,11.0,14.0,,,Chain of Shadow,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,30.0,,,
,,,37.0,Death knight,,12.0,,40.0,,,,20.0,,14.0,Heart-Lesion Girdle,,,,Uncommon,,90.0,6.0,,,,,30.0,20.0,20.0,
17.0,17.0,,17.0,,,11.0,,55.0,,,12.0,17.0,,,Tyrannical Gladiator's Waistband of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,Paladin,,13.0,,40.0,,,,20.0,,13.0,Sunsoul Waistband,,,,Uncommon,,90.0,6.0,,,,,30.0,20.0,20.0,
17.0,17.0,,25.0,,,,,55.0,,,11.0,17.0,,11.0,Links of Bonded Blood,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,Shaman,,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Waistguard of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,17.0,Monk,,10.0,,40.0,,,,20.0,,15.0,Mistdancer Cord,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
,,,10.0,Priest,,,,40.0,,,13.0,20.0,,13.0,Communal Cord,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
,,,37.0,"Warrior,Paladin,Death knight",,12.0,,55.0,,,,17.0,,11.0,Tyrannical Gladiator's Girdle of Prowess,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
17.0,17.0,,17.0,,,11.0,,50.0,,,,17.0,,12.0,Crafted Dreadful Gladiator's Waistband of Cruelty,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Links of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,17.0,Druid,,12.0,,40.0,,,,20.0,,14.0,Springrain Belt,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,17.0,Monk,,13.0,,40.0,,,13.0,20.0,,,Mistdancer Waistband,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,17.0,,,,,40.0,,,15.0,20.0,,10.0,Mistlurker Waistband,,,,Uncommon,,,6.0,,,,,30.0,,,
,,,10.0,,,,,40.0,,,,20.0,,,Waterfall Cord,,,,Uncommon,,88.0,6.0,,,,,30.0,,,
,,,37.0,,,12.0,,40.0,,,14.0,20.0,,,Palewind Waistband,,,,Uncommon,,,6.0,,,,,30.0,20.0,20.0,
20.0,20.0,,25.0,,,11.0,,40.0,,,15.0,20.0,,,Osul Peak Waistguard,,,,Uncommon,,,6.0,,,,,30.0,,,
,,,10.0,,,14.0,,40.0,,,,20.0,,13.0,Swampwalker Waistband,,,,Uncommon,,,6.0,,,,,30.0,,,
,,,37.0,,,14.0,,40.0,,,,20.0,,12.0,Goldtalon Waistband,,,,Uncommon,,,6.0,,,,,30.0,20.0,20.0,
,,,37.0,,,13.0,,50.0,,,,20.0,,,Narsong Clasp,,,,Rare,,,6.0,,,,,30.0,20.0,20.0,13.0
,,,37.0,,,15.0,,50.0,,,11.0,20.0,,,Girdle of the Broken Seal,,,,Rare,,1.0,6.0,,,,,30.0,20.0,20.0,
,,,10.0,,,10.0,,50.0,,,,20.0,,15.0,Cord of Disturbed Dreams,,,,Rare,,1.0,6.0,,,,,30.0,,,
,,,37.0,,,12.0,,50.0,,,,20.0,,14.0,Korjan Girdle,,,,Rare,,,6.0,,,,,30.0,20.0,20.0,
20.0,20.0,,24.0,,,,,50.0,,,14.0,20.0,,13.0,Spirit-Speaking Belt,,,,Rare,,82.0,6.0,,,,,30.0,,,
,,,10.0,,,,,50.0,,,,20.0,,,Windwool Belt,,,,Rare,,85.0,6.0,,,,,30.0,,,
20.0,20.0,,24.0,,,11.0,,50.0,,,14.0,20.0,,,Deepwild Waistguard,,,,Rare,,,6.0,,,,,30.0,,,
,,,37.0,,,15.0,,50.0,,,,20.0,,10.0,Monastery Guardian Waistguard,,,,Rare,,1.0,6.0,,,,,30.0,20.0,20.0,
,,,10.0,,,13.0,,40.0,,,13.0,19.0,,,Mindbender Cord,,,,Uncommon,,,6.0,,,,,29.0,,,
19.0,19.0,,16.0,,,11.0,,40.0,,,14.0,19.0,,,Silentleaf Belt,,,,Uncommon,,,6.0,,,,,29.0,,,
19.0,19.0,,16.0,,,13.0,,40.0,,,,19.0,,12.0,Mushan Hide Belt,,,,Uncommon,,,6.0,,,,,29.0,,,
,,,10.0,,,12.0,,50.0,,,14.0,19.0,,,Girdle of Endemic Anger,,,,Rare,,85.0,6.0,,,,,29.0,,,
,,,36.0,,,,,40.0,,,,19.0,,,Snowy Girdle,,,,Uncommon,,86.0,6.0,,,,,29.0,19.0,19.0,
19.0,19.0,,24.0,,,11.0,,40.0,,,,19.0,,14.0,Wasteland Chain Links,,,,Uncommon,,88.0,6.0,,,,,29.0,,,
,,,10.0,,,,,40.0,,,,19.0,,,Trellised Cord,,,,Uncommon,,87.0,6.0,,,,,29.0,,,
,,,36.0,,,11.0,,40.0,,,,19.0,,14.0,Wasteland Heavy Girdle,,,,Uncommon,,88.0,6.0,,,,,29.0,19.0,19.0,
19.0,19.0,,16.0,,,11.0,,40.0,,,,19.0,,13.0,Mortbreath Waistband,,,,Uncommon,,,6.0,,,,,28.0,,,
,,,10.0,,,10.0,,40.0,,,,19.0,,14.0,Nayeli Waistband,,,,Uncommon,,,6.0,,,,,28.0,,,
,,,35.0,,,13.0,,40.0,,,12.0,19.0,,,Dojani Waistband,,,,Uncommon,,,6.0,,,,,28.0,19.0,19.0,
19.0,19.0,,16.0,,,12.0,,40.0,,,13.0,19.0,,,Riverblade Waistband,,,,Uncommon,,,6.0,,,,,28.0,,,
,,,35.0,,,13.0,,40.0,,,,19.0,,12.0,Mountainscaler Burnished Clasp,,,,Uncommon,,87.0,6.0,,,,,28.0,19.0,19.0,
